P_atm,Tw[K],B'c,hw[MJ/kg],N,O,NO,N2,O2,C,C2,C3,CN,CO,CO2,C(gr)
0.1,2.475000e+03,1.749770e-01,1.262740e+00,5.903630e-07,6.045210e-10,6.531390e-10,6.526980e-01,2.234980e-16,1.175170e-06,3.024760e-07,3.359850e-06,2.311320e-04,3.470650e-01,5.099060e-08,1.000000e+00
0.1,2.500000e+03,1.750070e-01,1.296430e+00,7.458890e-07,7.267420e-10,7.247340e-10,6.526520e-01,2.518360e-16,1.662940e-06,4.502520e-07,4.977790e-06,2.848520e-04,3.470550e-01,4.734680e-08,1.000000e+00
0.1,2.525000e+03,1.750440e-01,1.330360e+00,9.380540e-07,8.705920e-10,8.025860e-10,6.525960e-01,2.831500e-16,2.336920e-06,6.648750e-07,7.315740e-06,3.495860e-04,3.470430e-01,4.403450e-08,1.000000e+00
0.1,2.550000e+03,1.750890e-01,1.364570e+00,1.174460e-06,1.039340e-09,8.870920e-10,6.525290e-01,3.176870e-16,3.262040e-06,9.741990e-07,1.066820e-05,4.272860e-04,3.470280e-01,4.101810e-08,1.000000e+00
0.1,2.575000e+03,1.751440e-01,1.399110e+00,1.464060e-06,1.236660e-09,9.786590e-10,6.524480e-01,3.557030e-16,4.523750e-06,1.416690e-06,1.543940e-05,5.201930e-04,3.470090e-01,3.826630e-08,1.000000e+00
0.1,2.600000e+03,1.752110e-01,1.434050e+00,1.817390e-06,1.466690e-09,1.077710e-09,6.523500e-01,3.974710e-16,6.233820e-06,2.045130e-06,2.218080e-05,6.308720e-04,3.469870e-01,3.575140e-08,1.000000e+00
0.1,2.625000e+03,1.752940e-01,1.469470e+00,2.246730e-06,1.734020e-09,1.184680e-09,6.522330e-01,4.432770e-16,8.537580e-06,2.931400e-06,3.163880e-05,7.622460e-04,3.469600e-01,3.344920e-08,1.000000e+00
0.1,2.650000e+03,1.753950e-01,1.505460e+00,2.766430e-06,2.043790e-09,1.300000e-09,6.520920e-01,4.934210e-16,1.162290e-05,4.172760e-06,4.481770e-05,9.176380e-04,3.469270e-01,3.133810e-08,1.000000e+00
0.1,2.675000e+03,1.755190e-01,1.542140e+00,3.393140e-06,2.401710e-09,1.424130e-09,6.519250e-01,5.482170e-16,1.573150e-05,5.900020e-06,6.305950e-05,1.100810e-03,3.468860e-01,2.939900e-08,1.000000e+00
0.1,2.700000e+03,1.756710e-01,1.579660e+00,4.146110e-06,2.814120e-09,1.557540e-09,6.517250e-01,6.079900e-16,2.117230e-05,8.287920e-06,8.814650e-05,1.316020e-03,3.468370e-01,2.761510e-08,1.000000e+00
0.1,2.725000e+03,1.758570e-01,1.618180e+00,5.047530e-06,3.288000e-09,1.700670e-09,6.514870e-01,6.730790e-16,2.833860e-05,1.156850e-05,1.224310e-04,1.568040e-03,3.467780e-01,2.597130e-08,1.000000e+00
0.1,2.750000e+03,1.760850e-01,1.657920e+00,6.122910e-06,3.831050e-09,1.854000e-09,6.512030e-01,7.438340e-16,3.772820e-05,1.604820e-05,1.690010e-04,1.862240e-03,3.467060e-01,2.445400e-08,1.000000e+00
0.1,2.775000e+03,1.763650e-01,1.699140e+00,7.401450e-06,4.451750e-09,2.017980e-09,6.508660e-01,8.206120e-16,4.996810e-05,2.212920e-05,2.318840e-04,2.204610e-03,3.466180e-01,2.305130e-08,1.000000e+00
0.1,2.800000e+03,1.767100e-01,1.742170e+00,8.916440e-06,5.159350e-09,2.193070e-09,6.504660e-01,9.037790e-16,6.584460e-05,3.033630e-05,3.163030e-04,2.601840e-03,3.465110e-01,2.175240e-08,1.000000e+00
0.1,2.825000e+03,1.771350e-01,1.787380e+00,1.070580e-05,5.963990e-09,2.379710e-09,6.499900e-01,9.937020e-16,8.633890e-05,4.135120e-05,4.290030e-04,3.061360e-03,3.463810e-01,2.054750e-08,1.000000e+00
0.1,2.850000e+03,1.776590e-01,1.835280e+00,1.281230e-05,6.876640e-09,2.578310e-09,6.494260e-01,1.090750e-15,1.126700e-04,5.605400e-05,5.786360e-04,3.591380e-03,3.462220e-01,1.942790e-08,1.000000e+00
0.1,2.875000e+03,1.783050e-01,1.886430e+00,1.528450e-05,7.909230e-09,2.789260e-09,6.487560e-01,1.195270e-15,1.463460e-04,7.557540e-05,7.762510e-04,4.200980e-03,3.460290e-01,1.838560e-08,1.000000e+00
0.1,2.900000e+03,1.791020e-01,1.941580e+00,1.817690e-05,9.074590e-09,3.012880e-09,6.479620e-01,1.307620e-15,1.892230e-04,1.013610e-04,1.035890e-03,4.900110e-03,3.457930e-01,1.741340e-08,1.000000e+00
0.1,2.925000e+03,1.800880e-01,2.001580e+00,2.155040e-05,1.038650e-08,3.249450e-09,6.470190e-01,1.428100e-15,2.435810e-04,1.352500e-04,1.375300e-03,5.699680e-03,3.455060e-01,1.650460e-08,1.000000e+00
0.1,2.950000e+03,1.813060e-01,2.067540e+00,2.547300e-05,1.185950e-08,3.499140e-09,6.459000e-01,1.556980e-15,3.122000e-04,1.795720e-04,1.816820e-03,6.611580e-03,3.451540e-01,1.565320e-08,1.000000e+00
0.1,2.975000e+03,1.828120e-01,2.140740e+00,3.002050e-05,1.350930e-08,3.762010e-09,6.445720e-01,1.694480e-15,3.984680e-04,2.372610e-04,2.388430e-03,7.648690e-03,3.447250e-01,1.485350e-08,1.000000e+00
0.1,3.000000e+03,1.846750e-01,2.222810e+00,3.527630e-05,1.535190e-08,4.037970e-09,6.429950e-01,1.840710e-15,5.064880e-04,3.120000e-04,3.125020e-03,8.824910e-03,3.442010e-01,1.410030e-08,1.000000e+00
0.1,3.025000e+03,1.869790e-01,2.315660e+00,4.133220e-05,1.740410e-08,4.326740e-09,6.411230e-01,1.995680e-15,6.412180e-04,4.083900e-04,4.069910e-03,1.015510e-02,3.435610e-01,1.338860e-08,1.000000e+00
0.1,3.050000e+03,1.898310e-01,2.421660e+00,4.828840e-05,1.968310e-08,4.627760e-09,6.389000e-01,2.159230e-15,8.086210e-04,5.321540e-04,5.276660e-03,1.165520e-02,3.427790e-01,1.271370e-08,1.000000e+00
0.1,3.075000e+03,1.933580e-01,2.543630e+00,5.625360e-05,2.220560e-08,4.940150e-09,6.362590e-01,2.331010e-15,1.015850e-03,6.903810e-04,6.811190e-03,1.334170e-02,3.418260e-01,1.207130e-08,1.000000e+00
0.1,3.100000e+03,1.977210e-01,2.685000e+00,6.534440e-05,2.498820e-08,5.262650e-09,6.331220e-01,2.510380e-15,1.271440e-03,8.918210e-04,8.754360e-03,1.523200e-02,3.406630e-01,1.145690e-08,1.000000e+00
0.1,3.125000e+03,2.031200e-01,2.849850e+00,7.568480e-05,2.804580e-08,5.593430e-09,6.293960e-01,2.696360e-15,1.585580e-03,1.147220e-03,1.120490e-02,1.734400e-02,3.392460e-01,1.086640e-08,1.000000e+00
0.1,3.150000e+03,2.098000e-01,3.043080e+00,8.740440e-05,3.139120e-08,5.930050e-09,6.249720e-01,2.887500e-15,1.970340e-03,1.469750e-03,1.428300e-02,1.969540e-02,3.375220e-01,1.029570e-08,1.000000e+00
0.1,3.175000e+03,2.180680e-01,3.270530e+00,1.006370e-04,3.503360e-08,6.269230e-09,6.197190e-01,3.081820e-15,2.440020e-03,1.875440e-03,1.813420e-02,2.230370e-02,3.354270e-01,9.740580e-09,1.000000e+00
0.1,3.200000e+03,2.283110e-01,3.539090e+00,1.155160e-04,3.897690e-08,6.606720e-09,6.134870e-01,3.276620e-15,3.011450e-03,2.383820e-03,2.293450e-02,2.518520e-02,3.328830e-01,9.197110e-09,1.000000e+00
0.1,3.225000e+03,2.410120e-01,3.856920e+00,1.321700e-04,4.321730e-08,6.937060e-09,6.060950e-01,3.468340e-15,3.704480e-03,3.018500e-03,2.889560e-02,2.835420e-02,3.298000e-01,8.661210e-09,1.000000e+00
0.1,3.250000e+03,2.567900e-01,4.233570e+00,1.507170e-04,4.774100e-08,7.253280e-09,5.973360e-01,3.652370e-15,4.542320e-03,3.807980e-03,3.627120e-02,3.182140e-02,3.260700e-01,8.128870e-09,1.000000e+00
0.1,3.275000e+03,2.764360e-01,4.680200e+00,1.712540e-04,5.251930e-08,7.546720e-09,5.869670e-01,3.822890e-15,5.552150e-03,4.786540e-03,4.536480e-02,3.559240e-02,3.215650e-01,7.596140e-09,1.000000e+00
0.1,3.300000e+03,3.009810e-01,5.209700e+00,1.938410e-04,5.750500e-08,7.806590e-09,5.747060e-01,3.972610e-15,6.765630e-03,5.995250e-03,5.653800e-02,3.966550e-02,3.161350e-01,7.059180e-09,1.000000e+00
0.1,3.325000e+03,3.317890e-01,5.836880e+00,2.184870e-04,6.262520e-08,8.019770e-09,5.602270e-01,4.092640e-15,8.219570e-03,7.483190e-03,7.021980e-02,4.402780e-02,3.096040e-01,6.514390e-09,1.000000e+00
0.1,3.350000e+03,3.706960e-01,6.578610e+00,2.451170e-04,6.777410e-08,8.170420e-09,5.431550e-01,4.172360e-15,9.956650e-03,9.308820e-03,8.691860e-02,4.865150e-02,3.017640e-01,5.958570e-09,1.000000e+00
0.1,3.375000e+03,4.202330e-01,7.453850e+00,2.735420e-04,7.280270e-08,8.239750e-09,5.230630e-01,4.199390e-15,1.202620e-02,1.154150e-02,1.072340e-01,5.348740e-02,2.923750e-01,5.389150e-09,1.000000e+00
0.1,3.400000e+03,4.839950e-01,8.483640e+00,3.034040e-04,7.750670e-08,8.205950e-09,4.994630e-01,4.159830e-15,1.448520e-02,1.426350e-02,1.318710e-01,5.845670e-02,2.811570e-01,4.804540e-09,1.000000e+00
0.1,3.425000e+03,5.672530e-01,9.690920e+00,3.341020e-04,8.161110e-08,8.044340e-09,4.718100e-01,4.038800e-15,1.739900e-02,1.757160e-02,1.616580e-01,6.343920e-02,2.677880e-01,4.204580e-09,1.000000e+00
0.1,3.450000e+03,6.780760e-01,1.110020e+01,3.646870e-04,8.475150e-08,7.728010e-09,4.394970e-01,3.821520e-15,2.084290e-02,2.158000e-02,1.975620e-01,6.825640e-02,2.518970e-01,3.591210e-09,1.000000e+00
0.1,3.475000e+03,8.294730e-01,1.273670e+01,3.936990e-04,8.645150e-08,7.229310e-09,4.018590e-01,3.495330e-15,2.490280e-02,2.642250e-02,2.407140e-01,7.264560e-02,2.330620e-01,2.969290e-09,1.000000e+00
0.1,3.500000e+03,1.043870e+00,1.462570e+01,4.189170e-04,8.609620e-08,6.522740e-09,3.581960e-01,3.052870e-15,2.967700e-02,3.225590e-02,2.924260e-01,7.622010e-02,2.108060e-01,2.347700e-09,1.000000e+00
0.1,3.525000e+03,1.363510e+00,1.679010e+01,4.369290e-04,8.290160e-08,5.590240e-09,3.077990e-01,2.497150e-15,3.527750e-02,3.926300e-02,3.542250e-01,7.840130e-02,1.845970e-01,1.740800e-09,1.000000e+00
0.1,3.550000e+03,1.878440e+00,1.924780e+01,4.423610e-04,7.588470e-08,4.430810e-09,2.500390e-01,1.849140e-15,4.183160e-02,4.765670e-02,4.278730e-01,7.829470e-02,1.538620e-01,1.170120e-09,1.000000e+00
0.1,3.575000e+03,2.820260e+00,2.200620e+01,4.262230e-04,6.384230e-08,3.078440e-09,1.845590e-01,1.158690e-15,4.948370e-02,5.768420e-02,5.154070e-01,7.442300e-02,1.180170e-01,6.664320e-10,1.000000e+00
0.1,3.600000e+03,5.013890e+00,2.504930e+01,3.715230e-04,4.538010e-08,1.638280e-09,1.118440e-01,5.191570e-16,5.839750e-02,6.963160e-02,6.191720e-01,6.400890e-02,7.657500e-02,2.717570e-10,1.000000e+00
0.1,3.625000e+03,1.491970e+01,2.828790e+01,2.347710e-04,1.923900e-08,3.777610e-10,3.573130e-02,8.288410e-17,6.875750e-02,8.382980e-02,7.418600e-01,3.991650e-02,2.966950e-02,3.953620e-11,1.000000e+00
0.1,3.650000e+03,2.000000e+02,3.010090e+01,4.291980e-05,1.736390e-09,5.375600e-12,9.583130e-04,6.006750e-19,7.856390e-02,9.523120e-02,8.158150e-01,7.005630e-03,2.383150e-03,2.542760e-13,0.000000e+00
0.1,3.675000e+03,2.000000e+02,3.031080e+01,4.654810e-05,2.005250e-09,5.818200e-12,9.072260e-04,7.138550e-19,8.638900e-02,1.003790e-01,8.028770e-01,7.036160e-03,2.365070e-03,2.589660e-13,0.000000e+00
0.1,3.700000e+03,2.000000e+02,3.053380e+01,5.039040e-05,2.310850e-09,6.284610e-12,8.581990e-04,8.460910e-19,9.482880e-02,1.056330e-01,7.892260e-01,7.058010e-03,2.345830e-03,2.634660e-13,0.000000e+00
0.1,3.725000e+03,2.000000e+02,3.077100e+01,5.445190e-05,2.657490e-09,6.775050e-12,8.112120e-04,1.000180e-18,1.039130e-01,1.109780e-01,7.748470e-01,7.071060e-03,2.325400e-03,2.677560e-13,0.000000e+00
0.1,3.750000e+03,2.000000e+02,3.102320e+01,5.873750e-05,3.049880e-09,7.289640e-12,7.662410e-04,1.179250e-18,1.136700e-01,1.163970e-01,7.597290e-01,7.075230e-03,2.303740e-03,2.718160e-13,0.000000e+00
0.1,3.775000e+03,2.000000e+02,3.129150e+01,6.325160e-05,3.493160e-09,7.828460e-12,7.232550e-04,1.386830e-18,1.241280e-01,1.218690e-01,7.438660e-01,7.070460e-03,2.280810e-03,2.756260e-13,0.000000e+00
0.1,3.800000e+03,2.000000e+02,3.157700e+01,6.799860e-05,3.992980e-09,8.391520e-12,6.822200e-04,1.626840e-18,1.353120e-01,1.273710e-01,7.272530e-01,7.056720e-03,2.256610e-03,2.791670e-13,0.000000e+00
0.1,3.825000e+03,2.000000e+02,3.188080e+01,7.298230e-05,4.555470e-09,8.978760e-12,6.430970e-04,1.903670e-18,1.472470e-01,1.328800e-01,7.098920e-01,7.034020e-03,2.231100e-03,2.824200e-13,0.000000e+00
0.1,3.850000e+03,2.000000e+02,3.220400e+01,7.820630e-05,5.187320e-09,9.590090e-12,6.058450e-04,2.222200e-18,1.599540e-01,1.383680e-01,6.917870e-01,7.002360e-03,2.204270e-03,2.853710e-13,0.000000e+00
0.1,3.875000e+03,2.000000e+02,3.254800e+01,8.367420e-05,5.895810e-09,1.022540e-11,5.704180e-04,2.587880e-18,1.734510e-01,1.438060e-01,6.729510e-01,6.961830e-03,2.176110e-03,2.880020e-13,0.000000e+00
0.1,3.900000e+03,2.000000e+02,3.291390e+01,8.938930e-05,6.688870e-09,1.088460e-11,5.367710e-04,3.006750e-18,1.877530e-01,1.491630e-01,6.533990e-01,6.912510e-03,2.146630e-03,2.903010e-13,0.000000e+00
0.1,3.925000e+03,2.000000e+02,3.330310e+01,9.535490e-05,7.575120e-09,1.156760e-11,5.048540e-04,3.485540e-18,2.028700e-01,1.544030e-01,6.331560e-01,6.854540e-03,2.115840e-03,2.922570e-13,0.000000e+00
0.1,3.950000e+03,2.000000e+02,3.371690e+01,1.015740e-04,8.563950e-09,1.227440e-11,4.746200e-04,4.031750e-18,2.188090e-01,1.594920e-01,6.122510e-01,6.788100e-03,2.083750e-03,2.938640e-13,0.000000e+00
0.1,3.975000e+03,2.000000e+02,3.415690e+01,1.080520e-04,9.665600e-09,1.300510e-11,4.460180e-04,4.653710e-18,2.355680e-01,1.643920e-01,5.907220e-01,6.713400e-03,2.050410e-03,2.951160e-13,0.000000e+00
0.1,4.000000e+03,2.000000e+02,3.462420e+01,1.147910e-04,1.089130e-08,1.376000e-11,4.189970e-04,5.360760e-18,2.531420e-01,1.690630e-01,5.686150e-01,6.630710e-03,2.015850e-03,2.960140e-13,0.000000e+00
0.1,4.025000e+03,2.000000e+02,3.512050e+01,1.217960e-04,1.225310e-08,1.453960e-11,3.935080e-04,6.163370e-18,2.715190e-01,1.734650e-01,5.459810e-01,6.540330e-03,1.980140e-03,2.965620e-13,0.000000e+00
0.1,4.050000e+03,2.000000e+02,3.564690e+01,1.290750e-04,1.376470e-08,1.534470e-11,3.695010e-04,7.073290e-18,2.906770e-01,1.775560e-01,5.228820e-01,6.442640e-03,1.943340e-03,2.967690e-13,0.000000e+00
0.1,4.075000e+03,2.000000e+02,3.620490e+01,1.366340e-04,1.544060e-08,1.617660e-11,3.469250e-04,8.103850e-18,3.105890e-01,1.812960e-01,4.993890e-01,6.338050e-03,1.905540e-03,2.966500e-13,0.000000e+00
0.1,4.100000e+03,2.000000e+02,3.679560e+01,1.444820e-04,1.729740e-08,1.703690e-11,3.257320e-04,9.270190e-18,3.312170e-01,1.846420e-01,4.755770e-01,6.227000e-03,1.866840e-03,2.962230e-13,0.000000e+00
0.1,4.125000e+03,2.000000e+02,3.742020e+01,1.526320e-04,1.935310e-08,1.792800e-11,3.058740e-04,1.058960e-17,3.525150e-01,1.875560e-01,4.515330e-01,6.110030e-03,1.827360e-03,2.955160e-13,0.000000e+00
0.1,4.150000e+03,2.000000e+02,3.807950e+01,1.610970e-04,2.162810e-08,1.885300e-11,2.873020e-04,1.208220e-17,3.744290e-01,1.899980e-01,4.273490e-01,5.987700e-03,1.787210e-03,2.945600e-13,0.000000e+00
0.1,4.175000e+03,2.000000e+02,3.877430e+01,1.698960e-04,2.414510e-08,1.981590e-11,2.699700e-04,1.377100e-17,3.968940e-01,1.919340e-01,4.031250e-01,5.860620e-03,1.746550e-03,2.933940e-13,0.000000e+00
0.1,4.200000e+03,2.000000e+02,3.950490e+01,1.790500e-04,2.693000e-08,2.082160e-11,2.538310e-04,1.568320e-17,4.198360e-01,1.933310e-01,3.789660e-01,5.729440e-03,1.705530e-03,2.920610e-13,0.000000e+00
0.1,4.225000e+03,2.000000e+02,4.027130e+01,1.885860e-04,3.001180e-08,2.187640e-11,2.388400e-04,1.785080e-17,4.431720e-01,1.941610e-01,3.549800e-01,5.594860e-03,1.664320e-03,2.906130e-13,0.000000e+00
0.1,4.250000e+03,2.000000e+02,4.107310e+01,1.985370e-04,3.342400e-08,2.298790e-11,2.249520e-04,2.031170e-17,4.668100e-01,1.944040e-01,3.312820e-01,5.457610e-03,1.623090e-03,2.891070e-13,0.000000e+00
0.1,4.275000e+03,2.000000e+02,4.190950e+01,2.089410e-04,3.720480e-08,2.416540e-11,2.121230e-04,2.311100e-17,4.906530e-01,1.940420e-01,3.079840e-01,5.318430e-03,1.582040e-03,2.876050e-13,0.000000e+00
0.1,4.300000e+03,2.000000e+02,4.277880e+01,2.198430e-04,4.139810e-08,2.541990e-11,2.003080e-04,2.630280e-17,5.145940e-01,1.930680e-01,2.851990e-01,5.178080e-03,1.541340e-03,2.861740e-13,0.000000e+00
0.1,4.325000e+03,2.000000e+02,4.367900e+01,2.312950e-04,4.605480e-08,2.676460e-11,1.894650e-04,2.995240e-17,5.385230e-01,1.914800e-01,2.630380e-01,5.037320e-03,1.501200e-03,2.848860e-13,0.000000e+00
0.1,4.350000e+03,2.000000e+02,4.460720e+01,2.433580e-04,5.123340e-08,2.821470e-11,1.795490e-04,3.413870e-17,5.623260e-01,1.892860e-01,2.416060e-01,4.896890e-03,1.461800e-03,2.838160e-13,0.000000e+00
0.1,4.375000e+03,2.000000e+02,4.555990e+01,2.561010e-04,5.700220e-08,2.978830e-11,1.705160e-04,3.895710e-17,5.858900e-01,1.865020e-01,2.210000e-01,4.757500e-03,1.423330e-03,2.830430e-13,0.000000e+00
0.1,4.400000e+03,2.000000e+02,4.653290e+01,2.696000e-04,6.343980e-08,3.150600e-11,1.623250e-04,4.452370e-17,6.091010e-01,1.831540e-01,2.013080e-01,4.619820e-03,1.385960e-03,2.826470e-13,0.000000e+00
0.1,4.425000e+03,2.000000e+02,4.752140e+01,2.839420e-04,7.063770e-08,3.339150e-11,1.549310e-04,5.097970e-17,6.318490e-01,1.792740e-01,1.826040e-01,4.484450e-03,1.349850e-03,2.827080e-13,0.000000e+00
0.1,4.450000e+03,2.000000e+02,4.851990e+01,2.992180e-04,7.870130e-08,3.547200e-11,1.482900e-04,5.849690e-17,6.540300e-01,1.749040e-01,1.649510e-01,4.351940e-03,1.315140e-03,2.833080e-13,0.000000e+00
0.1,4.475000e+03,2.000000e+02,4.952260e+01,3.155300e-04,8.775270e-08,3.777790e-11,1.423580e-04,6.728440e-17,6.755500e-01,1.700920e-01,1.483950e-01,4.222730e-03,1.281970e-03,2.845280e-13,0.000000e+00
0.1,4.500000e+03,2.000000e+02,5.052320e+01,3.329840e-04,9.793240e-08,4.034360e-11,1.370910e-04,7.759720e-17,6.963220e-01,1.648920e-01,1.329680e-01,4.097190e-03,1.250430e-03,2.864450e-13,0.000000e+00
0.1,4.525000e+03,2.000000e+02,5.151540e+01,3.516910e-04,1.094020e-07,4.320770e-11,1.324440e-04,8.974510e-17,7.162750e-01,1.593630e-01,1.186820e-01,3.975570e-03,1.220590e-03,2.891370e-13,0.000000e+00
0.1,4.550000e+03,2.000000e+02,5.249310e+01,3.717650e-04,1.223470e-07,4.641290e-11,1.283730e-04,1.041050e-16,7.353490e-01,1.535640e-01,1.055360e-01,3.858050e-03,1.192510e-03,2.926780e-13,0.000000e+00
0.1,4.575000e+03,2.000000e+02,5.345030e+01,3.933230e-04,1.369780e-07,5.000640e-11,1.248310e-04,1.211370e-16,7.534970e-01,1.475590e-01,9.351440e-02,3.744690e-03,1.166210e-03,2.971390e-13,0.000000e+00
0.1,4.600000e+03,2.000000e+02,5.438160e+01,4.164800e-04,1.535370e-07,5.404030e-11,1.217730e-04,1.413950e-16,7.706900e-01,1.414090e-01,8.258500e-02,3.635460e-03,1.141680e-03,3.025880e-13,0.000000e+00
0.1,4.625000e+03,2.000000e+02,5.528210e+01,4.413480e-04,1.722970e-07,5.857160e-11,1.191530e-04,1.655560e-16,7.869100e-01,1.351740e-01,7.270570e-02,3.530270e-03,1.118920e-03,3.090920e-13,0.000000e+00
0.1,4.650000e+03,2.000000e+02,5.614770e+01,4.680350e-04,1.935690e-07,6.366240e-11,1.169260e-04,1.944360e-16,8.021540e-01,1.289100e-01,6.382430e-02,3.428930e-03,1.097870e-03,3.167140e-13,0.000000e+00
0.1,4.675000e+03,2.000000e+02,5.697520e+01,4.966410e-04,2.177020e-07,6.937980e-11,1.150460e-04,2.290260e-16,8.164290e-01,1.226690e-01,5.588090e-02,3.331220e-03,1.078480e-03,3.255140e-13,0.000000e+00
0.1,4.700000e+03,2.000000e+02,5.776230e+01,5.272570e-04,2.450920e-07,7.579640e-11,1.134690e-04,2.705200e-16,8.297550e-01,1.164960e-01,4.881050e-02,3.236850e-03,1.060670e-03,3.355520e-13,0.000000e+00
0.1,4.725000e+03,2.000000e+02,5.850750e+01,5.599610e-04,2.761840e-07,8.299010e-11,1.121490e-04,3.203620e-16,8.421600e-01,1.104330e-01,4.254520e-02,3.145530e-03,1.044350e-03,3.468870e-13,0.000000e+00
0.1,4.750000e+03,2.000000e+02,5.920990e+01,5.948200e-04,3.114760e-07,9.104380e-11,1.110420e-04,3.802910e-16,8.536780e-01,1.045140e-01,3.701580e-02,3.056930e-03,1.029440e-03,3.595760e-13,0.000000e+00
0.1,4.775000e+03,2.000000e+02,5.986980e+01,6.318830e-04,3.515290e-07,1.000460e-10,1.101060e-04,4.523990e-16,8.643500e-01,9.876720e-02,3.215380e-02,2.970740e-03,1.015850e-03,3.736780e-13,0.000000e+00
0.1,4.800000e+03,2.000000e+02,6.048760e+01,6.711840e-04,3.969670e-07,1.100890e-10,1.092990e-04,5.392020e-16,8.742200e-01,9.321580e-02,2.789290e-02,2.886640e-03,1.003460e-03,3.892500e-13,0.000000e+00
0.1,4.825000e+03,2.000000e+02,6.106460e+01,7.127400e-04,4.484910e-07,1.212720e-10,1.085810e-04,6.437180e-16,8.833350e-01,8.787670e-02,2.416980e-02,2.804340e-03,9.921970e-04,4.063540e-13,0.000000e+00
0.1,4.850000e+03,2.000000e+02,6.160230e+01,7.565450e-04,5.068810e-07,1.336950e-10,1.079140e-04,7.695650e-16,8.917430e-01,8.276200e-02,2.092490e-02,2.723560e-03,9.819560e-04,4.250490e-13,0.000000e+00
0.1,4.875000e+03,2.000000e+02,6.210260e+01,8.025760e-04,5.730080e-07,1.474650e-10,1.072610e-04,9.210730e-16,8.994900e-01,7.787960e-02,1.810310e-02,2.644070e-03,9.726470e-04,4.454010e-13,0.000000e+00
0.1,4.900000e+03,2.000000e+02,6.256760e+01,8.507880e-04,6.478410e-07,1.626910e-10,1.065890e-04,1.103410e-15,9.066250e-01,7.323340e-02,1.565410e-02,2.565650e-03,9.641870e-04,4.674750e-13,0.000000e+00
0.1,4.925000e+03,2.000000e+02,6.299950e+01,9.011160e-04,7.324570e-07,1.794820e-10,1.058680e-04,1.322750e-15,9.131920e-01,6.882400e-02,1.353200e-02,2.488140e-03,9.564930e-04,4.913400e-13,0.000000e+00
0.1,4.950000e+03,2.000000e+02,6.340050e+01,9.534750e-04,8.280530e-07,1.979530e-10,1.050690e-04,1.586440e-15,9.192350e-01,6.464940e-02,1.169570e-02,2.411400e-03,9.494910e-04,5.170680e-13,0.000000e+00
0.1,4.975000e+03,2.000000e+02,6.377290e+01,1.007760e-03,9.359560e-07,2.182170e-10,1.041680e-04,1.903230e-15,9.247950e-01,6.070540e-02,1.010830e-02,2.335330e-03,9.431130e-04,5.447340e-13,0.000000e+00
0.1,5.000000e+03,2.000000e+02,6.411880e+01,1.063830e-03,1.057640e-06,2.403870e-10,1.031450e-04,2.283470e-15,9.299110e-01,5.698600e-02,8.737360e-03,2.259870e-03,9.372940e-04,5.744160e-13,0.000000e+00
0.177828,3.000000e+02,8.742740e-02,-2.632220e+00,1.067250e-79,2.364980e-75,1.075360e-50,7.900000e-01,4.529900e-70,8.447330e-117,7.149050e-135,1.043440e-134,1.680000e-71,4.126260e-11,2.100000e-01,1.000000e+00
0.177828,3.250000e+02,8.742740e-02,-2.607560e+00,2.291470e-73,2.226640e-69,7.750160e-47,7.900000e-01,8.444350e-65,3.369640e-107,9.584470e-124,1.866380e-123,1.264010e-65,5.907880e-10,2.100000e-01,1.000000e+00
0.177828,3.500000e+02,8.742740e-02,-2.582700e+00,6.154560e-68,2.952380e-64,1.571060e-43,7.900000e-01,2.781640e-60,5.756670e-99,3.360340e-114,8.319570e-114,1.381010e-60,5.803710e-09,2.100000e-01,1.000000e+00
0.177828,3.750000e+02,8.742740e-02,-2.557660e+00,3.132900e-63,8.155660e-60,1.154330e-40,7.900000e-01,2.289890e-56,7.901610e-92,6.371540e-106,1.930380e-105,3.220700e-56,4.214750e-08,2.100000e-01,1.000000e+00
0.177828,4.000000e+02,8.742750e-02,-2.532420e+00,4.127620e-59,6.296340e-56,3.718220e-38,7.900000e-01,6.109610e-53,1.397000e-85,1.126920e-98,4.051830e-98,2.140590e-52,2.393220e-07,2.100000e-01,1.000000e+00
0.177828,4.250000e+02,8.742760e-02,-2.507000e+00,1.786320e-55,1.700760e-52,6.072850e-36,7.900000e-01,6.445370e-50,4.564660e-80,2.821300e-92,1.174280e-91,5.057950e-49,1.109160e-06,2.099990e-01,1.000000e+00
0.177828,4.500000e+02,8.742830e-02,-2.481370e+00,3.056600e-52,1.914430e-49,5.631860e-34,7.899980e-01,3.138220e-47,3.650400e-75,1.383110e-86,6.530030e-86,5.046390e-46,4.338650e-06,2.099970e-01,1.000000e+00
0.177828,4.750000e+02,8.743050e-02,-2.455540e+00,2.393870e-49,1.030910e-46,3.242790e-32,7.899940e-01,7.967950e-45,8.919170e-71,1.715750e-81,9.035680e-81,2.435330e-43,1.470840e-05,2.099910e-01,1.000000e+00
0.177828,5.000000e+02,8.743660e-02,-2.429450e+00,9.647340e-47,2.965810e-44,1.245180e-30,7.899830e-01,1.163180e-42,7.951550e-67,6.612680e-77,3.830550e-76,6.337590e-41,4.414150e-05,2.099730e-01,1.000000e+00
0.177828,5.250000e+02,8.745220e-02,-2.403020e+00,2.199530e-44,4.984610e-42,3.378410e-29,7.899530e-01,1.056570e-40,2.986400e-63,9.350440e-73,5.888400e-72,9.712190e-39,1.193070e-04,2.099280e-01,1.000000e+00
