P_atm,Tw[K],B'c,hw[MJ/kg],N,O,NO,N2,O2,C,C2,C3,CN,CO,CO2,C(gr)
0.0562341,4.425000e+03,2.000000e+02,5.301130e+01,3.562100e-04,9.133100e-08,3.045760e-11,1.371170e-04,4.792490e-17,7.533660e-01,1.433190e-01,9.787890e-02,3.772070e-03,1.170200e-03,1.781950e-13,0.000000e+00
0.0562341,4.450000e+03,2.000000e+02,5.401870e+01,3.787390e-04,1.030990e-07,3.307580e-11,1.336030e-04,5.645200e-17,7.719200e-01,1.370090e-01,8.575880e-02,3.656030e-03,1.143460e-03,1.814600e-13,0.000000e+00
0.0562341,4.475000e+03,2.000000e+02,5.499140e+01,4.031010e-04,1.165490e-07,3.604600e-11,1.306560e-04,6.674340e-17,7.893510e-01,1.305900e-01,7.486150e-02,3.544700e-03,1.118760e-03,1.854520e-13,0.000000e+00
0.0562341,4.500000e+03,2.000000e+02,5.592400e+01,4.294290e-04,1.319360e-07,3.941670e-11,1.282170e-04,7.919890e-17,8.056520e-01,1.241290e-01,6.512650e-02,3.437890e-03,1.096050e-03,1.902180e-13,0.000000e+00
0.0562341,4.525000e+03,2.000000e+02,5.681240e+01,4.578490e-04,1.495540e-07,4.324090e-11,1.262280e-04,9.430940e-17,8.208340e-01,1.176890e-01,5.648200e-02,3.335310e-03,1.075270e-03,1.958050e-13,0.000000e+00
0.0562341,4.550000e+03,2.000000e+02,5.765340e+01,4.884780e-04,1.697350e-07,4.757670e-11,1.246310e-04,1.126760e-16,8.349200e-01,1.113250e-01,4.884910e-02,3.236640e-03,1.056310e-03,2.022560e-13,0.000000e+00
0.0562341,4.575000e+03,2.000000e+02,5.844530e+01,5.214170e-04,1.928580e-07,5.248670e-11,1.233650e-04,1.350370e-16,8.479460e-01,1.050850e-01,4.214420e-02,3.141500e-03,1.039080e-03,2.096150e-13,0.000000e+00
0.0562341,4.600000e+03,2.000000e+02,5.918720e+01,5.567560e-04,2.193520e-07,5.803870e-11,1.223740e-04,1.622900e-16,8.599570e-01,9.900850e-02,3.628210e-02,3.049490e-03,1.023460e-03,2.179250e-13,0.000000e+00
0.0562341,4.625000e+03,2.000000e+02,5.987940e+01,5.945640e-04,2.497000e-07,6.430500e-11,1.216020e-04,1.955350e-16,8.710060e-01,9.312940e-02,3.117860e-02,2.960200e-03,1.009340e-03,2.272300e-13,0.000000e+00
0.0562341,4.650000e+03,2.000000e+02,6.052280e+01,6.348920e-04,2.844490e-07,7.136300e-11,1.209910e-04,2.361100e-16,8.811490e-01,8.747240e-02,2.675230e-02,2.873240e-03,9.965810e-04,2.375730e-13,0.000000e+00
0.0562341,4.675000e+03,2.000000e+02,6.111930e+01,6.777690e-04,3.242150e-07,7.929440e-11,1.204900e-04,2.856440e-16,8.904460e-01,8.205620e-02,2.292610e-02,2.788240e-03,9.850790e-04,2.490000e-13,0.000000e+00
0.0562341,4.700000e+03,2.000000e+02,6.167080e+01,7.232000e-04,3.696920e-07,8.818500e-11,1.200470e-04,3.461150e-16,8.989560e-01,7.689310e-02,1.962810e-02,2.704880e-03,9.747130e-04,2.615580e-13,0.000000e+00
0.0562341,4.725000e+03,2.000000e+02,6.218010e+01,7.711680e-04,4.216580e-07,9.812490e-11,1.196120e-04,4.199190e-16,9.067380e-01,7.199020e-02,1.679240e-02,2.622840e-03,9.653750e-04,2.752960e-13,0.000000e+00
0.0562341,4.750000e+03,2.000000e+02,6.264970e+01,8.216270e-04,4.809890e-07,1.092070e-10,1.191430e-04,5.099610e-16,9.138510e-01,6.734980e-02,1.435920e-02,2.541890e-03,9.569600e-04,2.902640e-13,0.000000e+00
0.0562341,4.775000e+03,2.000000e+02,6.308260e+01,8.745090e-04,5.486650e-07,1.215270e-10,1.185950e-04,6.197470e-16,9.203490e-01,6.297080e-02,1.227500e-02,2.461820e-03,9.493740e-04,3.065160e-13,0.000000e+00
0.0562341,4.800000e+03,2.000000e+02,6.348160e+01,9.297190e-04,6.257820e-07,1.351840e-10,1.179340e-04,7.535100e-16,9.262860e-01,5.884880e-02,1.049220e-02,2.382470e-03,9.425280e-04,3.241090e-13,0.000000e+00
0.0562341,4.825000e+03,2.000000e+02,6.384950e+01,9.871370e-04,7.135680e-07,1.502760e-10,1.171240e-04,9.163450e-16,9.317090e-01,5.497720e-02,8.968840e-03,2.303730e-03,9.363420e-04,3.431010e-13,0.000000e+00
0.0562341,4.850000e+03,2.000000e+02,6.418890e+01,1.046620e-03,8.133920e-07,1.669020e-10,1.161400e-04,1.114380e-15,9.366640e-01,5.134760e-02,7.668240e-03,2.225530e-03,9.307430e-04,3.635560e-13,0.000000e+00
0.0562341,4.875000e+03,2.000000e+02,6.450250e+01,1.107990e-03,9.267810e-07,1.851640e-10,1.149580e-04,1.354960e-15,9.411940e-01,4.795010e-02,6.558470e-03,2.147850e-03,9.256660e-04,3.855370e-13,0.000000e+00
0.0562341,4.900000e+03,2.000000e+02,6.479240e+01,1.171060e-03,1.055440e-06,2.051570e-10,1.135620e-04,1.646890e-15,9.453370e-01,4.477410e-02,5.611850e-03,2.070690e-03,9.210520e-04,4.091150e-13,0.000000e+00
0.0562341,4.925000e+03,2.000000e+02,6.506110e+01,1.235630e-03,1.201250e-06,2.269780e-10,1.119390e-04,2.000710e-15,9.491270e-01,4.180850e-02,4.804530e-03,1.994100e-03,9.168460e-04,4.343590e-13,0.000000e+00
0.0562341,4.950000e+03,2.000000e+02,6.531040e+01,1.301470e-03,1.366330e-06,2.507180e-10,1.100840e-04,2.428960e-15,9.525980e-01,3.904190e-02,4.116000e-03,1.918130e-03,9.130030e-04,4.613450e-13,0.000000e+00
0.0562341,4.975000e+03,2.000000e+02,6.554230e+01,1.368340e-03,1.553000e-06,2.764660e-10,1.079960e-04,2.946610e-15,9.557780e-01,3.646290e-02,3.528690e-03,1.842880e-03,9.094770e-04,4.901500e-13,0.000000e+00
0.0562341,5.000000e+03,2.000000e+02,6.575830e+01,1.435980e-03,1.763850e-06,3.043050e-10,1.056800e-04,3.571460e-15,9.586940e-01,3.406010e-02,3.027580e-03,1.768460e-03,9.062320e-04,5.208530e-13,0.000000e+00
0.1,3.000000e+02,8.742740e-02,-2.632220e+00,1.423210e-79,3.153750e-75,1.075360e-50,7.900000e-01,4.529900e-70,1.502170e-116,1.271300e-134,1.855540e-134,2.240320e-71,5.502450e-11,2.100000e-01,1.000000e+00
0.1,3.250000e+02,8.742740e-02,-2.607560e+00,3.055730e-73,2.969270e-69,7.750160e-47,7.900000e-01,8.444350e-65,5.992150e-107,1.704390e-123,3.318940e-123,1.685590e-65,7.878290e-10,2.100000e-01,1.000000e+00
0.1,3.500000e+02,8.742740e-02,-2.582700e+00,8.207240e-68,3.937060e-64,1.571060e-43,7.900000e-01,2.781640e-60,1.023700e-98,5.975630e-114,1.479450e-113,1.841610e-60,7.739370e-09,2.100000e-01,1.000000e+00
0.1,3.750000e+02,8.742740e-02,-2.557660e+00,4.177790e-63,1.087570e-59,1.154330e-40,7.900000e-01,2.289890e-56,1.405130e-91,1.133040e-105,3.432750e-105,4.294870e-56,5.620470e-08,2.100000e-01,1.000000e+00
0.1,4.000000e+02,8.742750e-02,-2.532420e+00,5.504270e-59,8.396310e-56,3.718220e-38,7.900000e-01,6.109610e-53,2.484250e-85,2.003980e-98,7.205280e-98,2.854530e-52,3.191400e-07,2.100000e-01,1.000000e+00
0.1,4.250000e+02,8.742770e-02,-2.507000e+00,2.382100e-55,2.268000e-52,6.072840e-36,7.899990e-01,6.445360e-50,8.117240e-80,5.017060e-92,2.088200e-91,6.744880e-49,1.479090e-06,2.099990e-01,1.000000e+00
0.1,4.500000e+02,8.742860e-02,-2.481370e+00,4.076040e-52,2.552930e-49,5.631850e-34,7.899980e-01,3.138210e-47,6.491420e-75,2.459550e-86,1.161220e-85,6.729470e-46,5.785670e-06,2.099960e-01,1.000000e+00
0.1,4.750000e+02,8.743150e-02,-2.455520e+00,3.192280e-49,1.374730e-46,3.242760e-32,7.899920e-01,7.967840e-45,1.586080e-70,3.051090e-81,1.606800e-80,3.247560e-43,1.961380e-05,2.099880e-01,1.000000e+00
0.1,5.000000e+02,8.743970e-02,-2.429400e+00,1.286490e-46,3.954880e-44,1.245150e-30,7.899770e-01,1.163130e-42,1.414010e-66,1.175920e-76,6.811790e-76,8.451280e-41,5.886240e-05,2.099640e-01,1.000000e+00
0.1,5.250000e+02,8.746050e-02,-2.402890e+00,2.933090e-44,6.646700e-42,3.378180e-29,7.899370e-01,1.056450e-40,5.310650e-63,1.662770e-72,1.047120e-71,1.295130e-38,1.590890e-04,2.099040e-01,1.000000e+00
0.1,5.500000e+02,8.750920e-02,-2.375740e+00,4.088320e-42,7.020530e-40,6.789060e-28,7.898450e-01,6.368090e-39,9.451540e-60,9.884180e-69,6.700040e-68,1.256090e-36,3.926990e-04,2.097620e-01,1.000000e+00
0.1,5.750000e+02,8.761390e-02,-2.347510e+00,3.714370e-40,4.949930e-38,1.050730e-26,7.896460e-01,2.686270e-37,8.784870e-57,2.764290e-65,1.999940e-64,8.182680e-35,8.955520e-04,2.094580e-01,1.000000e+00
0.1,6.000000e+02,8.782430e-02,-2.317430e+00,2.320180e-38,2.449230e-36,1.293340e-25,7.892480e-01,8.285360e-36,4.624220e-54,3.995060e-62,3.062650e-61,3.762480e-33,1.904690e-03,2.088480e-01,1.000000e+00
0.1,6.250000e+02,8.822140e-02,-2.284230e+00,1.042080e-36,8.867490e-35,1.300400e-24,7.884960e-01,1.937520e-34,1.475650e-51,3.228700e-59,2.606250e-58,1.273020e-31,3.806960e-03,2.076970e-01,1.000000e+00
0.1,6.500000e+02,8.893040e-02,-2.245930e+00,3.495000e-35,2.432690e-33,1.091920e-23,7.871580e-01,3.539360e-33,3.024120e-49,1.559960e-56,1.318690e-55,3.282800e-30,7.194360e-03,2.056470e-01,1.000000e+00
0.1,6.750000e+02,9.013310e-02,-2.199740e+00,9.039090e-34,5.206740e-32,7.797550e-23,7.848990e-01,5.174840e-32,4.180330e-47,4.769950e-54,4.202540e-53,6.647860e-29,1.291420e-02,2.021870e-01,1.000000e+00
0.1,7.000000e+02,9.207700e-02,-2.141830e+00,1.852890e-32,8.907900e-31,4.805830e-22,7.812750e-01,6.173640e-31,4.065410e-45,9.692660e-52,8.863110e-51,1.084480e-27,2.208970e-02,1.966360e-01,1.000000e+00
0.1,7.250000e+02,9.507340e-02,-2.067510e+00,3.082170e-31,1.242720e-29,2.586180e-21,7.757530e-01,6.098510e-30,2.884350e-43,1.365210e-49,1.290860e-48,1.456730e-26,3.606900e-02,1.881780e-01,1.000000e+00
0.1,7.500000e+02,9.947300e-02,-1.971670e+00,4.245970e-30,1.436620e-28,1.225860e-20,7.677850e-01,5.039840e-29,1.540670e-41,1.382470e-47,1.347210e-46,1.641930e-25,5.623980e-02,1.759750e-01,1.000000e+00
0.1,7.750000e+02,1.055990e-01,-1.849900e+00,4.930760e-29,1.393680e-27,5.150340e-20,7.569590e-01,3.506000e-28,6.367950e-40,1.039040e-45,1.040510e-44,1.578730e-24,8.364710e-02,1.593930e-01,1.000000e+00
0.1,8.000000e+02,1.136230e-01,-1.700550e+00,4.903220e-28,1.145570e-26,1.926130e-19,7.432340e-01,2.058440e-27,2.086110e-38,5.959930e-44,6.117140e-43,1.313940e-23,1.183940e-01,1.383710e-01,1.000000e+00
0.1,8.250000e+02,1.233770e-01,-1.527290e+00,4.234860e-27,8.037630e-26,6.431580e-19,7.272060e-01,1.020140e-26,5.532000e-37,2.673740e-42,2.806090e-41,9.591880e-23,1.589730e-01,1.138220e-01,1.000000e+00
0.1,8.500000e+02,1.341840e-01,-1.341180e+00,3.218670e-26,4.845280e-25,1.923770e-18,7.102340e-01,4.268060e-26,1.209830e-35,9.586520e-41,1.026600e-39,6.217410e-22,2.019390e-01,8.782690e-02,1.000000e+00
0.1,8.750000e+02,1.448870e-01,-1.159430e+00,2.179060e-25,2.529050e-24,5.182450e-18,6.941900e-01,1.513550e-25,2.218300e-34,2.800210e-39,3.053970e-38,3.619450e-21,2.425570e-01,6.325330e-02,1.000000e+00
0.1,9.000000e+02,1.542290e-01,-9.993620e-01,1.328510e-24,1.155800e-23,1.268980e-17,6.807670e-01,4.604760e-25,3.460530e-33,6.778080e-38,7.515720e-37,1.911880e-20,2.765400e-01,4.269300e-02,1.000000e+00
0.1,9.250000e+02,1.614270e-01,-8.707600e-01,7.362190e-24,4.695150e-23,2.861080e-17,6.707720e-01,1.227540e-24,4.653410e-32,1.380430e-36,1.553790e-35,9.243720e-20,3.018430e-01,2.738480e-02,1.000000e+00
0.1,9.500000e+02,1.664230e-01,-7.732850e-01,3.737020e-23,1.724520e-22,6.025920e-17,6.640070e-01,2.942790e-24,5.457430e-31,2.397860e-35,2.735910e-34,4.120040e-19,3.189700e-01,1.702310e-02,1.000000e+00
0.1,9.750000e+02,1.696450e-01,-7.003030e-01,1.748660e-22,5.818970e-22,1.201220e-16,6.597150e-01,6.501700e-24,5.641030e-30,3.596180e-34,4.153950e-33,1.702940e-18,3.298360e-01,1.044950e-02,1.000000e+00
0.1,1.000000e+03,1.716400e-01,-6.440270e-01,7.585720e-22,1.827180e-21,2.289640e-16,6.570860e-01,1.349510e-23,5.187860e-29,4.708090e-33,5.499160e-32,6.561560e-18,3.364900e-01,6.423460e-03,1.000000e+00
0.1,1.025000e+03,1.728530e-01,-5.982450e-01,3.066490e-21,5.391210e-21,4.203870e-16,6.554970e-01,2.667170e-23,4.281400e-28,5.434350e-32,6.411530e-31,2.368070e-17,3.405140e-01,3.989150e-03,1.000000e+00
0.1,1.050000e+03,1.735910e-01,-5.587820e-01,1.160680e-20,1.505490e-20,7.473340e-16,6.545340e-01,5.064770e-23,3.195260e-27,5.580260e-31,6.643520e-30,8.040480e-17,3.429510e-01,2.514770e-03,1.000000e+00
0.1,1.075000e+03,1.740440e-01,-5.230530e-01,4.131710e-20,4.000640e-20,1.291160e-15,6.539460e-01,9.296640e-23,2.171660e-26,5.139310e-30,6.168510e-29,2.579000e-16,3.444420e-01,1.612820e-03,1.000000e+00
0.1,1.100000e+03,1.743250e-01,-4.895150e-01,1.388880e-19,1.016050e-19,2.173980e-15,6.535800e-01,1.656440e-22,1.352730e-25,4.276790e-29,5.170820e-28,7.844180e-16,3.453670e-01,1.053070e-03,1.000000e+00
0.1,1.125000e+03,1.745020e-01,-4.572600e-01,4.425340e-19,2.475010e-19,3.575230e-15,6.533500e-01,2.873710e-22,7.767570e-25,3.237640e-28,3.940010e-27,2.270310e-15,3.459510e-01,6.999430e-04,1.000000e+00
0.1,1.150000e+03,1.746160e-01,-4.257510e-01,1.341140e-18,5.800080e-19,5.753250e-15,6.532020e-01,4.865860e-22,4.133480e-24,2.243440e-27,2.745980e-26,6.272740e-15,3.463250e-01,4.733490e-04,1.000000e+00
0.1,1.175000e+03,1.746910e-01,-3.946680e-01,3.878150e-18,1.311110e-18,9.073200e-15,6.531050e-01,8.056820e-22,2.048380e-23,1.430960e-26,1.760500e-25,1.659370e-14,3.465690e-01,3.254600e-04,1.000000e+00
0.1,1.200000e+03,1.747400e-01,-3.638190e-01,1.073150e-17,2.865570e-18,1.404220e-14,6.530410e-01,1.306640e-21,9.495080e-23,8.445270e-26,1.043720e-24,4.214210e-14,3.467320e-01,2.273300e-04,1.000000e+00
0.1,1.225000e+03,1.747740e-01,-3.330880e-01,2.849370e-17,6.068440e-18,2.135320e-14,6.529980e-01,2.078490e-21,4.133870e-22,4.633830e-25,5.749370e-24,1.030060e-13,3.468410e-01,1.611760e-04,1.000000e+00
0.1,1.250000e+03,1.747960e-01,-3.024020e-01,7.277110e-17,1.247590e-17,3.193870e-14,6.529680e-01,3.246970e-21,1.696750e-21,2.374140e-24,2.955730e-23,2.428690e-13,3.469160e-01,1.158970e-04,1.000000e+00
0.1,1.275000e+03,1.748120e-01,-2.717170e-01,1.791770e-16,2.494380e-17,4.703590e-14,6.529480e-01,4.986880e-21,6.588440e-21,1.140410e-23,1.423920e-22,5.535690e-13,3.469680e-01,8.445780e-05,1.000000e+00
0.1,1.300000e+03,1.748230e-01,-2.410050e-01,4.262140e-16,4.857930e-17,6.826430e-14,6.529330e-01,7.537690e-21,2.427960e-20,5.154910e-23,6.452260e-22,1.222100e-12,3.470040e-01,6.232710e-05,1.000000e+00
0.1,1.325000e+03,1.748310e-01,-2.102510e-01,9.813970e-16,9.229610e-17,9.771760e-14,6.529230e-01,1.122290e-20,8.516890e-20,2.200310e-22,2.759640e-21,2.617940e-12,3.470310e-01,4.654600e-05,1.000000e+00
0.1,1.350000e+03,1.748370e-01,-1.794420e-01,2.191360e-15,1.713000e-16,1.380700e-13,6.529160e-01,1.647400e-20,2.851590e-19,8.896700e-22,1.117640e-20,5.450820e-12,3.470490e-01,3.515400e-05,1.000000e+00
0.1,1.375000e+03,1.748410e-01,-1.485740e-01,4.752920e-15,3.109760e-16,1.927010e-13,6.529100e-01,2.385920e-20,9.136170e-19,3.417770e-21,4.298930e-20,1.104810e-11,3.470630e-01,2.683420e-05,1.000000e+00
0.1,1.400000e+03,1.748440e-01,-1.176420e-01,1.002910e-14,5.528470e-16,2.658330e-13,6.529060e-01,3.411840e-20,2.807600e-18,1.250880e-20,1.574800e-19,2.183030e-11,3.470730e-01,2.069090e-05,1.000000e+00
0.1,1.425000e+03,1.748470e-01,-8.664580e-02,2.061760e-14,9.635370e-16,3.626970e-13,6.529030e-01,4.820470e-20,8.293820e-18,4.372800e-20,5.508260e-19,4.210780e-11,3.470810e-01,1.610700e-05,1.000000e+00
0.1,1.450000e+03,1.748480e-01,-5.558420e-02,4.135040e-14,1.648010e-15,4.897030e-13,6.529010e-01,6.733260e-20,2.359970e-17,1.463530e-19,1.844040e-18,7.938520e-11,3.470870e-01,1.265260e-05,1.000000e+00
0.1,1.475000e+03,1.748500e-01,-2.445790e-02,8.100800e-14,2.768830e-15,6.546490e-13,6.528990e-01,9.303570e-20,6.480650e-17,4.700100e-19,5.921920e-18,1.464520e-10,3.470910e-01,1.002470e-05,1.000000e+00
0.1,1.500000e+03,1.748510e-01,6.732500e-03,1.552000e-13,4.573610e-15,8.669290e-13,6.528980e-01,1.272310e-19,1.720530e-16,1.451350e-18,1.828090e-17,2.646680e-10,3.470940e-01,8.007720e-06,1.000000e+00
0.1,1.525000e+03,1.748520e-01,3.798560e-02,2.911030e-13,7.433800e-15,1.137780e-12,6.528970e-01,1.722980e-19,4.423440e-16,4.317550e-18,5.435250e-17,4.690300e-10,3.470970e-01,6.446310e-06,1.000000e+00
0.1,1.550000e+03,1.748520e-01,6.930020e-02,5.351000e-13,1.189840e-14,1.480550e-12,6.528960e-01,2.311580e-19,1.103020e-15,1.239620e-17,1.559270e-16,8.158400e-10,3.470990e-01,5.227750e-06,1.000000e+00
0.1,1.575000e+03,1.748530e-01,1.006750e-01,9.648840e-13,1.876760e-14,1.910970e-12,6.528950e-01,3.073790e-19,2.671580e-15,3.440780e-17,4.323580e-16,1.394120e-09,3.471000e-01,4.269400e-06,1.000000e+00
0.1,1.600000e+03,1.748530e-01,1.321070e-01,1.708270e-12,2.919230e-14,2.447430e-12,6.528950e-01,4.052780e-19,6.293650e-15,9.247770e-17,1.160600e-15,2.342330e-09,3.471020e-01,3.510130e-06,1.000000e+00
0.1,1.625000e+03,1.748530e-01,1.635970e-01,2.971970e-12,4.480670e-14,3.111360e-12,6.528940e-01,5.300490e-19,1.443930e-14,2.410310e-16,3.020560e-15,3.872500e-09,3.471030e-01,2.904340e-06,1.000000e+00
0.1,1.650000e+03,1.748540e-01,1.951420e-01,5.084920e-12,6.790400e-14,3.927530e-12,6.528940e-01,6.878930e-19,3.230110e-14,6.100600e-16,7.632620e-15,6.304450e-09,3.471030e-01,2.417760e-06,1.000000e+00
0.1,1.675000e+03,1.748540e-01,2.267400e-01,8.562460e-12,1.016650e-13,4.924400e-12,6.528940e-01,8.861680e-19,7.053600e-14,1.501440e-15,1.875060e-14,1.011380e-08,3.471040e-01,2.024410e-06,1.000000e+00
0.1,1.700000e+03,1.748540e-01,2.583910e-01,1.420010e-11,1.504530e-13,6.134530e-12,6.528940e-01,1.133550e-18,1.505180e-13,3.597640e-15,4.483890e-14,1.599860e-08,3.471050e-01,1.704490e-06,1.000000e+00
0.1,1.725000e+03,1.748540e-01,2.900910e-01,2.320880e-11,2.201930e-13,7.594930e-12,6.528930e-01,1.440220e-18,3.141830e-13,8.402470e-15,1.044970e-13,2.496960e-08,3.471050e-01,1.442750e-06,1.000000e+00
0.1,1.750000e+03,1.748540e-01,3.218410e-01,3.740690e-11,3.188480e-13,9.347490e-12,6.528930e-01,1.818040e-18,6.421060e-13,1.914940e-14,2.375970e-13,3.847280e-08,3.471050e-01,1.227420e-06,1.000000e+00
0.1,1.775000e+03,1.748540e-01,3.536390e-01,5.948980e-11,4.570200e-13,1.143940e-11,6.528930e-01,2.280770e-18,1.286020e-12,4.262960e-14,5.276230e-13,5.855290e-08,3.471060e-01,1.049300e-06,1.000000e+00
0.1,1.800000e+03,1.748540e-01,3.854830e-01,9.340430e-11,6.486980e-13,1.392350e-11,6.528930e-01,2.844310e-18,2.526220e-12,9.279010e-14,1.145460e-12,8.806780e-08,3.471060e-01,9.012150e-07,1.000000e+00
0.1,1.825000e+03,1.748540e-01,4.173720e-01,1.448620e-10,9.121730e-13,1.685900e-11,6.528930e-01,3.526880e-18,4.871060e-12,1.976650e-13,2.433400e-12,1.309700e-07,3.471060e-01,7.774830e-07,1.000000e+00
0.1,1.850000e+03,1.748550e-01,4.493050e-01,2.220330e-10,1.271170e-12,2.031130e-11,6.528930e-01,4.349350e-18,9.226390e-12,4.124540e-13,5.063010e-12,1.926710e-07,3.471060e-01,6.736110e-07,1.000000e+00
0.1,1.875000e+03,1.748550e-01,4.812810e-01,3.364840e-10,1.756210e-12,2.435330e-11,6.528930e-01,5.335450e-18,1.717930e-11,8.437210e-13,1.032600e-11,2.805010e-07,3.471060e-01,5.860120e-07,1.000000e+00
0.1,1.900000e+03,1.748550e-01,5.132980e-01,5.044120e-10,2.406280e-12,2.906500e-11,6.528930e-01,6.512100e-18,3.146590e-11,1.693330e-12,2.065950e-11,4.043040e-07,3.471070e-01,5.118150e-07,1.000000e+00
0.1,1.925000e+03,1.748550e-01,5.453560e-01,7.482840e-10,3.270750e-12,3.453470e-11,6.528920e-01,7.909670e-18,5.672970e-11,3.336790e-12,4.057940e-11,5.771770e-07,3.471070e-01,4.487050e-07,1.000000e+00
0.1,1.950000e+03,1.748550e-01,5.774540e-01,1.098960e-09,4.411790e-12,4.085870e-11,6.528920e-01,9.562310e-18,1.007360e-10,6.460490e-12,7.830610e-11,8.163880e-07,3.471070e-01,3.948070e-07,1.000000e+00
0.1,1.975000e+03,1.748550e-01,6.095910e-01,1.598430e-09,5.907090e-12,4.814250e-11,6.528920e-01,1.150830e-17,1.762820e-10,1.229830e-11,1.485540e-10,1.144520e-06,3.471070e-01,3.485980e-07,1.000000e+00
0.1,2.000000e+03,1.748550e-01,6.417670e-01,2.303350e-09,7.853140e-12,5.650060e-11,6.528910e-01,1.379030e-17,3.041760e-10,2.303250e-11,2.772350e-10,1.590890e-06,3.471070e-01,3.088320e-07,1.000000e+00
0.1,2.025000e+03,1.748560e-01,6.739810e-01,3.289520e-09,1.036900e-11,6.605750e-11,6.528910e-01,1.645600e-17,5.177940e-10,4.246400e-11,5.092790e-10,2.193210e-06,3.471070e-01,2.744880e-07,1.000000e+00
0.1,2.050000e+03,1.748560e-01,7.062330e-01,4.657500e-09,1.360080e-11,7.694750e-11,6.528900e-01,1.955790e-17,8.700050e-10,7.711370e-11,9.214190e-10,2.999680e-06,3.471070e-01,2.447230e-07,1.000000e+00
0.1,2.075000e+03,1.748570e-01,7.385230e-01,6.539650e-09,1.772660e-11,8.931590e-11,6.528890e-01,2.315450e-17,1.443520e-09,1.380110e-10,1.642830e-09,4.071490e-06,3.471060e-01,2.188400e-07,1.000000e+00
0.1,2.100000e+03,1.748570e-01,7.708520e-01,9.108920e-09,2.296250e-11,1.033180e-10,6.528880e-01,2.730980e-17,2.366240e-09,2.435520e-10,2.887970e-09,5.485700e-06,3.471060e-01,1.962610e-07,1.000000e+00
0.1,2.125000e+03,1.748580e-01,8.032200e-01,1.258960e-08,2.956930e-11,1.191230e-10,6.528870e-01,3.209460e-17,3.833640e-09,4.240190e-10,5.008090e-09,7.338800e-06,3.471060e-01,1.765020e-07,1.000000e+00
0.1,2.150000e+03,1.748600e-01,8.356280e-01,1.727070e-08,3.785970e-11,1.369080e-10,6.528850e-01,3.758610e-17,6.141290e-09,7.286150e-10,8.571170e-09,9.750830e-06,3.471050e-01,1.591580e-07,1.000000e+00
0.1,2.175000e+03,1.748610e-01,8.680780e-01,2.352170e-08,4.820740e-11,1.568650e-10,6.528820e-01,4.386890e-17,9.731370e-09,1.236310e-09,1.448420e-08,1.287020e-05,3.471050e-01,1.438910e-07,1.000000e+00
0.1,2.200000e+03,1.748630e-01,9.005730e-01,3.181250e-08,6.105650e-11,1.791970e-10,6.528790e-01,5.103520e-17,1.525860e-08,2.072340e-09,2.417840e-08,1.687920e-05,3.471040e-01,1.304140e-07,1.000000e+00
0.1,2.225000e+03,1.748660e-01,9.331160e-01,4.273630e-08,7.693240e-11,2.041220e-10,6.528740e-01,5.918520e-17,2.368300e-08,3.433030e-09,3.988540e-08,2.200090e-05,3.471030e-01,1.184840e-07,1.000000e+00
0.1,2.250000e+03,1.748690e-01,9.657100e-01,5.703790e-08,9.645370e-11,2.318680e-10,6.528690e-01,6.842770e-17,3.639880e-08,5.622760e-09,6.504760e-08,2.850600e-05,3.471020e-01,1.078970e-07,1.000000e+00
0.1,2.275000e+03,1.748730e-01,9.983600e-01,7.564700e-08,1.203460e-10,2.626780e-10,6.528620e-01,7.888030e-17,5.541240e-08,9.108340e-09,1.049160e-07,3.672220e-05,3.471010e-01,9.847770e-08,1.000000e+00
0.1,2.300000e+03,1.748790e-01,1.031070e+00,9.971700e-08,1.494570e-10,2.968080e-10,6.528530e-01,9.067010e-17,8.358540e-08,1.459840e-08,1.674190e-07,4.704340e-05,3.470990e-01,9.007620e-08,1.000000e+00
0.1,2.325000e+03,1.748850e-01,1.063860e+00,1.306720e-07,1.847730e-10,3.345290e-10,6.528430e-01,1.039340e-16,1.249650e-07,2.315770e-08,2.644060e-07,5.994110e-05,3.470970e-01,8.256500e-08,1.000000e+00
0.1,2.350000e+03,1.748940e-01,1.096720e+00,1.702590e-07,2.274340e-10,3.761230e-10,6.528290e-01,1.188190e-16,1.852260e-07,3.637090e-08,4.134140e-07,7.597700e-05,3.470940e-01,7.583420e-08,1.000000e+00
0.1,2.375000e+03,1.749040e-01,1.129670e+00,2.206150e-07,2.787610e-10,4.218910e-10,6.528130e-01,1.354840e-16,2.722650e-07,5.657430e-08,6.401550e-07,9.581710e-05,3.470900e-01,6.978930e-08,1.000000e+00
0.1,2.400000e+03,1.749170e-01,1.162730e+00,2.843330e-07,3.402690e-10,4.721420e-10,6.527920e-01,1.540980e-16,3.969810e-07,8.718090e-08,9.819820e-07,1.202480e-04,3.470860e-01,6.434870e-08,1.000000e+00
0.1,2.425000e+03,1.749330e-01,1.195920e+00,3.645520e-07,4.136960e-10,5.272050e-10,6.527670e-01,1.748400e-16,5.743080e-07,1.331340e-07,1.492690e-06,1.501930e-04,3.470800e-01,5.944160e-08,1.000000e+00
0.1,2.450000e+03,1.749530e-01,1.229240e+00,4.650520e-07,5.010260e-10,5.874190e-10,6.527360e-01,1.979050e-16,8.245590e-07,2.015290e-07,2.249060e-06,1.867340e-04,3.470740e-01,5.500670e-08,1.000000e+00
