Tw_K,P_bar,M[kg/mol],Cp[J/kg-K],h[J/kg],gamma[-],rho[kg/m3],mu[Pa-s]
1500,0.320418,1.448360e-02,2.405780e+03,-1.601010e+06,1.313590e+00,3.721060e-02,4.794700e-05
1525,0.320418,1.448350e-02,2.411730e+03,-1.540790e+06,1.312620e+00,3.660050e-02,4.850470e-05
1550,0.320418,1.448350e-02,2.418050e+03,-1.480420e+06,1.311610e+00,3.600990e-02,4.906020e-05
1575,0.320418,1.448340e-02,2.424770e+03,-1.419880e+06,1.310560e+00,3.543810e-02,4.961350e-05
1600,0.320418,1.448320e-02,2.431970e+03,-1.359180e+06,1.309470e+00,3.488410e-02,5.016480e-05
1625,0.320418,1.448310e-02,2.439710e+03,-1.298280e+06,1.308310e+00,3.434710e-02,5.071410e-05
1650,0.320418,1.448290e-02,2.448090e+03,-1.237190e+06,1.307100e+00,3.382620e-02,5.126170e-05
1675,0.320418,1.448270e-02,2.457200e+03,-1.175870e+06,1.305810e+00,3.332080e-02,5.180750e-05
1700,0.320418,1.448240e-02,2.467150e+03,-1.114320e+06,1.304440e+00,3.283010e-02,5.235170e-05
1725,0.320418,1.448200e-02,2.478080e+03,-1.052510e+06,1.302980e+00,3.235360e-02,5.289440e-05
1750,0.320418,1.448160e-02,2.490130e+03,-9.904050e+05,1.301420e+00,3.189040e-02,5.343560e-05
1775,0.320418,1.448110e-02,2.503440e+03,-9.279880e+05,1.299750e+00,3.144010e-02,5.397550e-05
1800,0.320418,1.448040e-02,2.518210e+03,-8.652210e+05,1.297960e+00,3.100210e-02,5.451410e-05
1825,0.320418,1.447970e-02,2.534620e+03,-8.020640e+05,1.296030e+00,3.057580e-02,5.505150e-05
1850,0.320418,1.447880e-02,2.552880e+03,-7.384740e+05,1.293960e+00,3.016070e-02,5.558790e-05
1875,0.320418,1.447770e-02,2.573220e+03,-6.744020e+05,1.291730e+00,2.975640e-02,5.612310e-05
1900,0.320418,1.447640e-02,2.595880e+03,-6.097940e+05,1.289340e+00,2.936230e-02,5.665740e-05
1925,0.320418,1.447490e-02,2.621120e+03,-5.445870e+05,1.286770e+00,2.897790e-02,5.719080e-05
1950,0.320418,1.447320e-02,2.649220e+03,-4.787140e+05,1.284030e+00,2.860300e-02,5.772340e-05
1975,0.320418,1.447110e-02,2.680490e+03,-4.120990e+05,1.281110e+00,2.823690e-02,5.825510e-05
2000,0.320418,1.446880e-02,2.715230e+03,-3.446600e+05,1.278000e+00,2.787940e-02,5.878620e-05
2025,0.320418,1.446600e-02,2.753790e+03,-2.763060e+05,1.274710e+00,2.753000e-02,5.927560e-05
2050,0.320418,1.446290e-02,2.796510e+03,-2.069360e+05,1.271250e+00,2.718830e-02,5.976360e-05
2075,0.320418,1.445930e-02,2.843760e+03,-1.364430e+05,1.267610e+00,2.685400e-02,6.025010e-05
2100,0.320418,1.445510e-02,2.895930e+03,-6.470720e+04,1.263820e+00,2.652680e-02,6.073530e-05
2125,0.320418,1.445040e-02,2.953420e+03,8.398160e+03,1.259880e+00,2.620610e-02,6.121920e-05
2150,0.320418,1.444500e-02,3.016650e+03,8.301160e+04,1.255810e+00,2.589180e-02,6.170170e-05
2175,0.320418,1.443900e-02,3.086040e+03,1.592820e+05,1.251640e+00,2.558340e-02,6.218310e-05
2200,0.320418,1.443210e-02,3.162040e+03,2.373690e+05,1.247380e+00,2.528070e-02,6.266320e-05
2225,0.320418,1.442440e-02,3.245110e+03,3.174430e+05,1.243060e+00,2.498340e-02,6.314220e-05
2250,0.320418,1.441580e-02,3.335720e+03,3.996870e+05,1.238710e+00,2.469100e-02,6.362010e-05
2275,0.320418,1.440620e-02,3.434330e+03,4.842950e+05,1.234360e+00,2.440330e-02,6.409690e-05
2300,0.320418,1.439540e-02,3.541430e+03,5.714740e+05,1.230030e+00,2.412010e-02,6.457270e-05
2325,0.320418,1.438350e-02,3.657510e+03,6.614420e+05,1.225760e+00,2.384090e-02,6.504740e-05
2350,0.320418,1.437020e-02,3.783060e+03,7.544290e+05,1.221580e+00,2.356550e-02,6.552120e-05
2375,0.320418,1.435560e-02,3.918590e+03,8.506780e+05,1.217510e+00,2.329370e-02,6.599410e-05
2400,0.320418,1.433940e-02,4.064580e+03,9.504450e+05,1.213580e+00,2.302510e-02,6.646600e-05
2425,0.320418,1.432160e-02,4.221520e+03,1.054000e+06,1.209810e+00,2.275950e-02,6.693710e-05
2450,0.320418,1.430210e-02,4.389910e+03,1.161620e+06,1.206240e+00,2.249660e-02,6.740720e-05
2475,0.320418,1.428080e-02,4.570230e+03,1.273590e+06,1.202870e+00,2.223610e-02,6.787650e-05
2500,0.320418,1.425750e-02,4.762940e+03,1.390230e+06,1.199730e+00,2.197780e-02,6.834490e-05
2525,0.320418,1.423210e-02,4.968510e+03,1.511850e+06,1.196840e+00,2.172150e-02,6.881240e-05
2550,0.320418,1.420450e-02,5.187380e+03,1.638770e+06,1.194200e+00,2.146690e-02,6.927910e-05
2575,0.320418,1.417460e-02,5.419990e+03,1.771330e+06,1.191830e+00,2.121370e-02,6.974480e-05
2600,0.320418,1.414230e-02,5.666720e+03,1.909880e+06,1.189740e+00,2.096180e-02,7.020950e-05
2625,0.320418,1.410740e-02,5.927980e+03,2.054790e+06,1.187930e+00,2.071090e-02,7.067330e-05
2650,0.320418,1.406980e-02,6.204120e+03,2.206410e+06,1.186420e+00,2.046090e-02,7.113600e-05
2675,0.320418,1.402950e-02,6.495470e+03,2.365120e+06,1.185190e+00,2.021150e-02,7.159760e-05
2700,0.320418,1.398620e-02,6.802320e+03,2.531310e+06,1.184260e+00,1.996270e-02,7.205800e-05
2725,0.320418,1.393990e-02,7.124960e+03,2.705370e+06,1.183620e+00,1.971410e-02,7.251710e-05
2750,0.320418,1.389060e-02,7.463620e+03,2.887690e+06,1.183270e+00,1.946570e-02,7.297480e-05
2775,0.320418,1.383800e-02,7.818510e+03,3.078680e+06,1.183200e+00,1.921730e-02,7.343090e-05
2800,0.320418,1.378210e-02,8.189790e+03,3.278750e+06,1.183430e+00,1.896880e-02,7.388530e-05
2825,0.320418,1.372290e-02,8.577610e+03,3.488310e+06,1.183930e+00,1.872010e-02,7.433790e-05
2850,0.320418,1.366020e-02,8.982080e+03,3.707770e+06,1.184700e+00,1.847110e-02,7.478840e-05
2875,0.320418,1.359400e-02,9.403270e+03,3.937560e+06,1.185750e+00,1.822180e-02,7.523660e-05
2900,0.320418,1.352420e-02,9.841230e+03,4.178080e+06,1.187050e+00,1.797200e-02,7.568250e-05
2925,0.320418,1.345090e-02,1.029600e+04,4.429760e+06,1.188610e+00,1.772180e-02,7.612570e-05
2950,0.320418,1.337400e-02,1.076750e+04,4.693010e+06,1.190410e+00,1.747110e-02,7.656600e-05
2975,0.320418,1.329340e-02,1.125570e+04,4.968270e+06,1.192450e+00,1.721990e-02,7.700330e-05
3000,0.320418,1.320920e-02,1.176040e+04,5.255940e+06,1.194720e+00,1.696820e-02,7.743730e-05
3025,0.320418,1.312130e-02,1.228150e+04,5.556430e+06,1.197210e+00,1.671610e-02,7.786780e-05
3050,0.320418,1.302990e-02,1.281850e+04,5.870150e+06,1.199900e+00,1.646350e-02,7.829460e-05
3075,0.320418,1.293490e-02,1.337090e+04,6.197480e+06,1.202800e+00,1.621070e-02,7.871760e-05
3100,0.320418,1.283650e-02,1.393760e+04,6.538810e+06,1.205880e+00,1.595750e-02,7.913670e-05
3125,0.320418,1.273460e-02,1.451730e+04,6.894470e+06,1.209130e+00,1.570430e-02,7.955160e-05
3150,0.320418,1.262950e-02,1.510800e+04,7.264770e+06,1.212540e+00,1.545100e-02,7.996240e-05
3175,0.320418,1.252120e-02,1.570670e+04,7.649940e+06,1.216090e+00,1.519790e-02,8.036880e-05
3200,0.320418,1.240980e-02,1.630930e+04,8.050130e+06,1.219760e+00,1.494510e-02,8.077100e-05
3225,0.320418,1.229580e-02,1.691050e+04,8.465390e+06,1.223510e+00,1.469290e-02,8.116870e-05
3250,0.320418,1.217910e-02,1.750330e+04,8.895590e+06,1.227320e+00,1.444160e-02,8.156200e-05
3275,0.320418,1.206030e-02,1.807900e+04,9.340410e+06,1.231150e+00,1.419150e-02,8.195080e-05
3300,0.320418,1.193960e-02,1.862710e+04,9.799310e+06,1.234930e+00,1.394300e-02,8.233490e-05
3325,0.320418,1.181740e-02,1.913560e+04,1.027140e+07,1.238630e+00,1.369660e-02,8.271420e-05
3350,0.320418,1.169440e-02,1.959160e+04,1.075560e+07,1.242170e+00,1.345280e-02,8.308840e-05
3375,0.320418,1.157090e-02,1.998140e+04,1.125050e+07,1.245490e+00,1.321220e-02,8.345730e-05
3400,0.320418,1.144770e-02,2.029230e+04,1.175410e+07,1.248550e+00,1.297540e-02,8.382050e-05
3425,0.320418,1.132530e-02,2.051270e+04,1.226430e+07,1.251270e+00,1.274300e-02,8.417770e-05
3450,0.320418,1.120440e-02,2.063380e+04,1.277890e+07,1.253620e+00,1.251560e-02,8.452840e-05
3475,0.320418,1.108570e-02,2.065020e+04,1.329510e+07,1.255570e+00,1.229390e-02,8.487250e-05
3500,0.320418,1.096970e-02,2.056040e+04,1.381050e+07,1.257120e+00,1.207840e-02,8.520980e-05
3525,0.320418,1.085710e-02,2.036680e+04,1.432230e+07,1.258270e+00,1.186960e-02,8.554020e-05
3550,0.320418,1.074820e-02,2.007560e+04,1.482800e+07,1.259060e+00,1.166780e-02,8.586380e-05
3575,0.320418,1.064350e-02,1.969610e+04,1.532530e+07,1.259520e+00,1.147340e-02,8.618100e-05
3600,0.320418,1.054330e-02,1.923960e+04,1.581220e+07,1.259720e+00,1.128640e-02,8.649220e-05
3625,0.320418,1.044780e-02,1.871870e+04,1.628680e+07,1.259710e+00,1.110710e-02,8.679810e-05
3650,0.320418,1.035710e-02,1.814650e+04,1.674770e+07,1.259550e+00,1.093530e-02,8.709960e-05
3675,0.320418,1.027140e-02,1.753550e+04,1.719380e+07,1.259320e+00,1.077090e-02,8.739750e-05
3700,0.320418,1.019040e-02,1.689730e+04,1.762420e+07,1.259060e+00,1.061380e-02,8.769270e-05
3725,0.320418,1.011430e-02,1.624250e+04,1.803850e+07,1.258830e+00,1.046380e-02,8.798640e-05
3750,0.320418,1.004280e-02,1.558020e+04,1.843630e+07,1.258690e+00,1.032060e-02,8.827940e-05
3775,0.320418,9.975820e-03,1.491790e+04,1.881750e+07,1.258670e+00,1.018390e-02,8.857270e-05
3800,0.320418,9.913210e-03,1.426220e+04,1.918220e+07,1.258810e+00,1.005340e-02,8.886720e-05
3825,0.320418,9.854750e-03,1.361820e+04,1.953070e+07,1.259140e+00,9.928780e-03,8.916370e-05
3850,0.320418,9.800240e-03,1.299020e+04,1.986330e+07,1.259700e+00,9.809750e-03,8.946280e-05
3875,0.320418,9.749490e-03,1.238130e+04,2.018040e+07,1.260500e+00,9.695990e-03,8.976520e-05
3900,0.320418,9.702270e-03,1.179410e+04,2.048250e+07,1.261550e+00,9.587180e-03,9.007140e-05
3925,0.320418,9.658400e-03,1.123040e+04,2.077030e+07,1.262890e+00,9.483040e-03,9.038170e-05
3950,0.320418,9.617660e-03,1.069160e+04,2.104430e+07,1.264510e+00,9.383270e-03,9.069660e-05
3975,0.320418,9.579850e-03,1.017830e+04,2.130510e+07,1.266420e+00,9.287610e-03,9.101610e-05
4000,0.320418,9.544800e-03,9.691160e+03,2.155340e+07,1.268630e+00,9.195790e-03,9.134050e-05
200,0.569792,2.772030e-02,1.191090e+03,-8.321660e+06,1.336580e+00,9.498400e-01,1.026650e-05
225,0.569792,2.772030e-02,1.214470e+03,-8.291600e+06,1.327970e+00,8.443020e-01,1.132950e-05
250,0.569792,2.772030e-02,1.240400e+03,-8.260920e+06,1.318930e+00,7.598720e-01,1.237070e-05
275,0.569792,2.772030e-02,1.269440e+03,-8.229550e+06,1.309390e+00,6.907920e-01,1.338950e-05
300,0.569792,2.772020e-02,1.301480e+03,-8.197420e+06,1.299520e+00,6.332250e-01,1.438540e-05
325,0.569792,2.772000e-02,1.336430e+03,-8.164450e+06,1.289510e+00,5.845100e-01,1.545670e-05
350,0.569792,2.771940e-02,1.374550e+03,-8.130570e+06,1.279460e+00,5.427480e-01,1.652110e-05
375,0.569792,2.771800e-02,1.416710e+03,-8.095690e+06,1.269390e+00,5.065380e-01,1.757850e-05
400,0.569792,2.771480e-02,1.464580e+03,-8.059690e+06,1.259230e+00,4.748250e-01,1.862860e-05
425,0.569792,2.770850e-02,1.520810e+03,-8.022390e+06,1.248920e+00,4.467930e-01,1.967080e-05
450,0.569792,2.769710e-02,1.589170e+03,-7.983550e+06,1.238380e+00,4.217970e-01,2.070390e-05
475,0.569792,2.767760e-02,1.674890e+03,-7.942790e+06,1.227560e+00,3.993160e-01,2.172610e-05
500,0.569792,2.764590e-02,1.785070e+03,-7.899600e+06,1.216510e+00,3.789160e-01,2.273430e-05
525,0.569792,2.759690e-02,1.929490e+03,-7.853250e+06,1.205290e+00,3.602320e-01,2.362790e-05
550,0.569792,2.752360e-02,2.122070e+03,-7.802730e+06,1.194070e+00,3.429460e-01,2.448660e-05
575,0.569792,2.741760e-02,2.383160e+03,-7.746580e+06,1.183050e+00,3.267710e-01,2.530460e-05
600,0.569792,2.726760e-02,2.743230e+03,-7.682750e+06,1.172590e+00,3.114430e-01,2.607600e-05
625,0.569792,2.705930e-02,3.247550e+03,-7.608220e+06,1.163260e+00,2.967010e-01,2.674130e-05
650,0.569792,2.677360e-02,3.959590e+03,-7.518640e+06,1.156060e+00,2.822770e-01,2.734800e-05
675,0.569792,2.638580e-02,4.957330e+03,-7.407860e+06,1.152390e+00,2.678850e-01,2.789580e-05
700,0.569792,2.586670e-02,6.314830e+03,-7.267770e+06,1.153710e+00,2.532350e-01,2.838720e-05
725,0.569792,2.518800e-02,8.069260e+03,-7.088790e+06,1.161030e+00,2.380880e-01,2.882770e-05
750,0.569792,2.433210e-02,1.018830e+04,-6.861240e+06,1.174370e+00,2.223310e-01,2.922830e-05
775,0.569792,2.330310e-02,1.255170e+04,-6.577320e+06,1.192590e+00,2.060600e-01,2.960940e-05
800,0.569792,2.213340e-02,1.494100e+04,-6.233410e+06,1.213490e+00,1.896000e-01,3.000430e-05
825,0.569792,2.088270e-02,1.703500e+04,-5.832700e+06,1.233980e+00,1.734660e-01,3.045590e-05
850,0.569792,1.962920e-02,1.844090e+04,-5.387410e+06,1.250540e+00,1.582580e-01,3.100480e-05
875,0.569792,1.845350e-02,1.880340e+04,-4.919410e+06,1.260210e+00,1.445280e-01,3.167240e-05
900,0.569792,1.742070e-02,1.796950e+04,-4.457300e+06,1.261830e+00,1.326500e-01,3.244880e-05
925,0.569792,1.656860e-02,1.609680e+04,-4.029670e+06,1.256640e+00,1.227510e-01,3.329700e-05
950,0.569792,1.590460e-02,1.359270e+04,-3.657740e+06,1.247860e+00,1.147310e-01,3.416940e-05
975,0.569792,1.541370e-02,1.092630e+04,-3.351350e+06,1.239380e+00,1.083390e-01,3.502730e-05
1000,0.569792,1.506840e-02,8.465250e+03,-3.109670e+06,1.234750e+00,1.032640e-01,3.584920e-05
1025,0.569792,1.483760e-02,6.426590e+03,-2.924530e+06,1.236730e+00,9.920210e-02,3.657830e-05
1050,0.569792,1.469130e-02,4.898440e+03,-2.784050e+06,1.246560e+00,9.588570e-02,3.726830e-05
1075,0.569792,1.460320e-02,3.860590e+03,-2.675500e+06,1.262640e+00,9.309390e-02,3.792850e-05
1100,0.569792,1.455210e-02,3.214910e+03,-2.587750e+06,1.280580e+00,9.065960e-02,3.856820e-05
1125,0.569792,1.452300e-02,2.838090e+03,-2.512520e+06,1.295900e+00,8.846810e-02,3.919390e-05
1150,0.569792,1.450660e-02,2.626250e+03,-2.444480e+06,1.306690e+00,8.644720e-02,3.980990e-05
1175,0.569792,1.449730e-02,2.509240e+03,-2.380430e+06,1.313330e+00,8.455350e-02,4.041870e-05
1200,0.569792,1.449190e-02,2.445150e+03,-2.318580e+06,1.317030e+00,8.276120e-02,4.102150e-05
1225,0.569792,1.448880e-02,2.410390e+03,-2.257930e+06,1.318900e+00,8.105460e-02,4.161920e-05
1250,0.569792,1.448690e-02,2.392000e+03,-2.197930e+06,1.319670e+00,7.942320e-02,4.221230e-05
1275,0.569792,1.448580e-02,2.382890e+03,-2.138250e+06,1.319820e+00,7.785970e-02,4.280120e-05
1300,0.569792,1.448500e-02,2.379170e+03,-2.078740e+06,1.319590e+00,7.635870e-02,4.338620e-05
1325,0.569792,1.448460e-02,2.378650e+03,-2.019270e+06,1.319130e+00,7.491560e-02,4.396740e-05
1350,0.569792,1.448430e-02,2.380090e+03,-1.959790e+06,1.318540e+00,7.352680e-02,4.454500e-05
1375,0.569792,1.448410e-02,2.382780e+03,-1.900250e+06,1.317850e+00,7.218900e-02,4.511940e-05
1400,0.569792,1.448400e-02,2.386300e+03,-1.840640e+06,1.317100e+00,7.089930e-02,4.569060e-05
1425,0.569792,1.448390e-02,2.390400e+03,-1.780930e+06,1.316310e+00,6.965500e-02,4.625880e-05
1450,0.569792,1.448380e-02,2.394950e+03,-1.721120e+06,1.315470e+00,6.845370e-02,4.682420e-05
1475,0.569792,1.448370e-02,2.399850e+03,-1.661180e+06,1.314610e+00,6.729310e-02,4.738690e-05
1500,0.569792,1.448370e-02,2.405080e+03,-1.601120e+06,1.313710e+00,6.617130e-02,4.794700e-05
1525,0.569792,1.448360e-02,2.410610e+03,-1.540930e+06,1.312790e+00,6.508630e-02,4.850470e-05
1550,0.569792,1.448360e-02,2.416460e+03,-1.480590e+06,1.311830e+00,6.403620e-02,4.906020e-05
1575,0.569792,1.448350e-02,2.422650e+03,-1.420100e+06,1.310850e+00,6.301940e-02,4.961350e-05
1600,0.569792,1.448340e-02,2.429210e+03,-1.359450e+06,1.309820e+00,6.203430e-02,5.016480e-05
1625,0.569792,1.448330e-02,2.436190e+03,-1.298640e+06,1.308750e+00,6.107940e-02,5.071410e-05
1650,0.569792,1.448310e-02,2.443650e+03,-1.237640e+06,1.307640e+00,6.015340e-02,5.126170e-05
1675,0.569792,1.448290e-02,2.451660e+03,-1.176450e+06,1.306480e+00,5.925480e-02,5.180750e-05
1700,0.569792,1.448270e-02,2.460310e+03,-1.115050e+06,1.305250e+00,5.838260e-02,5.235170e-05
1725,0.569792,1.448250e-02,2.469680e+03,-1.053430e+06,1.303960e+00,5.753540e-02,5.289440e-05
1750,0.569792,1.448210e-02,2.479880e+03,-9.915620e+05,1.302590e+00,5.671220e-02,5.343560e-05
1775,0.569792,1.448170e-02,2.491040e+03,-9.294270e+05,1.301140e+00,5.591190e-02,5.397550e-05
1800,0.569792,1.448130e-02,2.503270e+03,-8.670010e+05,1.299590e+00,5.513350e-02,5.451410e-05
1825,0.569792,1.448070e-02,2.516730e+03,-8.042540e+05,1.297950e+00,5.437610e-02,5.505160e-05
1850,0.569792,1.448000e-02,2.531570e+03,-7.411530e+05,1.296190e+00,5.363880e-02,5.558790e-05
1875,0.569792,1.447920e-02,2.547950e+03,-6.776620e+05,1.294310e+00,5.292070e-02,5.612320e-05
1900,0.569792,1.447830e-02,2.566060e+03,-6.137410e+05,1.292300e+00,5.222090e-02,5.665750e-05
1925,0.569792,1.447710e-02,2.586100e+03,-5.493430e+05,1.290160e+00,5.153870e-02,5.719090e-05
1950,0.569792,1.447580e-02,2.608280e+03,-4.844180e+05,1.287870e+00,5.087340e-02,5.772340e-05
1975,0.569792,1.447430e-02,2.632820e+03,-4.189100e+05,1.285440e+00,5.022410e-02,5.825520e-05
2000,0.569792,1.447250e-02,2.659950e+03,-3.527560e+05,1.282850e+00,4.959020e-02,5.878630e-05
2025,0.569792,1.447050e-02,2.689940e+03,-2.858880e+05,1.280100e+00,4.897100e-02,5.927570e-05
2050,0.569792,1.446810e-02,2.723040e+03,-2.182330e+05,1.277200e+00,4.836590e-02,5.976370e-05
2075,0.569792,1.446540e-02,2.759530e+03,-1.497080e+05,1.274150e+00,4.777420e-02,6.025030e-05
2100,0.569792,1.446230e-02,2.799700e+03,-8.022590e+04,1.270940e+00,4.719530e-02,6.073540e-05
2125,0.569792,1.445870e-02,2.843860e+03,-9.690050e+03,1.267590e+00,4.662860e-02,6.121930e-05
2150,0.569792,1.445470e-02,2.892320e+03,6.200290e+04,1.264110e+00,4.607360e-02,6.170180e-05
2175,0.569792,1.445010e-02,2.945400e+03,1.349640e+05,1.260500e+00,4.552970e-02,6.218320e-05
2200,0.569792,1.444500e-02,3.003450e+03,2.093140e+05,1.256780e+00,4.499630e-02,6.266330e-05
2225,0.569792,1.443920e-02,3.066800e+03,2.851810e+05,1.252980e+00,4.447290e-02,6.314230e-05
2250,0.569792,1.443270e-02,3.135820e+03,3.627020e+05,1.249100e+00,4.395900e-02,6.362020e-05
2275,0.569792,1.442550e-02,3.210860e+03,4.420220e+05,1.245160e+00,4.345400e-02,6.409700e-05
2300,0.569792,1.441740e-02,3.292290e+03,5.232980e+05,1.241200e+00,4.295760e-02,6.457280e-05
2325,0.569792,1.440840e-02,3.380500e+03,6.066940e+05,1.237230e+00,4.246910e-02,6.504760e-05
2350,0.569792,1.439840e-02,3.475850e+03,6.923830e+05,1.233280e+00,4.198820e-02,6.552140e-05
2375,0.569792,1.438730e-02,3.578730e+03,7.805490e+05,1.229370e+00,4.151430e-02,6.599430e-05
2400,0.569792,1.437510e-02,3.689520e+03,8.713850e+05,1.225520e+00,4.104710e-02,6.646630e-05
2425,0.569792,1.436170e-02,3.808620e+03,9.650940e+05,1.221770e+00,4.058600e-02,6.693750e-05
2450,0.569792,1.434690e-02,3.936400e+03,1.061890e+06,1.218120e+00,4.013060e-02,6.740780e-05
2475,0.569792,1.433080e-02,4.073240e+03,1.161990e+06,1.214610e+00,3.968050e-02,6.787720e-05
2500,0.569792,1.431310e-02,4.219530e+03,1.265630e+06,1.211250e+00,3.923530e-02,6.834590e-05
2525,0.569792,1.429390e-02,4.375620e+03,1.373050e+06,1.208060e+00,3.879450e-02,6.881380e-05
2550,0.569792,1.427290e-02,4.541900e+03,1.484500e+06,1.205060e+00,3.835790e-02,6.928090e-05
2575,0.569792,1.425020e-02,4.718700e+03,1.600230e+06,1.202270e+00,3.792500e-02,6.974720e-05
2600,0.569792,1.422550e-02,4.906370e+03,1.720520e+06,1.199690e+00,3.749540e-02,7.021280e-05
2625,0.569792,1.419890e-02,5.105240e+03,1.845640e+06,1.197330e+00,3.706870e-02,7.067760e-05
2650,0.569792,1.417020e-02,5.315630e+03,1.975880e+06,1.195220e+00,3.664480e-02,7.114150e-05
2675,0.569792,1.413930e-02,5.537830e+03,2.111520e+06,1.193350e+00,3.622310e-02,7.160460e-05
2700,0.569792,1.410610e-02,5.772130e+03,2.252870e+06,1.191730e+00,3.580340e-02,7.206680e-05
2725,0.569792,1.407050e-02,6.018780e+03,2.400230e+06,1.190360e+00,3.538540e-02,7.252820e-05
2750,0.569792,1.403240e-02,6.278030e+03,2.553920e+06,1.189250e+00,3.496890e-02,7.298850e-05
2775,0.569792,1.399180e-02,6.550080e+03,2.714240e+06,1.188390e+00,3.455340e-02,7.344780e-05
2800,0.569792,1.394850e-02,6.835150e+03,2.881530e+06,1.187800e+00,3.413890e-02,7.390600e-05
2825,0.569792,1.390240e-02,7.133400e+03,3.056110e+06,1.187460e+00,3.372510e-02,7.436290e-05
2850,0.569792,1.385350e-02,7.444990e+03,3.238310e+06,1.187380e+00,3.331170e-02,7.481850e-05
2875,0.569792,1.380180e-02,7.770040e+03,3.428470e+06,1.187550e+00,3.289870e-02,7.527270e-05
2900,0.569792,1.374700e-02,8.108660e+03,3.626920e+06,1.187970e+00,3.248570e-02,7.572530e-05
2925,0.569792,1.368930e-02,8.460930e+03,3.834020e+06,1.188630e+00,3.207280e-02,7.617620e-05
2950,0.569792,1.362850e-02,8.826910e+03,4.050080e+06,1.189540e+00,3.165970e-02,7.662530e-05
2975,0.569792,1.356450e-02,9.206670e+03,4.275480e+06,1.190680e+00,3.124640e-02,7.707230e-05
3000,0.569792,1.349740e-02,9.600210e+03,4.510530e+06,1.192050e+00,3.083270e-02,7.751710e-05
3025,0.569792,1.342720e-02,1.000750e+04,4.755600e+06,1.193640e+00,3.041870e-02,7.795960e-05
3050,0.569792,1.335370e-02,1.042860e+04,5.011020e+06,1.195450e+00,3.000430e-02,7.839950e-05
3075,0.569792,1.327710e-02,1.086340e+04,5.277150e+06,1.197470e+00,2.958960e-02,7.883680e-05
3100,0.569792,1.319720e-02,1.131170e+04,5.554310e+06,1.199690e+00,2.917440e-02,7.927110e-05
3125,0.569792,1.311420e-02,1.177340e+04,5.842840e+06,1.202110e+00,2.875890e-02,7.970250e-05
3150,0.569792,1.302800e-02,1.224810e+04,6.143090e+06,1.204710e+00,2.834320e-02,8.013060e-05
3175,0.569792,1.293870e-02,1.273520e+04,6.455350e+06,1.207500e+00,2.792720e-02,8.055540e-05
3200,0.569792,1.284630e-02,1.323400e+04,6.779950e+06,1.210450e+00,2.751120e-02,8.097690e-05
3225,0.569792,1.275090e-02,1.374330e+04,7.117140e+06,1.213550e+00,2.709530e-02,8.139470e-05
3250,0.569792,1.265270e-02,1.426130e+04,7.467180e+06,1.216810e+00,2.667970e-02,8.180900e-05
3275,0.569792,1.255160e-02,1.478580e+04,7.830260e+06,1.220190e+00,2.626450e-02,8.221960e-05
3300,0.569792,1.244790e-02,1.531360e+04,8.206500e+06,1.223680e+00,2.585020e-02,8.262650e-05
3325,0.569792,1.234170e-02,1.584050e+04,8.595930e+06,1.227260e+00,2.543690e-02,8.302960e-05
3350,0.569792,1.223320e-02,1.636140e+04,8.998470e+06,1.230900e+00,2.502520e-02,8.342890e-05
3375,0.569792,1.212270e-02,1.686980e+04,9.413900e+06,1.234570e+00,2.461540e-02,8.382410e-05
3400,0.569792,1.201040e-02,1.735800e+04,9.841800e+06,1.238220e+00,2.420810e-02,8.421540e-05
3425,0.569792,1.189670e-02,1.781710e+04,1.028160e+07,1.241820e+00,2.380400e-02,8.460240e-05
3450,0.569792,1.178200e-02,1.823760e+04,1.073230e+07,1.245320e+00,2.340360e-02,8.498500e-05
3475,0.569792,1.166680e-02,1.860930e+04,1.119300e+07,1.248660e+00,2.300790e-02,8.536290e-05
3500,0.569792,1.155130e-02,1.892230e+04,1.166230e+07,1.251800e+00,2.261760e-02,8.573590e-05
3525,0.569792,1.143630e-02,1.916710e+04,1.213860e+07,1.254690e+00,2.223360e-02,8.610350e-05
3550,0.569792,1.132220e-02,1.933620e+04,1.262000e+07,1.257280e+00,2.185670e-02,8.646550e-05
3575,0.569792,1.120960e-02,1.942360e+04,1.310470e+07,1.259550e+00,2.148790e-02,8.682160e-05
3600,0.569792,1.109890e-02,1.942620e+04,1.359050e+07,1.261470e+00,2.112800e-02,8.717150e-05
3625,0.569792,1.099060e-02,1.934350e+04,1.407530e+07,1.263050e+00,2.077760e-02,8.751510e-05
3650,0.569792,1.088520e-02,1.917770e+04,1.455700e+07,1.264290e+00,2.043750e-02,8.785230e-05
3675,0.569792,1.078310e-02,1.893380e+04,1.503350e+07,1.265220e+00,2.010810e-02,8.818330e-05
3700,0.569792,1.068460e-02,1.861840e+04,1.550310e+07,1.265870e+00,1.978980e-02,8.850820e-05
3725,0.569792,1.059000e-02,1.824010e+04,1.596390e+07,1.266280e+00,1.948280e-02,8.882750e-05
3750,0.569792,1.049940e-02,1.780820e+04,1.641460e+07,1.266500e+00,1.918730e-02,8.914160e-05
3775,0.569792,1.041290e-02,1.733210e+04,1.685400e+07,1.266570e+00,1.890330e-02,8.945140e-05
3800,0.569792,1.033060e-02,1.682130e+04,1.728100e+07,1.266560e+00,1.863060e-02,8.975730e-05
3825,0.569792,1.025260e-02,1.628480e+04,1.769480e+07,1.266500e+00,1.836900e-02,9.006040e-05
