P_atm,Bg,T_K,regime,Bc_mpp,Bc_ref,Bc_err_pct,hw_mpp_MJkg,hw_ref_MJkg,hw_err_pct
0.01,5.5,3775,PALIER,5.50000000e+02,7.58060402e+01,625.5359,3.96625000e+01,2.98779197e+01,32.7485
0.01,5.5,3800,PALIER,5.50000000e+02,7.58060402e+01,625.5359,4.07008000e+01,2.98779197e+01,36.2237
0.01,5.5,3825,PALIER,5.50000000e+02,7.58060402e+01,625.5359,4.17993000e+01,2.98779197e+01,39.9003
0.01,5.5,3850,PALIER,5.50000000e+02,7.58060402e+01,625.5359,4.29548000e+01,2.98779197e+01,43.7677
0.01,5.5,3875,PALIER,5.50000000e+02,7.58060402e+01,625.5359,4.41618000e+01,2.98779197e+01,47.8075
0.01,5.5,3900,PALIER,5.50000000e+02,7.58060402e+01,625.5359,4.54128000e+01,2.98779197e+01,51.9945
0.01,5.5,3925,PALIER,5.50000000e+02,7.58060402e+01,625.5359,4.66983000e+01,2.98779197e+01,56.2970
0.01,5.5,3950,PALIER,5.50000000e+02,7.58060402e+01,625.5359,4.80065000e+01,2.98779197e+01,60.6755
0.01,5.5,3975,PALIER,5.50000000e+02,7.58060402e+01,625.5359,4.93241000e+01,2.98779197e+01,65.0855
0.01,5.5,4000,PALIER,5.50000000e+02,7.58060402e+01,625.5359,5.06364000e+01,2.98779197e+01,69.4777
0.01,7.5,250,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-8.59434000e+00,-8.59446927e+00,0.0015
0.01,7.5,275,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-8.53306000e+00,-8.53318924e+00,0.0015
0.01,7.5,300,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-8.46459000e+00,-8.46471155e+00,0.0014
0.01,7.5,325,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-8.38887000e+00,-8.38899308e+00,0.0015
0.01,7.5,350,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-8.30679000e+00,-8.30690906e+00,0.0014
0.01,7.5,375,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-8.21985000e+00,-8.21995296e+00,0.0013
0.01,7.5,400,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-8.12972000e+00,-8.12980981e+00,0.0011
0.01,7.5,425,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-8.03785000e+00,-8.03791778e+00,0.0008
0.01,7.5,450,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-7.94500000e+00,-7.94505164e+00,0.0006
0.01,7.5,475,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-7.85083000e+00,-7.85087061e+00,0.0005
0.01,7.5,500,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-7.75322000e+00,-7.75329430e+00,0.0010
0.01,7.5,525,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-7.64734000e+00,-7.64752444e+00,0.0024
0.01,7.5,550,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-7.52412000e+00,-7.52461169e+00,0.0065
0.01,7.5,575,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-7.36885000e+00,-7.36995227e+00,0.0150
0.01,7.5,600,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-7.16108000e+00,-7.16323477e+00,0.0301
0.01,7.5,625,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-6.87840000e+00,-6.88205825e+00,0.0532
0.01,7.5,650,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-6.50313000e+00,-6.50859260e+00,0.0839
0.01,7.5,675,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-6.02631000e+00,-6.03365584e+00,0.1217
0.01,7.5,700,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-5.44659000e+00,-5.45574292e+00,0.1678
0.01,7.5,725,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-4.77191000e+00,-4.78262610e+00,0.2241
0.01,7.5,750,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-4.03054000e+00,-4.04220513e+00,0.2886
0.01,7.5,775,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-3.28262000e+00,-3.29409434e+00,0.3483
0.01,7.5,800,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-2.61022000e+00,-2.62011193e+00,0.3775
0.01,7.5,825,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-2.07745000e+00,-2.08486243e+00,0.3555
0.01,7.5,850,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-1.69581000e+00,-1.70077284e+00,0.2918
0.01,7.5,875,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-1.43360000e+00,-1.43671426e+00,0.2168
0.01,7.5,900,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-1.24902000e+00,-1.25092275e+00,0.1521
0.01,7.5,925,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-1.10985000e+00,-1.11101212e+00,0.1046
0.01,7.5,950,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-9.96073000e-01,-9.96800748e-01,0.0730
0.01,7.5,975,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-8.96355000e-01,-8.96821454e-01,0.0520
0.01,7.5,1000,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-8.04447000e-01,-8.04753650e-01,0.0381
0.01,7.5,1025,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-7.16925000e-01,-7.17132542e-01,0.0289
0.01,7.5,1050,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-6.31889000e-01,-6.32033147e-01,0.0228
0.01,7.5,1075,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-5.48244000e-01,-5.48347412e-01,0.0189
0.01,7.5,1100,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-4.65353000e-01,-4.65428578e-01,0.0162
0.01,7.5,1125,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-3.82834000e-01,-3.82889789e-01,0.0146
0.01,7.5,1150,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-3.00452000e-01,-3.00493804e-01,0.0139
0.01,7.5,1175,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-2.18059000e-01,-2.18091330e-01,0.0148
0.01,7.5,1200,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-1.35561000e-01,-1.35585722e-01,0.0182
0.01,7.5,1225,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-5.28934000e-02,-5.29122861e-02,0.0189
0.01,7.5,1250,ZERO,0.00000000e+00,0.00000000e+00,0.0000,2.99887000e-02,2.99742017e-02,0.0145
0.01,7.5,1275,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.13118000e-01,1.13107264e-01,0.0095
0.01,7.5,1300,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.96522000e-01,1.96513754e-01,0.0042
0.01,7.5,1325,ZERO,0.00000000e+00,0.00000000e+00,0.0000,2.80223000e-01,2.80217281e-01,0.0020
0.01,7.5,1350,ZERO,0.00000000e+00,0.00000000e+00,0.0000,3.64245000e-01,3.64240711e-01,0.0012
0.01,7.5,1375,ZERO,0.00000000e+00,0.00000000e+00,0.0000,4.48612000e-01,4.48608131e-01,0.0009
0.01,7.5,1400,ZERO,0.00000000e+00,0.00000000e+00,0.0000,5.33350000e-01,5.33346540e-01,0.0006
0.01,7.5,1425,ZERO,0.00000000e+00,0.00000000e+00,0.0000,6.18492000e-01,6.18487406e-01,0.0007
0.01,7.5,1450,ZERO,0.00000000e+00,0.00000000e+00,0.0000,7.04074000e-01,7.04068214e-01,0.0008
0.01,7.5,1475,ZERO,0.00000000e+00,0.00000000e+00,0.0000,7.90143000e-01,7.90134058e-01,0.0011
0.01,7.5,1500,ZERO,0.00000000e+00,0.00000000e+00,0.0000,8.76752000e-01,8.76739325e-01,0.0014
0.01,7.5,1525,ZERO,0.00000000e+00,0.00000000e+00,0.0000,9.63969000e-01,9.63949515e-01,0.0020
0.01,7.5,1550,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.05187000e+00,1.05184321e+00,0.0025
0.01,7.5,1575,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.14055000e+00,1.14051420e+00,0.0031
0.01,7.5,1600,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.23013000e+00,1.23007381e+00,0.0046
0.01,7.5,1625,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.32073000e+00,1.32065339e+00,0.0058
0.01,7.5,1650,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.41250000e+00,1.41240696e+00,0.0066
0.01,7.5,1675,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.50564000e+00,1.50551411e+00,0.0084
0.01,7.5,1700,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.60035000e+00,1.60018299e+00,0.0104
0.01,7.5,1725,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.69687000e+00,1.69665349e+00,0.0128
0.01,7.5,1750,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.79547000e+00,1.79520058e+00,0.0150
0.01,7.5,1775,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.89648000e+00,1.89613776e+00,0.0180
0.01,7.5,1800,ZERO,0.00000000e+00,0.00000000e+00,0.0000,2.00025000e+00,1.99982055e+00,0.0215
0.01,7.5,1825,ZERO,0.00000000e+00,0.00000000e+00,0.0000,2.10718000e+00,2.10665020e+00,0.0251
0.01,7.5,1850,ZERO,0.00000000e+00,0.00000000e+00,0.0000,2.21773000e+00,2.21707724e+00,0.0294
0.01,7.5,1875,ZERO,0.00000000e+00,0.00000000e+00,0.0000,2.33241000e+00,2.33160520e+00,0.0345
0.01,7.5,1900,ZERO,0.00000000e+00,0.00000000e+00,0.0000,2.45177000e+00,2.45079418e+00,0.0398
0.01,7.5,1925,ZERO,0.00000000e+00,0.00000000e+00,0.0000,2.57645000e+00,2.57526441e+00,0.0460
0.01,7.5,1950,ZERO,0.00000000e+00,0.00000000e+00,0.0000,2.70712000e+00,2.70569955e+00,0.0525
0.01,7.5,1975,ZERO,0.00000000e+00,0.00000000e+00,0.0000,2.84455000e+00,2.84284993e+00,0.0598
0.01,7.5,2000,ZERO,0.00000000e+00,0.00000000e+00,0.0000,2.98957000e+00,2.98753542e+00,0.0681
0.01,7.5,2025,ZERO,0.00000000e+00,0.00000000e+00,0.0000,3.14305000e+00,3.14064798e+00,0.0765
0.01,7.5,2050,ZERO,0.00000000e+00,0.00000000e+00,0.0000,3.30599000e+00,3.30315383e+00,0.0859
0.01,7.5,2075,ZERO,0.00000000e+00,0.00000000e+00,0.0000,3.47943000e+00,3.47609504e+00,0.0959
0.01,7.5,2100,ZERO,0.00000000e+00,0.00000000e+00,0.0000,3.66449000e+00,3.66059064e+00,0.1065
0.01,7.5,2125,ZERO,0.00000000e+00,0.00000000e+00,0.0000,3.86238000e+00,3.85783688e+00,0.1178
0.01,7.5,2150,ZERO,0.00000000e+00,0.00000000e+00,0.0000,4.07437000e+00,4.06910681e+00,0.1293
0.01,7.5,2175,ZERO,0.00000000e+00,0.00000000e+00,0.0000,4.30184000e+00,4.29574887e+00,0.1418
0.01,7.5,2200,ZERO,0.00000000e+00,0.00000000e+00,0.0000,4.54620000e+00,4.53918437e+00,0.1546
0.01,7.5,2225,ZERO,0.00000000e+00,0.00000000e+00,0.0000,4.80895000e+00,4.80090382e+00,0.1676
0.01,7.5,2250,ZERO,0.00000000e+00,0.00000000e+00,0.0000,5.09166000e+00,5.08246184e+00,0.1810
0.01,7.5,2275,ZERO,0.00000000e+00,0.00000000e+00,0.0000,5.39595000e+00,5.38547058e+00,0.1946
0.01,7.5,2300,ZERO,0.00000000e+00,0.00000000e+00,0.0000,5.72349000e+00,5.71159130e+00,0.2083
0.01,7.5,2325,ZERO,0.00000000e+00,0.00000000e+00,0.0000,6.07599000e+00,6.06252410e+00,0.2221
0.01,7.5,2350,ZERO,0.00000000e+00,0.00000000e+00,0.0000,6.45518000e+00,6.43999543e+00,0.2358
0.01,7.5,2375,ZERO,0.00000000e+00,0.00000000e+00,0.0000,6.86282000e+00,6.84574326e+00,0.2495
0.01,7.5,2400,ZERO,0.00000000e+00,0.00000000e+00,0.0000,7.30063000e+00,7.28149957e+00,0.2627
0.01,7.5,2425,ZERO,0.00000000e+00,0.00000000e+00,0.0000,7.77033000e+00,7.74897000e+00,0.2756
0.01,7.5,2450,ZERO,0.00000000e+00,0.00000000e+00,0.0000,8.27358000e+00,8.24981039e+00,0.2881
0.01,7.5,2475,ZERO,0.00000000e+00,0.00000000e+00,0.0000,8.81197000e+00,8.78559999e+00,0.3002
0.01,7.5,2500,ZERO,0.00000000e+00,0.00000000e+00,0.0000,9.38696000e+00,9.35781110e+00,0.3115
0.01,7.5,2525,ZERO,0.00000000e+00,0.00000000e+00,0.0000,9.99988000e+00,9.96777505e+00,0.3221
0.01,7.5,2550,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.06519000e+01,1.06166443e+01,0.3321
0.01,7.5,2575,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.13439000e+01,1.13053506e+01,0.3410
0.01,7.5,2600,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.20765000e+01,1.20345592e+01,0.3485
0.01,7.5,2625,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.28502000e+01,1.28046187e+01,0.3560
0.01,7.5,2650,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.36647000e+01,1.36155066e+01,0.3613
0.01,7.5,2675,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.45197000e+01,1.44667698e+01,0.3659
0.01,7.5,2700,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.54141000e+01,1.53574585e+01,0.3688
0.01,7.5,2725,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.63464000e+01,1.62860525e+01,0.3705
0.01,7.5,2750,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.73143000e+01,1.72503749e+01,0.3706
0.01,7.5,2775,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.83148000e+01,1.82474907e+01,0.3689
0.01,7.5,2800,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.93441000e+01,1.92735804e+01,0.3659
0.01,7.5,2825,ZERO,0.00000000e+00,0.00000000e+00,0.0000,2.03971000e+01,2.03237844e+01,0.3607
0.01,7.5,2850,ZERO,0.00000000e+00,0.00000000e+00,0.0000,2.14678000e+01,2.13920072e+01,0.3543
0.01,7.5,2875,ZERO,0.00000000e+00,0.00000000e+00,0.0000,2.25486000e+01,2.24706784e+01,0.3468
0.01,7.5,2900,ZERO,0.00000000e+00,0.00000000e+00,0.0000,2.36300000e+01,2.35504760e+01,0.3377
0.01,7.5,2925,ZERO,0.00000000e+00,0.00000000e+00,0.0000,2.47007000e+01,2.46200327e+01,0.3276
0.01,7.5,2950,ZERO,0.00000000e+00,0.00000000e+00,0.0000,2.57472000e+01,2.56656801e+01,0.3176
0.01,7.5,2975,ACTIF,2.09701000e-01,2.08603868e-01,0.5259,2.67534000e+01,2.66713198e+01,0.3077
0.01,7.5,3000,ACTIF,5.98791000e-01,5.98086969e-01,0.1177,2.77013000e+01,2.76185593e+01,0.2996
0.01,7.5,3025,ACTIF,1.10876000e+00,1.10903437e+00,-0.0247,2.85710000e+01,2.84872755e+01,0.2939
0.01,7.5,3050,ACTIF,1.78016000e+00,1.78238639e+00,-0.1249,2.93423000e+01,2.92567511e+01,0.2924
0.01,7.5,3075,ACTIF,2.66924000e+00,2.67496883e+00,-0.2142,2.99961000e+01,2.99074361e+01,0.2965
0.01,7.5,3100,ACTIF,3.85591000e+00,3.86760657e+00,-0.3024,3.05169000e+01,3.04231938e+01,0.3080
0.01,7.5,3125,ACTIF,5.45734000e+00,5.47891049e+00,-0.3937,3.08944000e+01,3.07936498e+01,0.3272
0.01,7.5,3150,ACTIF,7.65230000e+00,7.69000478e+00,-0.4903,3.11263000e+01,3.10160673e+01,0.3554
0.01,7.5,3175,ACTIF,1.07277000e+01,1.07918818e+01,-0.5947,3.12182000e+01,3.10961592e+01,0.3925
0.01,7.5,3200,ACTIF,1.51755000e+01,1.52838671e+01,-0.7090,3.11834000e+01,3.10474888e+01,0.4378
0.01,7.5,3225,ACTIF,2.19161000e+01,2.21015538e+01,-0.8391,3.10408000e+01,3.08895328e+01,0.4897
0.01,7.5,3250,ACTIF,3.28973000e+01,3.32281754e+01,-0.9958,3.08126000e+01,3.06448873e+01,0.5473
0.01,7.5,3275,PALIER,5.30862000e+01,5.37337184e+01,-1.2051,3.05209000e+01,3.03362756e+01,0.6086
0.01,7.5,3300,PALIER,1.00013000e+02,5.37337184e+01,86.1271,3.01855000e+01,3.03362756e+01,-0.4970
0.01,7.5,3325,PALIER,3.11509000e+02,5.37337184e+01,479.7272,2.98210000e+01,3.03362756e+01,-1.6985
0.01,7.5,3350,PALIER,7.50000000e+02,5.37337184e+01,1295.7716,2.98778000e+01,3.03362756e+01,-1.5113
0.01,7.5,3375,PALIER,7.50000000e+02,5.37337184e+01,1295.7716,3.01674000e+01,3.03362756e+01,-0.5567
0.01,7.5,3400,PALIER,7.50000000e+02,5.37337184e+01,1295.7716,3.04795000e+01,3.03362756e+01,0.4721
0.01,7.5,3425,PALIER,7.50000000e+02,5.37337184e+01,1295.7716,3.08163000e+01,3.03362756e+01,1.5823
0.01,7.5,3450,PALIER,7.50000000e+02,5.37337184e+01,1295.7716,3.11802000e+01,3.03362756e+01,2.7819
0.01,7.5,3475,PALIER,7.50000000e+02,5.37337184e+01,1295.7716,3.15736000e+01,3.03362756e+01,4.0787
0.01,7.5,3500,PALIER,7.50000000e+02,5.37337184e+01,1295.7716,3.19993000e+01,3.03362756e+01,5.4820
0.01,7.5,3525,PALIER,7.50000000e+02,5.37337184e+01,1295.7716,3.24602000e+01,3.03362756e+01,7.0013
0.01,7.5,3550,PALIER,7.50000000e+02,5.37337184e+01,1295.7716,3.29592000e+01,3.03362756e+01,8.6462
0.01,7.5,3575,PALIER,7.50000000e+02,5.37337184e+01,1295.7716,3.34994000e+01,3.03362756e+01,10.4269
0.01,7.5,3600,PALIER,7.50000000e+02,5.37337184e+01,1295.7716,3.40841000e+01,3.03362756e+01,12.3543
0.01,7.5,3625,PALIER,7.50000000e+02,5.37337184e+01,1295.7716,3.47165000e+01,3.03362756e+01,14.4389
0.01,7.5,3650,PALIER,7.50000000e+02,5.37337184e+01,1295.7716,3.53999000e+01,3.03362756e+01,16.6916
0.01,7.5,3675,PALIER,7.50000000e+02,5.37337184e+01,1295.7716,3.61373000e+01,3.03362756e+01,19.1224
0.01,7.5,3700,PALIER,7.50000000e+02,5.37337184e+01,1295.7716,3.69317000e+01,3.03362756e+01,21.7410
0.01,7.5,3725,PALIER,7.50000000e+02,5.37337184e+01,1295.7716,3.77854000e+01,3.03362756e+01,24.5552
0.01,7.5,3750,PALIER,7.50000000e+02,5.37337184e+01,1295.7716,3.87002000e+01,3.03362756e+01,27.5707
0.01,7.5,3775,PALIER,7.50000000e+02,5.37337184e+01,1295.7716,3.96772000e+01,3.03362756e+01,30.7913
0.01,7.5,3800,PALIER,7.50000000e+02,5.37337184e+01,1295.7716,4.07161000e+01,3.03362756e+01,34.2159
0.01,7.5,3825,PALIER,7.50000000e+02,5.37337184e+01,1295.7716,4.18153000e+01,3.03362756e+01,37.8393
0.01,7.5,3850,PALIER,7.50000000e+02,5.37337184e+01,1295.7716,4.29715000e+01,3.03362756e+01,41.6505
0.01,7.5,3875,PALIER,7.50000000e+02,5.37337184e+01,1295.7716,4.41793000e+01,3.03362756e+01,45.6319
0.01,7.5,3900,PALIER,7.50000000e+02,5.37337184e+01,1295.7716,4.54313000e+01,3.03362756e+01,49.7590
0.01,7.5,3925,PALIER,7.50000000e+02,5.37337184e+01,1295.7716,4.67178000e+01,3.03362756e+01,53.9998
0.01,7.5,3950,PALIER,7.50000000e+02,5.37337184e+01,1295.7716,4.80270000e+01,3.03362756e+01,58.3154
0.01,7.5,3975,PALIER,7.50000000e+02,5.37337184e+01,1295.7716,4.93456000e+01,3.03362756e+01,62.6620
0.01,7.5,4000,PALIER,7.50000000e+02,5.37337184e+01,1295.7716,5.06591000e+01,3.03362756e+01,66.9918
0.01,10,250,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-8.78017000e+00,-8.78029741e+00,0.0015
0.01,10,275,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-8.71816000e+00,-8.71828897e+00,0.0015
0.01,10,300,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-8.64889000e+00,-8.64901276e+00,0.0014
0.01,10,325,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-8.57229000e+00,-8.57241378e+00,0.0014
0.01,10,350,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-8.48926000e+00,-8.48937862e+00,0.0014
0.01,10,375,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-8.40135000e+00,-8.40145148e+00,0.0012
0.01,10,400,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-8.31033000e+00,-8.31041975e+00,0.0011
0.01,10,425,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-8.21782000e+00,-8.21788067e+00,0.0007
0.01,10,450,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-8.12479000e+00,-8.12482290e+00,0.0004
0.01,10,475,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-8.03116000e+00,-8.03116411e+00,0.0001
0.01,10,500,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-7.93509000e+00,-7.93509943e+00,0.0001
0.01,10,525,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-7.83195000e+00,-7.83205294e+00,0.0013
0.01,10,550,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-7.71271000e+00,-7.71308068e+00,0.0048
0.01,10,575,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-7.56209000e+00,-7.56305666e+00,0.0128
0.01,10,600,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-7.35821000e+00,-7.36023412e+00,0.0275
0.01,10,625,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-7.07622000e+00,-7.07981216e+00,0.0507
0.01,10,650,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-6.69588000e+00,-6.70139229e+00,0.0823
0.01,10,675,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-6.20680000e+00,-6.21433577e+00,0.1213
0.01,10,700,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-5.60792000e+00,-5.61738737e+00,0.1685
0.01,10,725,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-4.90887000e+00,-4.91998347e+00,0.2259
0.01,10,750,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-4.14062000e+00,-4.15271859e+00,0.2913
0.01,10,775,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-3.36670000e+00,-3.37857946e+00,0.3516
0.01,10,800,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-2.67229000e+00,-2.68251503e+00,0.3812
0.01,10,825,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-2.12306000e+00,-2.13070960e+00,0.3590
0.01,10,850,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-1.73009000e+00,-1.73521324e+00,0.2953
0.01,10,875,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-1.46027000e+00,-1.46347607e+00,0.2191
0.01,10,900,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-1.27037000e+00,-1.27232738e+00,0.1538
0.01,10,925,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-1.12720000e+00,-1.12840089e+00,0.1064
0.01,10,950,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-1.01018000e+00,-1.01092853e+00,0.0740
0.01,10,975,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-9.07632000e-01,-9.08112889e-01,0.0530
0.01,10,1000,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-8.13133000e-01,-8.13450109e-01,0.0390
0.01,10,1025,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-7.23159000e-01,-7.23373657e-01,0.0297
0.01,10,1050,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-6.35752000e-01,-6.35901071e-01,0.0234
0.01,10,1075,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-5.49784000e-01,-5.49890421e-01,0.0194
0.01,10,1100,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-4.64597000e-01,-4.64674774e-01,0.0167
0.01,10,1125,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-3.79798000e-01,-3.79854981e-01,0.0150
0.01,10,1150,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-2.95143000e-01,-2.95186150e-01,0.0146
0.01,10,1175,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-2.10481000e-01,-2.10514129e-01,0.0157
0.01,10,1200,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-1.25714000e-01,-1.25739144e-01,0.0200
0.01,10,1225,ZERO,0.00000000e+00,0.00000000e+00,0.0000,-4.07753000e-02,-4.07944548e-02,0.0192
0.01,10,1250,ZERO,0.00000000e+00,0.00000000e+00,0.0000,4.43811000e-02,4.43665163e-02,0.0146
0.01,10,1275,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.29789000e-01,1.29778199e-01,0.0083
0.01,10,1300,ZERO,0.00000000e+00,0.00000000e+00,0.0000,2.15476000e-01,2.15468071e-01,0.0037
0.01,10,1325,ZERO,0.00000000e+00,0.00000000e+00,0.0000,3.01466000e-01,3.01460198e-01,0.0019
0.01,10,1350,ZERO,0.00000000e+00,0.00000000e+00,0.0000,3.87782000e-01,3.87777815e-01,0.0011
0.01,10,1375,ZERO,0.00000000e+00,0.00000000e+00,0.0000,4.74449000e-01,4.74445364e-01,0.0008
0.01,10,1400,ZERO,0.00000000e+00,0.00000000e+00,0.0000,5.61494000e-01,5.61490235e-01,0.0007
0.01,10,1425,ZERO,0.00000000e+00,0.00000000e+00,0.0000,6.48948000e-01,6.48944387e-01,0.0006
0.01,10,1450,ZERO,0.00000000e+00,0.00000000e+00,0.0000,7.36852000e-01,7.36845947e-01,0.0008
0.01,10,1475,ZERO,0.00000000e+00,0.00000000e+00,0.0000,8.25249000e-01,8.25240857e-01,0.0010
0.01,10,1500,ZERO,0.00000000e+00,0.00000000e+00,0.0000,9.14198000e-01,9.14184628e-01,0.0015
0.01,10,1525,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.00376000e+00,1.00374422e+00,0.0016
0.01,10,1550,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.09403000e+00,1.09400008e+00,0.0027
0.01,10,1575,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.18509000e+00,1.18504837e+00,0.0035
0.01,10,1600,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.27706000e+00,1.27700335e+00,0.0044
0.01,10,1625,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.37008000e+00,1.36999998e+00,0.0058
0.01,10,1650,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.46430000e+00,1.46419667e+00,0.0071
0.01,10,1675,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.55991000e+00,1.55977828e+00,0.0084
0.01,10,1700,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.65713000e+00,1.65695923e+00,0.0103
0.01,10,1725,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.75621000e+00,1.75598682e+00,0.0127
0.01,10,1750,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.85743000e+00,1.85714467e+00,0.0154
0.01,10,1775,ZERO,0.00000000e+00,0.00000000e+00,0.0000,1.96111000e+00,1.96075631e+00,0.0180
0.01,10,1800,ZERO,0.00000000e+00,0.00000000e+00,0.0000,2.06763000e+00,2.06718890e+00,0.0213
