Tw_K,P_bar,M[kg/kmol],Cp[kJ/kg-K],h[J/kg],gamma[-],rho[kg/m3],mu[millipoise]
3475,1.01325,1.005590e+01,2.660820e+01,2.086350e+07,1.252500e+00,3.526540e-02,8.050340e-01
3500,1.01325,9.934370e+00,2.732400e+01,2.153780e+07,1.257210e+00,3.459030e-02,8.076450e-01
3525,1.01325,9.812290e+00,2.798530e+01,2.222930e+07,1.261690e+00,3.392290e-02,8.101740e-01
3550,1.01325,9.690110e+00,2.858740e+01,2.293660e+07,1.265920e+00,3.326460e-02,8.126190e-01
3575,1.01325,9.568230e+00,2.912650e+01,2.365810e+07,1.269850e+00,3.261650e-02,8.149780e-01
3600,1.01325,9.447050e+00,2.960010e+01,2.439230e+07,1.273480e+00,3.197980e-02,8.172490e-01
3625,1.01325,9.326970e+00,3.000670e+01,2.513760e+07,1.276780e+00,3.135550e-02,8.194280e-01
3650,1.01325,9.208310e+00,3.034590e+01,2.589210e+07,1.279730e+00,3.074460e-02,8.215140e-01
3675,1.01325,9.091400e+00,3.061810e+01,2.665430e+07,1.282340e+00,3.014780e-02,8.235050e-01
3700,1.01325,8.976510e+00,3.082480e+01,2.742250e+07,1.284600e+00,2.956570e-02,8.254010e-01
3725,1.01325,8.863880e+00,3.096790e+01,2.819500e+07,1.286520e+00,2.899880e-02,8.272010e-01
3750,1.01325,8.753740e+00,3.105000e+01,2.897040e+07,1.288090e+00,2.844750e-02,8.289060e-01
3775,1.01325,8.646240e+00,3.107440e+01,2.974700e+07,1.289340e+00,2.791210e-02,8.305190e-01
3800,1.01325,8.541540e+00,3.104450e+01,3.052360e+07,1.290270e+00,2.739270e-02,8.320440e-01
3825,1.01325,8.439740e+00,3.096410e+01,3.129880e+07,1.290900e+00,2.688930e-02,8.334850e-01
3850,1.01325,8.340930e+00,3.083740e+01,3.207140e+07,1.291240e+00,2.640190e-02,8.348490e-01
3875,1.01325,8.245150e+00,3.066840e+01,3.284030e+07,1.291310e+00,2.593040e-02,8.361420e-01
3900,1.01325,8.152450e+00,3.046160e+01,3.360450e+07,1.291140e+00,2.547450e-02,8.373720e-01
3925,1.01325,8.062820e+00,3.022130e+01,3.436310e+07,1.290740e+00,2.503390e-02,8.385490e-01
3950,1.01325,7.976250e+00,2.995190e+01,3.511540e+07,1.290140e+00,2.460840e-02,8.396820e-01
3975,1.01325,7.892730e+00,2.965750e+01,3.586050e+07,1.289350e+00,2.419760e-02,8.407820e-01
4000,1.01325,7.812200e+00,2.934250e+01,3.659810e+07,1.288400e+00,2.380100e-02,8.418570e-01
200,1.80184,2.575290e+01,1.321060e+00,-5.940200e+06,1.323440e+00,2.790470e+00,8.941740e-02
225,1.80184,2.575290e+01,1.352440e+00,-5.906790e+06,1.313580e+00,2.480420e+00,9.938210e-02
250,1.80184,2.575290e+01,1.388770e+00,-5.872540e+06,1.302890e+00,2.232380e+00,1.092570e-01
275,1.80184,2.575290e+01,1.430920e+00,-5.837300e+06,1.291370e+00,2.029440e+00,1.190290e-01
300,1.80184,2.575290e+01,1.478340e+00,-5.800950e+06,1.279410e+00,1.860320e+00,1.286830e-01
325,1.80184,2.575290e+01,1.530100e+00,-5.763350e+06,1.267440e+00,1.717210e+00,1.385830e-01
350,1.80184,2.575280e+01,1.585480e+00,-5.724410e+06,1.255730e+00,1.594550e+00,1.484110e-01
375,1.80184,2.575260e+01,1.644490e+00,-5.684050e+06,1.244410e+00,1.488240e+00,1.581580e-01
400,1.80184,2.575190e+01,1.708790e+00,-5.642150e+06,1.233370e+00,1.395190e+00,1.678190e-01
425,1.80184,2.574990e+01,1.783110e+00,-5.598530e+06,1.222270e+00,1.313010e+00,1.773910e-01
450,1.80184,2.574450e+01,1.877240e+00,-5.552830e+06,1.210600e+00,1.239810e+00,1.868770e-01
475,1.80184,2.573200e+01,2.008390e+00,-5.504360e+06,1.197820e+00,1.173980e+00,1.962860e-01
500,1.80184,2.570530e+01,2.203490e+00,-5.451880e+06,1.183780e+00,1.114130e+00,2.056350e-01
525,1.80184,2.565290e+01,2.500290e+00,-5.393340e+06,1.169150e+00,1.058910e+00,2.145840e-01
550,1.80184,2.555780e+01,2.945700e+00,-5.325630e+06,1.155610e+00,1.007030e+00,2.234980e-01
575,1.80184,2.539690e+01,3.588270e+00,-5.244410e+06,1.145280e+00,9.571840e-01,2.324270e-01
600,1.80184,2.514340e+01,4.460970e+00,-5.144280e+06,1.139900e+00,9.081430e-01,2.414240e-01
625,1.80184,2.477230e+01,5.550180e+00,-5.019530e+06,1.140130e+00,8.589520e-01,2.503110e-01
650,1.80184,2.427210e+01,6.752710e+00,-4.865790e+06,1.145240e+00,8.092370e-01,2.592710e-01
675,1.80184,2.365690e+01,7.843400e+00,-4.682800e+06,1.153160e+00,7.595160e-01,2.682220e-01
700,1.80184,2.297530e+01,8.510160e+00,-4.477170e+06,1.160850e+00,7.112880e-01,2.770120e-01
725,1.80184,2.230100e+01,8.509360e+00,-4.262930e+06,1.165520e+00,6.666040e-01,2.854660e-01
750,1.80184,2.170590e+01,7.865870e+00,-4.057160e+06,1.166220e+00,6.271880e-01,2.934610e-01
775,1.80184,2.123030e+01,6.937680e+00,-3.872100e+06,1.164040e+00,5.936580e-01,3.009540e-01
800,1.80184,2.086140e+01,6.418860e+00,-3.706880e+06,1.161580e+00,5.651120e-01,3.079790e-01
825,1.80184,2.052680e+01,6.741010e+00,-3.543610e+06,1.162900e+00,5.391980e-01,3.146770e-01
850,1.80184,2.017580e+01,7.119500e+00,-3.369500e+06,1.167180e+00,5.143910e-01,3.212430e-01
875,1.80184,1.983260e+01,6.871000e+00,-3.193040e+06,1.170110e+00,4.911950e-01,3.277800e-01
900,1.80184,1.954730e+01,5.981090e+00,-3.031490e+06,1.170430e+00,4.706810e-01,3.342830e-01
925,1.80184,1.934420e+01,5.066490e+00,-2.894250e+06,1.169680e+00,4.532020e-01,3.406840e-01
950,1.80184,1.919640e+01,4.804700e+00,-2.772390e+06,1.167470e+00,4.379030e-01,3.469200e-01
975,1.80184,1.905820e+01,5.042570e+00,-2.649820e+06,1.165440e+00,4.236030e-01,3.529800e-01
1000,1.80184,1.890870e+01,5.398760e+00,-2.519370e+06,1.165260e+00,4.097740e-01,3.588930e-01
1025,1.80184,1.874420e+01,5.758430e+00,-2.379880e+06,1.166530e+00,3.963020e-01,3.644810e-01
1050,1.80184,1.856540e+01,6.102640e+00,-2.231580e+06,1.168740e+00,3.831740e-01,3.699600e-01
1075,1.80184,1.837370e+01,6.426080e+00,-2.074920e+06,1.171590e+00,3.704000e-01,3.753450e-01
1100,1.80184,1.817130e+01,6.724290e+00,-1.910480e+06,1.174860e+00,3.579940e-01,3.806450e-01
1125,1.80184,1.796040e+01,6.992820e+00,-1.738950e+06,1.178380e+00,3.459750e-01,3.858690e-01
1150,1.80184,1.774330e+01,7.227860e+00,-1.561120e+06,1.181970e+00,3.343630e-01,3.910270e-01
1175,1.80184,1.752260e+01,7.427070e+00,-1.377860e+06,1.185500e+00,3.231780e-01,3.961290e-01
1200,1.80184,1.730060e+01,7.590300e+00,-1.190070e+06,1.188800e+00,3.124360e-01,4.011830e-01
1225,1.80184,1.707950e+01,7.720250e+00,-9.986210e+05,1.191750e+00,3.021500e-01,4.062000e-01
1250,1.80184,1.686140e+01,7.822880e+00,-8.042840e+05,1.194200e+00,2.923250e-01,4.111910e-01
1275,1.80184,1.664780e+01,7.907830e+00,-6.076250e+05,1.196030e+00,2.829620e-01,4.161640e-01
1300,1.80184,1.643970e+01,7.988450e+00,-4.089290e+05,1.197140e+00,2.740520e-01,4.211310e-01
1325,1.80184,1.623770e+01,8.081830e+00,-2.080970e+05,1.197420e+00,2.655760e-01,4.261020e-01
1350,1.80184,1.604170e+01,8.208490e+00,-4.561210e+03,1.196830e+00,2.575120e-01,4.310860e-01
1375,1.80184,1.585100e+01,8.392050e+00,2.028010e+05,1.195350e+00,2.498250e-01,4.360940e-01
1400,1.80184,1.566450e+01,8.658540e+00,4.157320e+05,1.193070e+00,2.424760e-01,4.411380e-01
1425,1.80184,1.548020e+01,9.035380e+00,6.366470e+05,1.190200e+00,2.354200e-01,4.462270e-01
1450,1.80184,1.529590e+01,9.549520e+00,8.686460e+05,1.187030e+00,2.286070e-01,4.513720e-01
1475,1.80184,1.510890e+01,1.022400e+01,1.115460e+06,1.183990e+00,2.219850e-01,4.565840e-01
1500,1.80184,1.491640e+01,1.107160e+01,1.381290e+06,1.181530e+00,2.155030e-01,4.618710e-01
1525,1.80184,1.471560e+01,1.208330e+01,1.670420e+06,1.180070e+00,2.091170e-01,4.672390e-01
1550,1.80184,1.450470e+01,1.320960e+01,1.986430e+06,1.179850e+00,2.027960e-01,4.726890e-01
1575,1.80184,1.428340e+01,1.433460e+01,2.330920e+06,1.180820e+00,1.965320e-01,4.782110e-01
1600,1.80184,1.405430e+01,1.525140e+01,2.701450e+06,1.182570e+00,1.903580e-01,4.837820e-01
1625,1.80184,1.382370e+01,1.567080e+01,3.089340e+06,1.184330e+00,1.843540e-01,4.893650e-01
1650,1.80184,1.360180e+01,1.531210e+01,3.478460e+06,1.185320e+00,1.786470e-01,4.949140e-01
1675,1.80184,1.340080e+01,1.408790e+01,3.847630e+06,1.185440e+00,1.733800e-01,5.003790e-01
1700,1.80184,1.323060e+01,1.224310e+01,4.177610e+06,1.185700e+00,1.686600e-01,5.057300e-01
1725,1.80184,1.309490e+01,1.024310e+01,4.458520e+06,1.187620e+00,1.645110e-01,5.109610e-01
1750,1.80184,1.299120e+01,8.482810e+00,4.691840e+06,1.192020e+00,1.608770e-01,5.160890e-01
1775,1.80184,1.291330e+01,7.124480e+00,4.886070e+06,1.198360e+00,1.576600e-01,5.211370e-01
1800,1.80184,1.285470e+01,6.148880e+00,5.051270e+06,1.205350e+00,1.547650e-01,5.261280e-01
1825,1.80184,1.281000e+01,5.468030e+00,5.195960e+06,1.211870e+00,1.521140e-01,5.310780e-01
1850,1.80184,1.277530e+01,4.993810e+00,5.326390e+06,1.217310e+00,1.496520e-01,5.359980e-01
1875,1.80184,1.274780e+01,4.659580e+00,5.446820e+06,1.221540e+00,1.473390e-01,5.408940e-01
1900,1.80184,1.272570e+01,4.420150e+00,5.560150e+06,1.224640e+00,1.451480e-01,5.457700e-01
1925,1.80184,1.270760e+01,4.246100e+00,5.668360e+06,1.226810e+00,1.430590e-01,5.506290e-01
1950,1.80184,1.269260e+01,4.118380e+00,5.772840e+06,1.228230e+00,1.410580e-01,5.554720e-01
1975,1.80184,1.268000e+01,4.024570e+00,5.874570e+06,1.229030e+00,1.391340e-01,5.603000e-01
2000,1.80184,1.266920e+01,3.956370e+00,5.974280e+06,1.229340e+00,1.372780e-01,5.651150e-01
2025,1.80184,1.265980e+01,3.908130e+00,6.072550e+06,1.229240e+00,1.354830e-01,5.697730e-01
2050,1.80184,1.265170e+01,3.875910e+00,6.169820e+06,1.228810e+00,1.337440e-01,5.744160e-01
2075,1.80184,1.264430e+01,3.856890e+00,6.266460e+06,1.228100e+00,1.320570e-01,5.790440e-01
2100,1.80184,1.263770e+01,3.849060e+00,6.362760e+06,1.227150e+00,1.304160e-01,5.836570e-01
2125,1.80184,1.263160e+01,3.850950e+00,6.458990e+06,1.225990e+00,1.288190e-01,5.882550e-01
2150,1.80184,1.262580e+01,3.861480e+00,6.555380e+06,1.224650e+00,1.272630e-01,5.928400e-01
2175,1.80184,1.262020e+01,3.879880e+00,6.652130e+06,1.223150e+00,1.257450e-01,5.974110e-01
2200,1.80184,1.261480e+01,3.905610e+00,6.749430e+06,1.221520e+00,1.242620e-01,6.019690e-01
2225,1.80184,1.260930e+01,3.938300e+00,6.847470e+06,1.219760e+00,1.228130e-01,6.065140e-01
2250,1.80184,1.260380e+01,3.977710e+00,6.946400e+06,1.217900e+00,1.213950e-01,6.110470e-01
2275,1.80184,1.259810e+01,4.023730e+00,7.046410e+06,1.215950e+00,1.200070e-01,6.155670e-01
2300,1.80184,1.259220e+01,4.076320e+00,7.147640e+06,1.213920e+00,1.186470e-01,6.200760e-01
2325,1.80184,1.258600e+01,4.135530e+00,7.250280e+06,1.211820e+00,1.173130e-01,6.245730e-01
2350,1.80184,1.257940e+01,4.201480e+00,7.354480e+06,1.209660e+00,1.160040e-01,6.290580e-01
2375,1.80184,1.257230e+01,4.274320e+00,7.460410e+06,1.207470e+00,1.147180e-01,6.335330e-01
2400,1.80184,1.256470e+01,4.354250e+00,7.568250e+06,1.205250e+00,1.134550e-01,6.379970e-01
2425,1.80184,1.255650e+01,4.441540e+00,7.678180e+06,1.203010e+00,1.122120e-01,6.424500e-01
2450,1.80184,1.254770e+01,4.536460e+00,7.790390e+06,1.200770e+00,1.109890e-01,6.468920e-01
2475,1.80184,1.253810e+01,4.639330e+00,7.905070e+06,1.198540e+00,1.097840e-01,6.513240e-01
2500,1.80184,1.252780e+01,4.750500e+00,8.022430e+06,1.196340e+00,1.085960e-01,6.557460e-01
2525,1.80184,1.251650e+01,4.870330e+00,8.142670e+06,1.194170e+00,1.074250e-01,6.601580e-01
2550,1.80184,1.250440e+01,4.999250e+00,8.266020e+06,1.192050e+00,1.062680e-01,6.645600e-01
2575,1.80184,1.249120e+01,5.137660e+00,8.392710e+06,1.190000e+00,1.051250e-01,6.689520e-01
2600,1.80184,1.247690e+01,5.286040e+00,8.522990e+06,1.188020e+00,1.039960e-01,6.733330e-01
2625,1.80184,1.246140e+01,5.444870e+00,8.657100e+06,1.186130e+00,1.028780e-01,6.777040e-01
2650,1.80184,1.244470e+01,5.614650e+00,8.795320e+06,1.184340e+00,1.017710e-01,6.820640e-01
2675,1.80184,1.242670e+01,5.795930e+00,8.937930e+06,1.182660e+00,1.006730e-01,6.864130e-01
2700,1.80184,1.240730e+01,5.989280e+00,9.085220e+06,1.181100e+00,9.958510e-02,6.907510e-01
2725,1.80184,1.238630e+01,6.195300e+00,9.237500e+06,1.179680e+00,9.850490e-02,6.950760e-01
2750,1.80184,1.236380e+01,6.414640e+00,9.395100e+06,1.178400e+00,9.743180e-02,6.993890e-01
2775,1.80184,1.233960e+01,6.647950e+00,9.558350e+06,1.177270e+00,9.636490e-02,7.036890e-01
2800,1.80184,1.231360e+01,6.895960e+00,9.727620e+06,1.176300e+00,9.530330e-02,7.079740e-01
2825,1.80184,1.228570e+01,7.159410e+00,9.903270e+06,1.175500e+00,9.424610e-02,7.122430e-01
2850,1.80184,1.225590e+01,7.439090e+00,1.008570e+07,1.174880e+00,9.319260e-02,7.164960e-01
2875,1.80184,1.222400e+01,7.735830e+00,1.027540e+07,1.174450e+00,9.214180e-02,7.207300e-01
2900,1.80184,1.218990e+01,8.050500e+00,1.047270e+07,1.174210e+00,9.109300e-02,7.249450e-01
2925,1.80184,1.215360e+01,8.384010e+00,1.067810e+07,1.174170e+00,9.004530e-02,7.291370e-01
2950,1.80184,1.211490e+01,8.737290e+00,1.089200e+07,1.174340e+00,8.899800e-02,7.333060e-01
2975,1.80184,1.207370e+01,9.111320e+00,1.111510e+07,1.174720e+00,8.795030e-02,7.374490e-01
3000,1.80184,1.203000e+01,9.507070e+00,1.134780e+07,1.175320e+00,8.690140e-02,7.415640e-01
3025,1.80184,1.198360e+01,9.925530e+00,1.159060e+07,1.176160e+00,8.585060e-02,7.456480e-01
3050,1.80184,1.193440e+01,1.036770e+01,1.184420e+07,1.177230e+00,8.479740e-02,7.496980e-01
3075,1.80184,1.188230e+01,1.083440e+01,1.210920e+07,1.178540e+00,8.374090e-02,7.537120e-01
3100,1.80184,1.182720e+01,1.132660e+01,1.238620e+07,1.180100e+00,8.268050e-02,7.576850e-01
3125,1.80184,1.176910e+01,1.184500e+01,1.267580e+07,1.181910e+00,8.161590e-02,7.616160e-01
3150,1.80184,1.170780e+01,1.239010e+01,1.297870e+07,1.183980e+00,8.054630e-02,7.655010e-01
3175,1.80184,1.164320e+01,1.296240e+01,1.329550e+07,1.186310e+00,7.947140e-02,7.693370e-01
3200,1.80184,1.157530e+01,1.356190e+01,1.362700e+07,1.188900e+00,7.839090e-02,7.731200e-01
3225,1.80184,1.150410e+01,1.418830e+01,1.397380e+07,1.191750e+00,7.730440e-02,7.768480e-01
3250,1.80184,1.142940e+01,1.484110e+01,1.433660e+07,1.194870e+00,7.621190e-02,7.805180e-01
3275,1.80184,1.135130e+01,1.551890e+01,1.471610e+07,1.198240e+00,7.511330e-02,7.841270e-01
3300,1.80184,1.126980e+01,1.622020e+01,1.511280e+07,1.201860e+00,7.400880e-02,7.876740e-01
3325,1.80184,1.118480e+01,1.694260e+01,1.552730e+07,1.205720e+00,7.289870e-02,7.911550e-01
3350,1.80184,1.109650e+01,1.768320e+01,1.596010e+07,1.209790e+00,7.178330e-02,7.945700e-01
3375,1.80184,1.100490e+01,1.843850e+01,1.641160e+07,1.214070e+00,7.066340e-02,7.979170e-01
3400,1.80184,1.091010e+01,1.920430e+01,1.688210e+07,1.218520e+00,6.953980e-02,8.011950e-01
3425,1.80184,1.081230e+01,1.997570e+01,1.737180e+07,1.223120e+00,6.841340e-02,8.044060e-01
3450,1.80184,1.071170e+01,2.074770e+01,1.788090e+07,1.227830e+00,6.728560e-02,8.075470e-01
3475,1.80184,1.060850e+01,2.151440e+01,1.840920e+07,1.232620e+00,6.615760e-02,8.106190e-01
3500,1.80184,1.050280e+01,2.227010e+01,1.895650e+07,1.237450e+00,6.503110e-02,8.136230e-01
3525,1.80184,1.039510e+01,2.300880e+01,1.952250e+07,1.242290e+00,6.390760e-02,8.165580e-01
3550,1.80184,1.028560e+01,2.372460e+01,2.010670e+07,1.247090e+00,6.278890e-02,8.194240e-01
3575,1.80184,1.017460e+01,2.441200e+01,2.070850e+07,1.251810e+00,6.167690e-02,8.222220e-01
3600,1.80184,1.006240e+01,2.506570e+01,2.132710e+07,1.256420e+00,6.057340e-02,8.249500e-01
3625,1.80184,9.949460e+00,2.568110e+01,2.196150e+07,1.260890e+00,5.948030e-02,8.276070e-01
3650,1.80184,9.836030e+00,2.625410e+01,2.261080e+07,1.265170e+00,5.839950e-02,8.301920e-01
3675,1.80184,9.722470e+00,2.678150e+01,2.327380e+07,1.269240e+00,5.733260e-02,8.327040e-01
3700,1.80184,9.609120e+00,2.726070e+01,2.394940e+07,1.273080e+00,5.628130e-02,8.351400e-01
3725,1.80184,9.496290e+00,2.768980e+01,2.463640e+07,1.276670e+00,5.524710e-02,8.374970e-01
3750,1.80184,9.384270e+00,2.806780e+01,2.533350e+07,1.279990e+00,5.423150e-02,8.397750e-01
3775,1.80184,9.273350e+00,2.839430e+01,2.603940e+07,1.283030e+00,5.323560e-02,8.419710e-01
3800,1.80184,9.163790e+00,2.866950e+01,2.675280e+07,1.285790e+00,5.226050e-02,8.440820e-01
3825,1.80184,9.055800e+00,2.889410e+01,2.747240e+07,1.288260e+00,5.130710e-02,8.461090e-01
3850,1.80184,8.949590e+00,2.906940e+01,2.819710e+07,1.290440e+00,5.037610e-02,8.480500e-01
3875,1.80184,8.845350e+00,2.919700e+01,2.892550e+07,1.292330e+00,4.946810e-02,8.499060e-01
3900,1.80184,8.743220e+00,2.927880e+01,2.965650e+07,1.293940e+00,4.858350e-02,8.516770e-01
3925,1.80184,8.643340e+00,2.931700e+01,3.038910e+07,1.295270e+00,4.772260e-02,8.533670e-01
3950,1.80184,8.545820e+00,2.931420e+01,3.112210e+07,1.296340e+00,4.688550e-02,8.549770e-01
3975,1.80184,8.450730e+00,2.927290e+01,3.185450e+07,1.297150e+00,4.607220e-02,8.565130e-01
4000,1.80184,8.358140e+00,2.919580e+01,3.258540e+07,1.297720e+00,4.528260e-02,8.579790e-01
200,3.20418,2.575290e+01,1.321060e+00,-5.940200e+06,1.323440e+00,4.962240e+00,8.941740e-02
225,3.20418,2.575290e+01,1.352440e+00,-5.906790e+06,1.313580e+00,4.410880e+00,9.938210e-02
250,3.20418,2.575290e+01,1.388770e+00,-5.872540e+06,1.302890e+00,3.969790e+00,1.092570e-01
275,3.20418,2.575290e+01,1.430920e+00,-5.837300e+06,1.291370e+00,3.608900e+00,1.190290e-01
300,3.20418,2.575290e+01,1.478330e+00,-5.800950e+06,1.279410e+00,3.308160e+00,1.286830e-01
325,3.20418,2.575290e+01,1.530070e+00,-5.763350e+06,1.267440e+00,3.053690e+00,1.385830e-01
350,3.20418,2.575290e+01,1.585300e+00,-5.724420e+06,1.255760e+00,2.835560e+00,1.484110e-01
375,3.20418,2.575270e+01,1.643800e+00,-5.684060e+06,1.244510e+00,2.646510e+00,1.581580e-01
400,3.20418,2.575220e+01,1.706540e+00,-5.642190e+06,1.233630e+00,2.481060e+00,1.678180e-01
425,3.20418,2.575070e+01,1.776800e+00,-5.598670e+06,1.222910e+00,2.334980e+00,1.773890e-01
450,3.20418,2.574680e+01,1.861540e+00,-5.553230e+06,1.211950e+00,2.204920e+00,1.868720e-01
475,3.20418,2.573770e+01,1.973230e+00,-5.505370e+06,1.200280e+00,2.088130e+00,1.962720e-01
500,3.20418,2.571830e+01,2.131510e+00,-5.454190e+06,1.187660e+00,1.982230e+00,2.056030e-01
525,3.20418,2.568010e+01,2.364330e+00,-5.398180e+06,1.174350e+00,1.885030e+00,2.145170e-01
550,3.20418,2.561030e+01,2.707420e+00,-5.335050e+06,1.161380e+00,1.794460e+00,2.233690e-01
575,3.20418,2.549150e+01,3.200540e+00,-5.261550e+06,1.150410e+00,1.708480e+00,2.322010e-01
600,3.20418,2.530160e+01,3.878210e+00,-5.173480e+06,1.143100e+00,1.625090e+00,2.410550e-01
625,3.20418,2.501780e+01,4.752180e+00,-5.065990e+06,1.140550e+00,1.542590e+00,2.497580e-01
650,3.20418,2.462240e+01,5.784580e+00,-4.934530e+06,1.142850e+00,1.459820e+00,2.585190e-01
675,3.20418,2.411240e+01,6.857600e+00,-4.776400e+06,1.148990e+00,1.376630e+00,2.673060e-01
700,3.20418,2.350900e+01,7.763140e+00,-4.593030e+06,1.156910e+00,1.294250e+00,2.760260e-01
725,3.20418,2.286010e+01,8.253930e+00,-4.391720e+06,1.163950e+00,1.215130e+00,2.845460e-01
750,3.20418,2.222950e+01,8.174160e+00,-4.185150e+06,1.167970e+00,1.142220e+00,2.927260e-01
775,3.20418,2.167440e+01,7.590590e+00,-3.987280e+06,1.168420e+00,1.077770e+00,3.004820e-01
800,3.20418,2.122380e+01,6.813230e+00,-3.807300e+06,1.166340e+00,1.022390e+00,3.077940e-01
825,3.20418,2.086500e+01,6.363270e+00,-3.643890e+06,1.164020e+00,9.746450e-01,3.146980e-01
850,3.20418,2.054200e+01,6.562320e+00,-3.483370e+06,1.164940e+00,9.313320e-01,3.213060e-01
875,3.20418,2.021120e+01,6.870690e+00,-3.314910e+06,1.168770e+00,8.901550e-01,3.277780e-01
900,3.20418,1.988610e+01,6.722200e+00,-3.143780e+06,1.171760e+00,8.515070e-01,3.342090e-01
925,3.20418,1.960550e+01,6.039220e+00,-2.983400e+06,1.172230e+00,8.168060e-01,3.406080e-01
950,3.20418,1.939430e+01,5.225990e+00,-2.842980e+06,1.171070e+00,7.867410e-01,3.469300e-01
975,3.20418,1.923870e+01,4.850160e+00,-2.718260e+06,1.168930e+00,7.604190e-01,3.531150e-01
1000,3.20418,1.910220e+01,4.948440e+00,-2.596420e+06,1.166910e+00,7.361470e-01,3.591440e-01
1025,3.20418,1.896140e+01,5.220410e+00,-2.469460e+06,1.166440e+00,7.129010e-01,3.648280e-01
1050,3.20418,1.880960e+01,5.523930e+00,-2.335170e+06,1.167350e+00,6.903560e-01,3.703920e-01
1075,3.20418,1.864590e+01,5.823980e+00,-2.193300e+06,1.169210e+00,6.684310e-01,3.758550e-01
1100,3.20418,1.847100e+01,6.111050e+00,-2.044080e+06,1.171720e+00,6.471120e-01,3.812280e-01
1125,3.20418,1.828630e+01,6.380390e+00,-1.887890e+06,1.174680e+00,6.264040e-01,3.865210e-01
1150,3.20418,1.809340e+01,6.628330e+00,-1.725230e+06,1.177920e+00,6.063220e-01,3.917430e-01
1175,3.20418,1.789410e+01,6.851990e+00,-1.556680e+06,1.181290e+00,5.868870e-01,3.969030e-01
1200,3.20418,1.769040e+01,7.049640e+00,-1.382850e+06,1.184670e+00,5.681190e-01,4.020080e-01
1225,3.20418,1.748420e+01,7.221120e+00,-1.204410e+06,1.187920e+00,5.500370e-01,4.070660e-01
1250,3.20418,1.727730e+01,7.368250e+00,-1.022000e+06,1.190910e+00,5.326560e-01,4.120850e-01
1275,3.20418,1.707120e+01,7.495260e+00,-8.361700e+05,1.193530e+00,5.159830e-01,4.170750e-01
1300,3.20418,1.686740e+01,7.609010e+00,-6.473480e+05,1.195660e+00,5.000180e-01,4.220430e-01
1325,3.20418,1.666680e+01,7.719210e+00,-4.557500e+05,1.197190e+00,4.847500e-01,4.269980e-01
1350,3.20418,1.647010e+01,7.838450e+00,-2.613130e+05,1.198050e+00,4.701580e-01,4.319500e-01
1375,3.20418,1.627740e+01,7.982160e+00,-6.362400e+04,1.198160e+00,4.562100e-01,4.369070e-01
1400,3.20418,1.608850e+01,8.168330e+00,1.381480e+05,1.197510e+00,4.428630e-01,4.418780e-01
1425,3.20418,1.590250e+01,8.417170e+00,3.453140e+05,1.196150e+00,4.300630e-01,4.468730e-01
1450,3.20418,1.571820e+01,8.750370e+00,5.597100e+05,1.194200e+00,4.177500e-01,4.519010e-01
1475,3.20418,1.553390e+01,9.189860e+00,7.837190e+05,1.191880e+00,4.058540e-01,4.569720e-01
1500,3.20418,1.534760e+01,9.755630e+00,1.020260e+06,1.189500e+00,3.943030e-01,4.620960e-01
1525,3.20418,1.515690e+01,1.046180e+01,1.272670e+06,1.187430e+00,3.830210e-01,4.672800e-01
1550,3.20418,1.495980e+01,1.130960e+01,1.544530e+06,1.186030e+00,3.719420e-01,4.725320e-01
1575,3.20418,1.475420e+01,1.227620e+01,1.839150e+06,1.185580e+00,3.610080e-01,4.778540e-01
1600,3.20418,1.453940e+01,1.329810e+01,2.158820e+06,1.186190e+00,3.501940e-01,4.832450e-01
1625,3.20418,1.431620e+01,1.425180e+01,2.503510e+06,1.187720e+00,3.395120e-01,4.886910e-01
1650,3.20418,1.408800e+01,1.494350e+01,2.869240e+06,1.189690e+00,3.290390e-01,4.941710e-01
1675,3.20418,1.386160e+01,1.513540e+01,3.246510e+06,1.191400e+00,3.189180e-01,4.996500e-01
1700,3.20418,1.364640e+01,1.463750e+01,3.620210e+06,1.192310e+00,3.093500e-01,5.050890e-01
1725,3.20418,1.345250e+01,1.344330e+01,3.972510e+06,1.192500e+00,3.005350e-01,5.104500e-01
1750,3.20418,1.328740e+01,1.179180e+01,4.288530e+06,1.192840e+00,2.926070e-01,5.157130e-01
1775,3.20418,1.315350e+01,1.004870e+01,4.561360e+06,1.194490e+00,2.855790e-01,5.208750e-01
1800,3.20418,1.304840e+01,8.505050e+00,4.792680e+06,1.197940e+00,2.793620e-01,5.259490e-01
1825,3.20418,1.296690e+01,7.281880e+00,4.989320e+06,1.202780e+00,2.738140e-01,5.309560e-01
1850,3.20418,1.290370e+01,6.370300e+00,5.159380e+06,1.208140e+00,2.687960e-01,5.359120e-01
1875,3.20418,1.285400e+01,5.708080e+00,5.309910e+06,1.213220e+00,2.641920e-01,5.408320e-01
1900,3.20418,1.281460e+01,5.228420e+00,5.446300e+06,1.217590e+00,2.599160e-01,5.457230e-01
1925,3.20418,1.278270e+01,4.877900e+00,5.572410e+06,1.221090e+00,2.559020e-01,5.505910e-01
1950,3.20418,1.275660e+01,4.618360e+00,5.690950e+06,1.223760e+00,2.521060e-01,5.554410e-01
1975,3.20418,1.273500e+01,4.423780e+00,5.803860e+06,1.225690e+00,2.484930e-01,5.602730e-01
2000,3.20418,1.271690e+01,4.276630e+00,5.912530e+06,1.227010e+00,2.450370e-01,5.650910e-01
