Tw_K,P_bar,M[kg/kmol],Cp[kJ/kg-K],h[J/kg],gamma[-],rho[kg/m3],mu[millipoise]
2025,3.20418,1.270150e+01,4.165010e+00,6.017990e+06,1.227810e+00,2.417200e-01,5.697520e-01
2050,3.20418,1.268830e+01,4.080700e+00,6.121010e+06,1.228170e+00,2.385240e-01,5.743960e-01
2075,3.20418,1.267690e+01,4.017940e+00,6.222200e+06,1.228180e+00,2.354380e-01,5.790250e-01
2100,3.20418,1.266690e+01,3.972600e+00,6.322050e+06,1.227870e+00,2.324520e-01,5.836390e-01
2125,3.20418,1.265800e+01,3.941650e+00,6.420950e+06,1.227310e+00,2.295550e-01,5.882380e-01
2150,3.20418,1.264990e+01,3.922860e+00,6.519240e+06,1.226520e+00,2.267420e-01,5.928240e-01
2175,3.20418,1.264260e+01,3.914560e+00,6.617180e+06,1.225530e+00,2.240060e-01,5.973950e-01
2200,3.20418,1.263580e+01,3.915480e+00,6.715040e+06,1.224370e+00,2.213410e-01,6.019540e-01
2225,3.20418,1.262930e+01,3.924660e+00,6.813030e+06,1.223070e+00,2.187420e-01,6.064990e-01
2250,3.20418,1.262310e+01,3.941420e+00,6.911340e+06,1.221630e+00,2.162060e-01,6.110310e-01
2275,3.20418,1.261710e+01,3.965210e+00,7.010160e+06,1.220080e+00,2.137270e-01,6.155520e-01
2300,3.20418,1.261110e+01,3.995680e+00,7.109650e+06,1.218430e+00,2.113030e-01,6.200600e-01
2325,3.20418,1.260500e+01,4.032560e+00,7.209990e+06,1.216700e+00,2.089310e-01,6.245560e-01
2350,3.20418,1.259890e+01,4.075710e+00,7.311330e+06,1.214890e+00,2.066070e-01,6.290410e-01
2375,3.20418,1.259250e+01,4.125040e+00,7.413830e+06,1.213020e+00,2.043290e-01,6.335150e-01
2400,3.20418,1.258590e+01,4.180540e+00,7.517640e+06,1.211100e+00,2.020940e-01,6.379780e-01
2425,3.20418,1.257890e+01,4.242270e+00,7.622910e+06,1.209130e+00,1.999000e-01,6.424300e-01
2450,3.20418,1.257150e+01,4.310310e+00,7.729800e+06,1.207140e+00,1.977450e-01,6.468720e-01
2475,3.20418,1.256370e+01,4.384810e+00,7.838480e+06,1.205130e+00,1.956250e-01,6.513030e-01
2500,3.20418,1.255530e+01,4.465920e+00,7.949100e+06,1.203120e+00,1.935400e-01,6.557250e-01
2525,3.20418,1.254640e+01,4.553870e+00,8.061830e+06,1.201100e+00,1.914870e-01,6.601360e-01
2550,3.20418,1.253680e+01,4.648880e+00,8.176850e+06,1.199100e+00,1.894640e-01,6.645380e-01
2575,3.20418,1.252640e+01,4.751200e+00,8.294340e+06,1.197130e+00,1.874700e-01,6.689290e-01
2600,3.20418,1.251530e+01,4.861120e+00,8.414470e+06,1.195200e+00,1.855030e-01,6.733110e-01
2625,3.20418,1.250340e+01,4.978940e+00,8.537460e+06,1.193310e+00,1.835600e-01,6.776840e-01
2650,3.20418,1.249050e+01,5.105000e+00,8.663490e+06,1.191470e+00,1.816420e-01,6.820460e-01
2675,3.20418,1.247660e+01,5.239640e+00,8.792780e+06,1.189710e+00,1.797440e-01,6.863990e-01
2700,3.20418,1.246170e+01,5.383220e+00,8.925550e+06,1.188030e+00,1.778680e-01,6.907410e-01
2725,3.20418,1.244570e+01,5.536150e+00,9.062020e+06,1.186430e+00,1.760090e-01,6.950730e-01
2750,3.20418,1.242850e+01,5.698840e+00,9.202440e+06,1.184930e+00,1.741680e-01,6.993950e-01
2775,3.20418,1.241010e+01,5.871720e+00,9.347050e+06,1.183540e+00,1.723430e-01,7.037050e-01
2800,3.20418,1.239030e+01,6.055260e+00,9.496110e+06,1.182260e+00,1.705320e-01,7.080040e-01
2825,3.20418,1.236910e+01,6.249940e+00,9.649900e+06,1.181100e+00,1.687340e-01,7.122910e-01
2850,3.20418,1.234650e+01,6.456260e+00,9.808700e+06,1.180080e+00,1.669480e-01,7.165650e-01
2875,3.20418,1.232230e+01,6.674770e+00,9.972820e+06,1.179200e+00,1.651710e-01,7.208250e-01
2900,3.20418,1.229640e+01,6.906020e+00,1.014250e+07,1.178460e+00,1.634040e-01,7.250710e-01
2925,3.20418,1.226890e+01,7.150610e+00,1.031820e+07,1.177880e+00,1.616440e-01,7.293010e-01
2950,3.20418,1.223950e+01,7.409150e+00,1.050020e+07,1.177460e+00,1.598910e-01,7.335140e-01
2975,3.20418,1.220830e+01,7.682280e+00,1.068880e+07,1.177210e+00,1.581430e-01,7.377080e-01
3000,3.20418,1.217510e+01,7.970660e+00,1.088440e+07,1.177130e+00,1.563980e-01,7.418830e-01
3025,3.20418,1.213980e+01,8.274980e+00,1.108750e+07,1.177230e+00,1.546570e-01,7.460370e-01
3050,3.20418,1.210250e+01,8.595940e+00,1.129830e+07,1.177510e+00,1.529170e-01,7.501670e-01
3075,3.20418,1.206290e+01,8.934250e+00,1.151740e+07,1.177990e+00,1.511780e-01,7.542710e-01
3100,3.20418,1.202100e+01,9.290610e+00,1.174520e+07,1.178660e+00,1.494380e-01,7.583490e-01
3125,3.20418,1.197670e+01,9.665730e+00,1.198210e+07,1.179540e+00,1.476960e-01,7.623970e-01
3150,3.20418,1.193000e+01,1.006030e+01,1.222860e+07,1.180630e+00,1.459520e-01,7.664120e-01
3175,3.20418,1.188070e+01,1.047480e+01,1.248530e+07,1.181930e+00,1.442050e-01,7.703940e-01
3200,3.20418,1.182880e+01,1.091000e+01,1.275260e+07,1.183450e+00,1.424530e-01,7.743380e-01
3225,3.20418,1.177420e+01,1.136630e+01,1.303100e+07,1.185190e+00,1.406970e-01,7.782430e-01
3250,3.20418,1.171680e+01,1.184390e+01,1.332100e+07,1.187150e+00,1.389340e-01,7.821050e-01
3275,3.20418,1.165660e+01,1.234310e+01,1.362330e+07,1.189350e+00,1.371650e-01,7.859230e-01
3300,3.20418,1.159360e+01,1.286380e+01,1.393840e+07,1.191770e+00,1.353900e-01,7.896940e-01
3325,3.20418,1.152760e+01,1.340570e+01,1.426670e+07,1.194430e+00,1.336070e-01,7.934140e-01
3350,3.20418,1.145860e+01,1.396830e+01,1.460880e+07,1.197310e+00,1.318170e-01,7.970830e-01
3375,3.20418,1.138670e+01,1.455070e+01,1.496530e+07,1.200420e+00,1.300190e-01,8.006980e-01
3400,3.20418,1.131180e+01,1.515160e+01,1.533650e+07,1.203740e+00,1.282140e-01,8.042580e-01
3425,3.20418,1.123400e+01,1.576930e+01,1.572300e+07,1.207280e+00,1.264020e-01,8.077600e-01
3450,3.20418,1.115320e+01,1.640180e+01,1.612510e+07,1.211010e+00,1.245840e-01,8.112030e-01
3475,3.20418,1.106960e+01,1.704670e+01,1.654320e+07,1.214920e+00,1.227600e-01,8.145880e-01
3500,3.20418,1.098320e+01,1.770090e+01,1.697750e+07,1.219010e+00,1.209320e-01,8.179120e-01
3525,3.20418,1.089410e+01,1.836130e+01,1.742830e+07,1.223230e+00,1.191010e-01,8.211760e-01
3550,3.20418,1.080250e+01,1.902410e+01,1.789560e+07,1.227580e+00,1.172680e-01,8.243800e-01
3575,3.20418,1.070850e+01,1.968540e+01,1.837950e+07,1.232020e+00,1.154350e-01,8.275240e-01
3600,3.20418,1.061240e+01,2.034130e+01,1.887980e+07,1.236520e+00,1.136030e-01,8.306080e-01
3625,3.20418,1.051420e+01,2.098740e+01,1.939650e+07,1.241070e+00,1.117760e-01,8.336320e-01
3650,3.20418,1.041420e+01,2.161950e+01,1.992910e+07,1.245620e+00,1.099550e-01,8.365970e-01
3675,3.20418,1.031270e+01,2.223350e+01,2.047730e+07,1.250150e+00,1.081430e-01,8.395020e-01
3700,3.20418,1.021000e+01,2.282550e+01,2.104060e+07,1.254620e+00,1.063420e-01,8.423470e-01
3725,3.20418,1.010620e+01,2.339180e+01,2.161830e+07,1.259000e+00,1.045540e-01,8.451320e-01
3750,3.20418,1.000160e+01,2.392920e+01,2.220990e+07,1.263280e+00,1.027830e-01,8.478560e-01
3775,3.20418,9.896580e+00,2.443480e+01,2.281450e+07,1.267420e+00,1.010300e-01,8.505180e-01
3800,3.20418,9.791310e+00,2.490630e+01,2.343140e+07,1.271400e+00,9.929770e-02,8.531150e-01
3825,3.20418,9.686080e+00,2.534170e+01,2.405960e+07,1.275200e+00,9.758850e-02,8.556480e-01
3850,3.20418,9.581140e+00,2.573960e+01,2.469820e+07,1.278810e+00,9.590440e-02,8.581130e-01
3875,3.20418,9.476730e+00,2.609920e+01,2.534620e+07,1.282200e+00,9.424720e-02,8.605090e-01
3900,3.20418,9.373060e+00,2.641980e+01,2.600280e+07,1.285370e+00,9.261870e-02,8.628330e-01
3925,3.20418,9.270360e+00,2.670150e+01,2.666690e+07,1.288320e+00,9.102040e-02,8.650850e-01
3950,3.20418,9.168810e+00,2.694450e+01,2.733750e+07,1.291030e+00,8.945360e-02,8.672630e-01
3975,3.20418,9.068590e+00,2.714940e+01,2.801380e+07,1.293500e+00,8.791940e-02,8.693650e-01
4000,3.20418,8.969860e+00,2.731720e+01,2.869470e+07,1.295730e+00,8.641870e-02,8.713910e-01
200,5.69792,2.575290e+01,1.321060e+00,-5.940200e+06,1.323440e+00,8.824250e+00,8.941740e-02
225,5.69792,2.575290e+01,1.352440e+00,-5.906790e+06,1.313580e+00,7.843780e+00,9.938210e-02
250,5.69792,2.575290e+01,1.388770e+00,-5.872540e+06,1.302890e+00,7.059400e+00,1.092570e-01
275,5.69792,2.575290e+01,1.430920e+00,-5.837300e+06,1.291370e+00,6.417640e+00,1.190290e-01
300,5.69792,2.575290e+01,1.478330e+00,-5.800950e+06,1.279410e+00,5.882840e+00,1.286830e-01
325,5.69792,2.575290e+01,1.530040e+00,-5.763350e+06,1.267450e+00,5.430310e+00,1.385830e-01
350,5.69792,2.575290e+01,1.585180e+00,-5.724420e+06,1.255780e+00,5.042420e+00,1.484110e-01
375,5.69792,2.575280e+01,1.643300e+00,-5.684070e+06,1.244570e+00,4.706240e+00,1.581570e-01
400,5.69792,2.575240e+01,1.704910e+00,-5.642220e+06,1.233830e+00,4.412040e+00,1.678180e-01
425,5.69792,2.575130e+01,1.772210e+00,-5.598780e+06,1.223380e+00,4.152340e+00,1.773880e-01
450,5.69792,2.574850e+01,1.850140e+00,-5.553530e+06,1.212950e+00,3.921220e+00,1.868670e-01
475,5.69792,2.574190e+01,1.947650e+00,-5.506110e+06,1.202150e+00,3.713880e+00,1.962610e-01
500,5.69792,2.572770e+01,2.079050e+00,-5.455860e+06,1.190700e+00,3.526250e+00,2.055790e-01
525,5.69792,2.569990e+01,2.264870e+00,-5.401700e+06,1.178640e+00,3.354700e+00,2.144680e-01
550,5.69792,2.564890e+01,2.531940e+00,-5.341940e+06,1.166550e+00,3.195860e+00,2.232750e-01
575,5.69792,2.556150e+01,2.911530e+00,-5.274170e+06,1.155570e+00,3.046490e+00,2.320330e-01
600,5.69792,2.542050e+01,3.434360e+00,-5.195170e+06,1.147120e+00,2.903450e+00,2.407770e-01
625,5.69792,2.520640e+01,4.120960e+00,-5.101080e+06,1.142410e+00,2.763840e+00,2.493310e-01
650,5.69792,2.490090e+01,4.965890e+00,-4.987790e+06,1.142020e+00,2.625330e+00,2.579140e-01
675,5.69792,2.449280e+01,5.916890e+00,-4.851880e+06,1.145730e+00,2.486660e+00,2.665230e-01
700,5.69792,2.398550e+01,6.856560e+00,-4.692020e+06,1.152400e+00,2.348190e+00,2.751150e-01
725,5.69792,2.340300e+01,7.606250e+00,-4.510630e+06,1.160090e+00,2.212150e+00,2.836000e-01
750,5.69792,2.278940e+01,7.978380e+00,-4.314880e+06,1.166580e+00,2.082350e+00,2.918640e-01
775,5.69792,2.219840e+01,7.875990e+00,-4.115720e+06,1.170210e+00,1.962920e+00,2.998010e-01
800,5.69792,2.167560e+01,7.375680e+00,-3.924450e+06,1.170630e+00,1.856790e+00,3.073530e-01
825,5.69792,2.124300e+01,6.728110e+00,-3.748200e+06,1.168770e+00,1.764590e+00,3.145130e-01
850,5.69792,2.089090e+01,6.312690e+00,-3.586100e+06,1.166550e+00,1.684310e+00,3.213170e-01
875,5.69792,2.057790e+01,6.387350e+00,-3.428260e+06,1.166890e+00,1.611670e+00,3.278500e-01
900,5.69792,2.026600e+01,6.629120e+00,-3.265320e+06,1.170090e+00,1.543150e+00,3.342370e-01
925,5.69792,1.995790e+01,6.574900e+00,-3.099370e+06,1.173150e+00,1.478610e+00,3.405690e-01
950,5.69792,1.968190e+01,6.090550e+00,-2.940260e+06,1.173990e+00,1.419790e+00,3.468690e-01
975,5.69792,1.946180e+01,5.402360e+00,-2.796620e+06,1.172820e+00,1.367920e+00,3.531120e-01
1000,5.69792,1.929540e+01,4.945550e+00,-2.668130e+06,1.170640e+00,1.322320e+00,3.592470e-01
1025,5.69792,1.915680e+01,4.894910e+00,-2.545830e+06,1.168520e+00,1.280800e+00,3.650410e-01
1050,5.69792,1.902220e+01,5.068310e+00,-2.421550e+06,1.167650e+00,1.241520e+00,3.707000e-01
1075,5.69792,1.888140e+01,5.309880e+00,-2.291880e+06,1.168120e+00,1.203670e+00,3.762440e-01
1100,5.69792,1.873150e+01,5.564540e+00,-2.155950e+06,1.169560e+00,1.166970e+00,3.816910e-01
1125,5.69792,1.857220e+01,5.815350e+00,-2.013690e+06,1.171690e+00,1.131340e+00,3.870540e-01
1150,5.69792,1.840430e+01,6.055570e+00,-1.865270e+06,1.174300e+00,1.096740e+00,3.923410e-01
1175,5.69792,1.822880e+01,6.281410e+00,-1.711030e+06,1.177220e+00,1.063170e+00,3.975620e-01
1200,5.69792,1.804690e+01,6.490400e+00,-1.551340e+06,1.180330e+00,1.030630e+00,4.027220e-01
1225,5.69792,1.786020e+01,6.681130e+00,-1.386660e+06,1.183510e+00,9.991550e-01,4.078290e-01
1250,5.69792,1.767010e+01,6.853410e+00,-1.217440e+06,1.186640e+00,9.687490e-01,4.128910e-01
1275,5.69792,1.747800e+01,7.008530e+00,-1.044130e+06,1.189620e+00,9.394290e-01,4.179130e-01
1300,5.69792,1.728520e+01,7.149460e+00,-8.671340e+05,1.192320e+00,9.112000e-01,4.229030e-01
1325,5.69792,1.709290e+01,7.281130e+00,-6.867390e+05,1.194660e+00,8.840600e-01,4.278690e-01
1350,5.69792,1.690190e+01,7.410520e+00,-5.030980e+05,1.196550e+00,8.579940e-01,4.328170e-01
1375,5.69792,1.671290e+01,7.546830e+00,-3.161560e+05,1.197880e+00,8.329730e-01,4.377550e-01
1400,5.69792,1.652610e+01,7.701410e+00,-1.256040e+05,1.198620e+00,8.089560e-01,4.426910e-01
1425,5.69792,1.634150e+01,7.887710e+00,6.917830e+04,1.198730e+00,7.858870e-01,4.476320e-01
1450,5.69792,1.615870e+01,8.121050e+00,2.691730e+05,1.198220e+00,7.636950e-01,4.525880e-01
1475,5.69792,1.597670e+01,8.418120e+00,4.757620e+05,1.197170e+00,7.422970e-01,4.575650e-01
1500,5.69792,1.579450e+01,8.796280e+00,6.907550e+05,1.195720e+00,7.216000e-01,4.625720e-01
1525,5.69792,1.561050e+01,9.272130e+00,9.163900e+05,1.194090e+00,7.015020e-01,4.676190e-01
1550,5.69792,1.542300e+01,9.859180e+00,1.155290e+06,1.192560e+00,6.818980e-01,4.727120e-01
1575,5.69792,1.523020e+01,1.056370e+01,1.410330e+06,1.191430e+00,6.626860e-01,4.778600e-01
1600,5.69792,1.503050e+01,1.137840e+01,1.684400e+06,1.190980e+00,6.437770e-01,4.830650e-01
1625,5.69792,1.482270e+01,1.227180e+01,1.979920e+06,1.191380e+00,6.251080e-01,4.883310e-01
1650,5.69792,1.460670e+01,1.317610e+01,2.298100e+06,1.192660e+00,6.066650e-01,4.936510e-01
1675,5.69792,1.438400e+01,1.397420e+01,2.637850e+06,1.194600e+00,5.885000e-01,4.990150e-01
1700,5.69792,1.415850e+01,1.449990e+01,2.994540e+06,1.196760e+00,5.707560e-01,5.044010e-01
1725,5.69792,1.393660e+01,1.456960e+01,3.359030e+06,1.198550e+00,5.536680e-01,5.097810e-01
1750,5.69792,1.372650e+01,1.405760e+01,3.718130e+06,1.199570e+00,5.375320e-01,5.151220e-01
1775,5.69792,1.353660e+01,1.298790e+01,4.057210e+06,1.199910e+00,5.226300e-01,5.203950e-01
1800,5.69792,1.337280e+01,1.155850e+01,4.364500e+06,1.200270e+00,5.091350e-01,5.255850e-01
1825,5.69792,1.323700e+01,1.004760e+01,4.634480e+06,1.201480e+00,4.970600e-01,5.306910e-01
1850,5.69792,1.312730e+01,8.678510e+00,4.868100e+06,1.203920e+00,4.862780e-01,5.357230e-01
1875,5.69792,1.303960e+01,7.554780e+00,5.070470e+06,1.207360e+00,4.765910e-01,5.406950e-01
1900,5.69792,1.296970e+01,6.683040e+00,5.247950e+06,1.211250e+00,4.677960e-01,5.456220e-01
1925,5.69792,1.291340e+01,6.023870e+00,5.406400e+06,1.215050e+00,4.597170e-01,5.505140e-01
1950,5.69792,1.286760e+01,5.528250e+00,5.550510e+06,1.218430e+00,4.522160e-01,5.553790e-01
1975,5.69792,1.283010e+01,5.153630e+00,5.683820e+06,1.221220e+00,4.451880e-01,5.602230e-01
2000,5.69792,1.279880e+01,4.867660e+00,5.808920e+06,1.223430e+00,4.385540e-01,5.650480e-01
2025,5.69792,1.277270e+01,4.647160e+00,5.927740e+06,1.225090e+00,4.322530e-01,5.697130e-01
2050,5.69792,1.275050e+01,4.475770e+00,6.041690e+06,1.226260e+00,4.262410e-01,5.743610e-01
2075,5.69792,1.273150e+01,4.342010e+00,6.151840e+06,1.227000e+00,4.204790e-01,5.789930e-01
2100,5.69792,1.271520e+01,4.237680e+00,6.259040e+06,1.227390e+00,4.149410e-01,5.836100e-01
2125,5.69792,1.270100e+01,4.156870e+00,6.363920e+06,1.227460e+00,4.096010e-01,5.882110e-01
2150,5.69792,1.268850e+01,4.095200e+00,6.467040e+06,1.227250e+00,4.044410e-01,5.927980e-01
2175,5.69792,1.267750e+01,4.049430e+00,6.568820e+06,1.226810e+00,3.994440e-01,5.973710e-01
2200,5.69792,1.266760e+01,4.017080e+00,6.669620e+06,1.226160e+00,3.945960e-01,6.019300e-01
2225,5.69792,1.265860e+01,3.996260e+00,6.769770e+06,1.225330e+00,3.898860e-01,6.064760e-01
2250,5.69792,1.265030e+01,3.985480e+00,6.869520e+06,1.224340e+00,3.853030e-01,6.110100e-01
2275,5.69792,1.264270e+01,3.983620e+00,6.969110e+06,1.223210e+00,3.808370e-01,6.155300e-01
2300,5.69792,1.263540e+01,3.989790e+00,7.068770e+06,1.221960e+00,3.764820e-01,6.200390e-01
2325,5.69792,1.262850e+01,4.003310e+00,7.168660e+06,1.220600e+00,3.722290e-01,6.245350e-01
2350,5.69792,1.262170e+01,4.023660e+00,7.268990e+06,1.219150e+00,3.680720e-01,6.290200e-01
2375,5.69792,1.261510e+01,4.050440e+00,7.369900e+06,1.217610e+00,3.640060e-01,6.334940e-01
2400,5.69792,1.260850e+01,4.083370e+00,7.471560e+06,1.216010e+00,3.600250e-01,6.379570e-01
2425,5.69792,1.260180e+01,4.122260e+00,7.574120e+06,1.214350e+00,3.561250e-01,6.424080e-01
2450,5.69792,1.259500e+01,4.166970e+00,7.677720e+06,1.212630e+00,3.523000e-01,6.468500e-01
2475,5.69792,1.258790e+01,4.217440e+00,7.782520e+06,1.210880e+00,3.485470e-01,6.512810e-01
2500,5.69792,1.258060e+01,4.273670e+00,7.888640e+06,1.209100e+00,3.448610e-01,6.557010e-01
2525,5.69792,1.257300e+01,4.335670e+00,7.996250e+06,1.207300e+00,3.412390e-01,6.601120e-01
2550,5.69792,1.256490e+01,4.403520e+00,8.105470e+06,1.205490e+00,3.376770e-01,6.645130e-01
2575,5.69792,1.255640e+01,4.477320e+00,8.216470e+06,1.203680e+00,3.341720e-01,6.689050e-01
2600,5.69792,1.254740e+01,4.557200e+00,8.329390e+06,1.201870e+00,3.307220e-01,6.732860e-01
2625,5.69792,1.253780e+01,4.643320e+00,8.444380e+06,1.200080e+00,3.273220e-01,6.776590e-01
2650,5.69792,1.252760e+01,4.735850e+00,8.561610e+06,1.198310e+00,3.239690e-01,6.820220e-01
2675,5.69792,1.251670e+01,4.835000e+00,8.681230e+06,1.196580e+00,3.206620e-01,6.863760e-01
2700,5.69792,1.250510e+01,4.940990e+00,8.803420e+06,1.194900e+00,3.173980e-01,6.907200e-01
2725,5.69792,1.249260e+01,5.054050e+00,8.928340e+06,1.193260e+00,3.141730e-01,6.950550e-01
2750,5.69792,1.247930e+01,5.174450e+00,9.056180e+06,1.191680e+00,3.109850e-01,6.993800e-01
2775,5.69792,1.246510e+01,5.302450e+00,9.187130e+06,1.190180e+00,3.078320e-01,7.036960e-01
2800,5.69792,1.244990e+01,5.438360e+00,9.321370e+06,1.188750e+00,3.047120e-01,7.080020e-01
2825,5.69792,1.243370e+01,5.582470e+00,9.459110e+06,1.187400e+00,3.016220e-01,7.122970e-01
2850,5.69792,1.241630e+01,5.735110e+00,9.600560e+06,1.186150e+00,2.985590e-01,7.165820e-01
2875,5.69792,1.239780e+01,5.896630e+00,9.745940e+06,1.184990e+00,2.955220e-01,7.208560e-01
2900,5.69792,1.237810e+01,6.067380e+00,9.895470e+06,1.183940e+00,2.925090e-01,7.251180e-01
2925,5.69792,1.235710e+01,6.247750e+00,1.004940e+07,1.183000e+00,2.895170e-01,7.293680e-01
2950,5.69792,1.233480e+01,6.438120e+00,1.020790e+07,1.182190e+00,2.865450e-01,7.336060e-01
2975,5.69792,1.231110e+01,6.638920e+00,1.037140e+07,1.181500e+00,2.835900e-01,7.378290e-01
3000,5.69792,1.228580e+01,6.850560e+00,1.054000e+07,1.180940e+00,2.806500e-01,7.420380e-01
3025,5.69792,1.225910e+01,7.073500e+00,1.071400e+07,1.180520e+00,2.777240e-01,7.462320e-01
3050,5.69792,1.223070e+01,7.308190e+00,1.089380e+07,1.180240e+00,2.748100e-01,7.504080e-01
3075,5.69792,1.220060e+01,7.555130e+00,1.107950e+07,1.180110e+00,2.719060e-01,7.545670e-01
3100,5.69792,1.216880e+01,7.814800e+00,1.127160e+07,1.180130e+00,2.690090e-01,7.587070e-01
3125,5.69792,1.213510e+01,8.087690e+00,1.147040e+07,1.180320e+00,2.661200e-01,7.628250e-01
3150,5.69792,1.209960e+01,8.374320e+00,1.167610e+07,1.180670e+00,2.632350e-01,7.669220e-01
3175,5.69792,1.206210e+01,8.675180e+00,1.188920e+07,1.181180e+00,2.603530e-01,7.709940e-01
3200,5.69792,1.202260e+01,8.990780e+00,1.211000e+07,1.181880e+00,2.574730e-01,7.750400e-01
3225,5.69792,1.198100e+01,9.321590e+00,1.233890e+07,1.182750e+00,2.545930e-01,7.790590e-01
3250,5.69792,1.193730e+01,9.668060e+00,1.257620e+07,1.183800e+00,2.517120e-01,7.830480e-01
3275,5.69792,1.189130e+01,1.003060e+01,1.282240e+07,1.185040e+00,2.488290e-01,7.870050e-01
3300,5.69792,1.184310e+01,1.040960e+01,1.307790e+07,1.186470e+00,2.459420e-01,7.909280e-01
3325,5.69792,1.179250e+01,1.080530e+01,1.334300e+07,1.188100e+00,2.430500e-01,7.948150e-01
3350,5.69792,1.173950e+01,1.121790e+01,1.361830e+07,1.189920e+00,2.401520e-01,7.986640e-01
3375,5.69792,1.168410e+01,1.164740e+01,1.390410e+07,1.191940e+00,2.372480e-01,8.024730e-01
3400,5.69792,1.162620e+01,1.209390e+01,1.420080e+07,1.194160e+00,2.343360e-01,8.062390e-01
3425,5.69792,1.156580e+01,1.255700e+01,1.450890e+07,1.196580e+00,2.314170e-01,8.099620e-01
3450,5.69792,1.150280e+01,1.303640e+01,1.482880e+07,1.199200e+00,2.284900e-01,8.136390e-01
3475,5.69792,1.143730e+01,1.353130e+01,1.516080e+07,1.202020e+00,2.255540e-01,8.172680e-01
3500,5.69792,1.136920e+01,1.404100e+01,1.550550e+07,1.205030e+00,2.226100e-01,8.208490e-01
3525,5.69792,1.129860e+01,1.456420e+01,1.586300e+07,1.208220e+00,2.196580e-01,8.243790e-01
3550,5.69792,1.122550e+01,1.509970e+01,1.623380e+07,1.211600e+00,2.166990e-01,8.278580e-01
3575,5.69792,1.114980e+01,1.564560e+01,1.661810e+07,1.215140e+00,2.137340e-01,8.312860e-01
3600,5.69792,1.107180e+01,1.620010e+01,1.701610e+07,1.218840e+00,2.107640e-01,8.346610e-01
3625,5.69792,1.099140e+01,1.676090e+01,1.742810e+07,1.222680e+00,2.077900e-01,8.379840e-01
3650,5.69792,1.090870e+01,1.732560e+01,1.785420e+07,1.226640e+00,2.048150e-01,8.412540e-01
3675,5.69792,1.082390e+01,1.789170e+01,1.829440e+07,1.230710e+00,2.018400e-01,8.444720e-01
3700,5.69792,1.073700e+01,1.845610e+01,1.874880e+07,1.234870e+00,1.988670e-01,8.476380e-01
3725,5.69792,1.064830e+01,1.901610e+01,1.921720e+07,1.239090e+00,1.959000e-01,8.507510e-01
3750,5.69792,1.055780e+01,1.956870e+01,1.969950e+07,1.243350e+00,1.929410e-01,8.538140e-01
3775,5.69792,1.046580e+01,2.011090e+01,2.019550e+07,1.247620e+00,1.899930e-01,8.568240e-01
3800,5.69792,1.037240e+01,2.063990e+01,2.070500e+07,1.251900e+00,1.870580e-01,8.597840e-01
3825,5.69792,1.027780e+01,2.115270e+01,2.122740e+07,1.256140e+00,1.841420e-01,8.626920e-01
3850,5.69792,1.018230e+01,2.164700e+01,2.176240e+07,1.260330e+00,1.812450e-01,8.655480e-01
3875,5.69792,1.008600e+01,2.212030e+01,2.230960e+07,1.264450e+00,1.783730e-01,8.683520e-01
3900,5.69792,9.989120e+00,2.257060e+01,2.286830e+07,1.268470e+00,1.755270e-01,8.711030e-01
3925,5.69792,9.891910e+00,2.299600e+01,2.343790e+07,1.272380e+00,1.727120e-01,8.738000e-01
3950,5.69792,9.794540e+00,2.339510e+01,2.401780e+07,1.276150e+00,1.699300e-01,8.764410e-01
3975,5.69792,9.697230e+00,2.376680e+01,2.460740e+07,1.279790e+00,1.671830e-01,8.790260e-01
4000,5.69792,9.600170e+00,2.411010e+01,2.520590e+07,1.283260e+00,1.644750e-01,8.815510e-01
200,10.1325,2.575290e+01,1.321060e+00,-5.940200e+06,1.323440e+00,1.569200e+01,8.941740e-02
225,10.1325,2.575290e+01,1.352440e+00,-5.906790e+06,1.313580e+00,1.394840e+01,9.938210e-02
250,10.1325,2.575290e+01,1.388770e+00,-5.872540e+06,1.302890e+00,1.255360e+01,1.092570e-01
275,10.1325,2.575290e+01,1.430920e+00,-5.837300e+06,1.291370e+00,1.141240e+01,1.190290e-01
300,10.1325,2.575290e+01,1.478330e+00,-5.800950e+06,1.279420e+00,1.046130e+01,1.286830e-01
325,10.1325,2.575290e+01,1.530020e+00,-5.763350e+06,1.267450e+00,9.656610e+00,1.385830e-01
350,10.1325,2.575290e+01,1.585080e+00,-5.724420e+06,1.255790e+00,8.966840e+00,1.484110e-01
375,10.1325,2.575280e+01,1.642930e+00,-5.684080e+06,1.244620e+00,8.369030e+00,1.581570e-01
