P_atm,Tw[K],B'c,hw[MJ/kg],N,O,NO,N2,O2,Mo,MoO,MoO2,MoO3,Mo2O6,Mo3O9,Mo4O12,Mo5O15,Mo(cr),Mo(L),MoO2(cr),MoO3(cr),MoO3(L)
562.341,4.375000e+03,5.345950e-01,3.223260e+00,2.340320e-04,9.984780e-03,2.681370e-02,8.007490e-01,6.721710e-03,2.747880e-04,1.308950e-02,8.732620e-02,4.636950e-02,6.722810e-03,1.695760e-03,1.768990e-05,8.672530e-08,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
562.341,4.400000e+03,5.363520e-01,3.281560e+00,2.520670e-04,1.058870e-02,2.764840e-02,7.979520e-01,6.975180e-03,3.010250e-04,1.388800e-02,8.903780e-02,4.570410e-02,6.177330e-03,1.460420e-03,1.434570e-05,6.642570e-08,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
562.341,4.425000e+03,5.380500e-01,3.339340e+00,2.712730e-04,1.121470e-02,2.848160e-02,7.952270e-01,7.226020e-03,3.294370e-04,1.471540e-02,9.064300e-02,4.496740e-02,5.659580e-03,1.252600e-03,1.157210e-05,5.054440e-08,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
562.341,4.450000e+03,5.396890e-01,3.396590e+00,2.917100e-04,1.186270e-02,2.931230e-02,7.925730e-01,7.473670e-03,3.601740e-04,1.557150e-02,9.213920e-02,4.416580e-02,5.170720e-03,1.070160e-03,9.287280e-06,3.821860e-08,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
562.341,4.475000e+03,5.412690e-01,3.453350e+00,3.134440e-04,1.253270e-02,3.013970e-02,7.899860e-01,7.717590e-03,3.933990e-04,1.645620e-02,9.352490e-02,4.330610e-02,4.711430e-03,9.108630e-04,7.417440e-06,2.872540e-08,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
562.341,4.500000e+03,5.427900e-01,3.509630e+00,3.365380e-04,1.322470e-02,3.096320e-02,7.874640e-01,7.957290e-03,4.292790e-04,1.736970e-02,9.479920e-02,4.239530e-02,4.281980e-03,7.725240e-04,5.896770e-06,2.146730e-08,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
562.341,4.525000e+03,5.442550e-01,3.565460e+00,3.610610e-04,1.393880e-02,3.178190e-02,7.850040e-01,8.192350e-03,4.679950e-04,1.831160e-02,9.596220e-02,4.144010e-02,3.882240e-03,6.529890e-04,4.667420e-06,1.595680e-08,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
562.341,4.550000e+03,5.456650e-01,3.620880e+00,3.870820e-04,1.467480e-02,3.259520e-02,7.826020e-01,8.422390e-03,5.097350e-04,1.928190e-02,9.701430e-02,4.044740e-02,3.511750e-03,5.501960e-04,3.679180e-06,1.180070e-08,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
562.341,4.575000e+03,5.470230e-01,3.675930e+00,4.146740e-04,1.543290e-02,3.340250e-02,7.802530e-01,8.647060e-03,5.546960e-04,2.028050e-02,9.795660e-02,3.942360e-02,3.169730e-03,4.621980e-04,2.888980e-06,8.685490e-09,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
562.341,4.600000e+03,5.483330e-01,3.730640e+00,4.439120e-04,1.621290e-02,3.420330e-02,7.779530e-01,8.866060e-03,6.030890e-04,2.130730e-02,9.879090e-02,3.837500e-02,2.855180e-03,3.871840e-04,2.260290e-06,6.364130e-09,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
562.341,4.625000e+03,5.495980e-01,3.785050e+00,4.748710e-04,1.701480e-02,3.499710e-02,7.756990e-01,9.079130e-03,6.551340e-04,2.236200e-02,9.951900e-02,3.730730e-02,2.566900e-03,3.234910e-04,1.762420e-06,4.643740e-09,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
562.341,4.650000e+03,5.508220e-01,3.839210e+00,5.076320e-04,1.783860e-02,3.578320e-02,7.734850e-01,9.286020e-03,7.110610e-04,2.344450e-02,1.001430e-01,3.622600e-02,2.303570e-03,2.696100e-04,1.369860e-06,3.375210e-09,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
562.341,4.675000e+03,5.520090e-01,3.893160e+00,5.422760e-04,1.868420e-02,3.656130e-02,7.713090e-01,9.486530e-03,7.711150e-04,2.455460e-02,1.006660e-01,3.513620e-02,2.063740e-03,2.241860e-04,1.061600e-06,2.444290e-09,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
562.341,4.700000e+03,5.531630e-01,3.946930e+00,5.788870e-04,1.955140e-02,3.733090e-02,7.691660e-01,9.680470e-03,8.355500e-04,2.569200e-02,1.010900e-01,3.404240e-02,1.845930e-03,1.860130e-04,8.204320e-07,1.764130e-09,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
562.341,4.725000e+03,5.542890e-01,4.000560e+00,6.175510e-04,2.044020e-02,3.809150e-02,7.670530e-01,9.867660e-03,9.046340e-04,2.685640e-02,1.014170e-01,3.294880e-02,1.648630e-03,1.540290e-04,6.324190e-07,1.269200e-09,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
562.341,4.750000e+03,5.553920e-01,4.054090e+00,6.583580e-04,2.135040e-02,3.884260e-02,7.649660e-01,1.004790e-02,9.786490e-04,2.804760e-02,1.016520e-01,3.185910e-02,1.470340e-03,1.273030e-04,4.863170e-07,9.104300e-10,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
562.341,4.775000e+03,5.564760e-01,4.107540e+00,7.013980e-04,2.228180e-02,3.958380e-02,7.629010e-01,1.022120e-02,1.057890e-03,2.926530e-02,1.017950e-01,3.077680e-02,1.309580e-03,1.050280e-04,3.731250e-07,6.512670e-10,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
562.341,4.800000e+03,5.575450e-01,4.160950e+00,7.467660e-04,2.323430e-02,4.031470e-02,7.608570e-01,1.038730e-02,1.142660e-03,3.050890e-02,1.018520e-01,2.970470e-02,1.164930e-03,8.650580e-05,2.856720e-07,4.646700e-10,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
562.341,4.825000e+03,5.586050e-01,4.214340e+00,7.945590e-04,2.420760e-02,4.103490e-02,7.588310e-01,1.054610e-02,1.233300e-03,3.177810e-02,1.018230e-01,2.864540e-02,1.035020e-03,7.113830e-05,2.182810e-07,3.307290e-10,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
562.341,4.850000e+03,5.596590e-01,4.267740e+00,8.448740e-04,2.520140e-02,4.174380e-02,7.568190e-01,1.069750e-02,1.330120e-03,3.307240e-02,1.017130e-01,2.760120e-02,9.185570e-04,5.841390e-05,1.664750e-07,2.348560e-10,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
562.341,4.875000e+03,5.607110e-01,4.321170e+00,8.978150e-04,2.621540e-02,4.244100e-02,7.548200e-01,1.084140e-02,1.433500e-03,3.439130e-02,1.015230e-01,2.657420e-02,8.143180e-04,4.789790e-05,1.267390e-07,1.664140e-10,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
562.341,4.900000e+03,5.617680e-01,4.374640e+00,9.534850e-04,2.724930e-02,4.312620e-02,7.528320e-01,1.097770e-02,1.543800e-03,3.573420e-02,1.012570e-01,2.556580e-02,7.211640e-04,3.922260e-05,9.632560e-08,1.176750e-10,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
562.341,4.925000e+03,5.628320e-01,4.428170e+00,1.011990e-03,2.830270e-02,4.379890e-02,7.508530e-01,1.110630e-02,1.661410e-03,3.710050e-02,1.009170e-01,2.457770e-02,6.380370e-04,3.207760e-05,7.309290e-08,8.304830e-11,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
562.341,4.950000e+03,5.639080e-01,4.481780e+00,1.073440e-03,2.937520e-02,4.445860e-02,7.488820e-01,1.122720e-02,1.786730e-03,3.848950e-02,1.005060e-01,2.361090e-02,5.639560e-04,2.620210e-05,5.537870e-08,5.850120e-11,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
562.341,4.975000e+03,5.650000e-01,4.535480e+00,1.137950e-03,3.046650e-02,4.510490e-02,7.469170e-01,1.134030e-02,1.920180e-03,3.990070e-02,1.000270e-01,2.266650e-02,4.980200e-04,2.137770e-05,4.189600e-08,4.113590e-11,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
562.341,5.000000e+03,5.661130e-01,4.589280e+00,1.205640e-03,3.157590e-02,4.573750e-02,7.449560e-01,1.144550e-02,2.062200e-03,4.133310e-02,9.948220e-02,2.174530e-02,4.394050e-04,1.742180e-05,3.165100e-08,2.887560e-11,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1000,3.000000e+02,0.000000e+00,1.923390e-03,1.601230e-81,1.816160e-90,6.967340e-64,1.000000e+00,1.502250e-96,2.278930e-110,1.542830e-106,9.621960e-92,1.227710e-82,5.799400e-97,2.132770e-116,5.746550e-142,4.698540e-171,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,3.250000e+02,0.000000e+00,2.792160e-02,3.437960e-75,3.497070e-83,1.026960e-58,1.000000e+00,1.171320e-88,1.501450e-101,8.481710e-98,4.621170e-84,1.108840e-75,1.105630e-88,2.338920e-106,8.888980e-130,1.893780e-156,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,3.500000e+02,0.000000e+00,5.393720e-02,9.233870e-70,6.150050e-77,2.761120e-54,1.000000e+00,6.787570e-82,5.425780e-94,2.619920e-90,1.755420e-77,1.006330e-69,1.367410e-81,9.332080e-98,2.467950e-119,6.188140e-144,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,3.750000e+02,0.000000e+00,7.997940e-02,4.700380e-65,1.592850e-71,1.902090e-50,1.000000e+00,4.911860e-76,1.921950e-87,8.083520e-84,8.759820e-72,1.452600e-64,1.894300e-75,2.623010e-90,2.740370e-110,4.278210e-133,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,4.000000e+02,0.000000e+00,1.060590e-01,6.192790e-61,8.695800e-67,4.332540e-47,1.000000e+00,6.553230e-71,1.031530e-81,3.836200e-78,8.403070e-67,4.707500e-60,4.429990e-70,8.533530e-84,2.222300e-102,1.287110e-123,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,4.250000e+02,0.000000e+00,1.321880e-01,2.680070e-57,1.316520e-62,3.966100e-44,1.000000e+00,2.171790e-66,1.170330e-76,3.895920e-73,2.073460e-62,4.458860e-56,2.394090e-65,4.700380e-78,2.087690e-95,2.927870e-115,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,4.500000e+02,0.000000e+00,1.583790e-01,4.585910e-54,6.842900e-59,1.698400e-41,1.000000e+00,2.254680e-62,3.636790e-72,1.094730e-68,1.650680e-58,1.515560e-52,3.817640e-61,5.893730e-73,3.253720e-89,7.742590e-108,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,4.750000e+02,0.000000e+00,1.846450e-01,3.591610e-51,1.445310e-55,3.835720e-39,1.000000e+00,8.806990e-59,3.797740e-68,1.042540e-64,5.070110e-55,2.173700e-49,2.178510e-57,2.125380e-68,1.117210e-83,3.343220e-101,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,5.000000e+02,0.000000e+00,2.109980e-01,1.447430e-48,1.419640e-52,5.028750e-37,1.000000e+00,1.498720e-55,1.569560e-64,3.957840e-61,6.932680e-52,1.497600e-46,5.191300e-54,2.657780e-64,1.060500e-78,3.093600e-95,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,5.250000e+02,0.000000e+00,2.374480e-01,3.300120e-46,7.233460e-50,4.136440e-35,1.000000e+00,1.251210e-52,2.930880e-61,6.830990e-58,4.738290e-49,5.504850e-44,5.853880e-51,1.341110e-60,3.344940e-74,7.646590e-90,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,5.500000e+02,0.000000e+00,2.640080e-01,4.600170e-44,2.090710e-47,2.274900e-33,1.000000e+00,5.647510e-50,2.755770e-58,5.968560e-55,1.779660e-46,1.176350e-41,3.460030e-48,3.091210e-57,4.074930e-70,6.045890e-85,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,5.750000e+02,0.000000e+00,2.906850e-01,4.179930e-42,3.690680e-45,8.816250e-32,1.000000e+00,1.493360e-47,1.426880e-55,2.885340e-52,3.972240e-44,1.568790e-39,1.166450e-45,3.605640e-54,2.171100e-66,1.774570e-80,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,6.000000e+02,0.000000e+00,3.174900e-01,2.611650e-40,4.231820e-43,2.515390e-30,1.000000e+00,2.473470e-45,4.383590e-53,8.310350e-50,5.623900e-42,1.385130e-37,2.406340e-43,2.317820e-51,5.610960e-63,2.188960e-76,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,6.250000e+02,0.000000e+00,3.444280e-01,1.173540e-38,3.319110e-41,5.481490e-29,1.000000e+00,2.714490e-43,8.507110e-51,1.517550e-47,5.334920e-40,8.508610e-36,3.222700e-41,8.821420e-49,7.672880e-60,1.259320e-72,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,6.500000e+02,0.000000e+00,3.715060e-01,3.939280e-37,1.860400e-39,9.411980e-28,1.000000e+00,2.069970e-41,1.099690e-48,1.851920e-45,3.551610e-38,3.792260e-34,2.945490e-39,2.111940e-46,5.975740e-57,3.690300e-69,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,6.750000e+02,0.000000e+00,3.987290e-01,1.020280e-35,7.735330e-38,1.307570e-26,1.000000e+00,1.142150e-39,9.906320e-47,1.579520e-43,1.726090e-36,1.270960e-32,1.917150e-37,3.349050e-44,2.821910e-54,5.937500e-66,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,7.000000e+02,0.000000e+00,4.260990e-01,2.096280e-34,2.463360e-36,1.503550e-25,1.000000e+00,4.721110e-38,6.464220e-45,9.784370e-42,6.334730e-35,3.302630e-31,9.216180e-36,3.676760e-42,8.525620e-52,5.593600e-63,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,7.250000e+02,0.000000e+00,4.536200e-01,3.499410e-33,6.176240e-35,1.459310e-24,1.000000e+00,1.506340e-36,3.159200e-43,4.550220e-40,1.807470e-33,6.832010e-30,3.376680e-34,2.903110e-40,1.725950e-49,3.261300e-60,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,7.500000e+02,0.000000e+00,4.812930e-01,4.845710e-32,1.248670e-33,1.215980e-23,1.000000e+00,3.807370e-35,1.190300e-41,1.634890e-38,4.112020e-32,1.151140e-28,9.689390e-33,1.703940e-38,2.436990e-47,1.234680e-57,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,7.750000e+02,0.000000e+00,5.091190e-01,5.667320e-31,2.078430e-32,8.828180e-23,1.000000e+00,7.797490e-34,3.545600e-40,4.653240e-37,7.624800e-31,1.611550e-27,2.229780e-31,7.650990e-37,2.485170e-45,3.164700e-55,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,8.000000e+02,0.000000e+00,5.370960e-01,5.687460e-30,2.900670e-31,5.657200e-22,1.000000e+00,1.319760e-32,8.535990e-39,1.072340e-35,1.174740e-29,1.907490e-26,4.201390e-30,2.695100e-35,1.887080e-43,5.696500e-53,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,8.250000e+02,0.000000e+00,5.652230e-01,4.966040e-29,3.448980e-30,3.236320e-21,1.000000e+00,1.878390e-31,1.693390e-37,2.039690e-34,1.529440e-28,1.938330e-25,6.600760e-29,7.614030e-34,1.095970e-41,7.435800e-51,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,8.500000e+02,0.000000e+00,5.935000e-01,3.819230e-28,3.543590e-29,1.669460e-20,1.000000e+00,2.282860e-30,2.815930e-36,3.256990e-33,1.707920e-27,1.713970e-24,8.787050e-28,1.759130e-32,4.984850e-40,7.240960e-49,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,8.750000e+02,0.000000e+00,6.219230e-01,2.615360e-27,3.185600e-28,7.834830e-20,1.000000e+00,2.401390e-29,3.984930e-35,4.432100e-32,1.657620e-26,1.334670e-23,1.005340e-26,3.381530e-31,1.813180e-38,5.393950e-47,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,9.000000e+02,0.000000e+00,6.504900e-01,1.610150e-26,2.533760e-27,3.371640e-19,1.000000e+00,2.212970e-28,4.864030e-34,5.208830e-31,1.414720e-25,9.250340e-23,1.001140e-25,5.491810e-30,5.373360e-37,3.142970e-45,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,9.250000e+02,0.000000e+00,6.791980e-01,8.989170e-26,1.800830e-26,1.339880e-18,1.000000e+00,1.805860e-27,5.182740e-33,5.350280e-30,1.072910e-24,5.760520e-22,8.775680e-25,7.639010e-29,1.319070e-35,1.461250e-43,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,9.500000e+02,0.000000e+00,7.080450e-01,4.586050e-25,1.153900e-25,4.948100e-18,1.000000e+00,1.317540e-26,4.872730e-32,4.854500e-29,7.298460e-24,3.250610e-21,6.839790e-24,9.212660e-28,2.722410e-34,5.518000e-42,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,9.750000e+02,0.000000e+00,7.370260e-01,2.152910e-24,6.719140e-25,1.707700e-17,1.000000e+00,8.668870e-26,4.081480e-31,3.928190e-28,4.490680e-23,1.674810e-20,4.783070e-23,9.739090e-27,4.787160e-33,1.719620e-40,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,1.000000e+03,0.000000e+00,7.661400e-01,9.358050e-24,3.581130e-24,5.535980e-17,1.000000e+00,5.183860e-25,3.072280e-30,2.859280e-27,2.518170e-22,7.932960e-20,3.025550e-22,9.114200e-26,7.258410e-32,4.486530e-39,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,1.025000e+03,0.000000e+00,7.953830e-01,3.787530e-23,1.758330e-23,1.693470e-16,1.000000e+00,2.837130e-24,2.094590e-29,1.886700e-26,1.295710e-21,3.475740e-19,1.743900e-21,7.618130e-25,9.592540e-31,9.927270e-38,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,1.050000e+03,0.000000e+00,8.247510e-01,1.434650e-22,8.000070e-23,4.908670e-16,1.000000e+00,1.430180e-23,1.302590e-28,1.136530e-25,6.155410e-21,1.416530e-18,9.220090e-21,5.733250e-24,1.115830e-29,1.884850e-36,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,1.075000e+03,0.000000e+00,8.542410e-01,5.109270e-22,3.390850e-22,1.353280e-15,1.000000e+00,6.678590e-23,7.436470e-28,6.290110e-25,2.714910e-20,5.397210e-18,4.498440e-20,3.913310e-23,1.152590e-28,3.103540e-35,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,1.100000e+03,0.000000e+00,8.838490e-01,1.717970e-21,1.345370e-21,3.560690e-15,1.000000e+00,2.904220e-22,3.920270e-27,3.216940e-24,1.117400e-19,1.931390e-17,2.036450e-19,2.438690e-22,1.065780e-27,4.474700e-34,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,1.125000e+03,0.000000e+00,9.135720e-01,5.474870e-21,5.018820e-21,8.969250e-15,1.000000e+00,1.181660e-21,1.918500e-26,1.528360e-23,4.311440e-19,6.518480e-17,8.596690e-19,1.395920e-21,8.887090e-27,5.699150e-33,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,1.150000e+03,0.000000e+00,9.434060e-01,1.659400e-20,1.767400e-20,2.169150e-14,1.000000e+00,4.518140e-21,8.758120e-26,6.777890e-23,1.566140e-18,2.082850e-16,3.399460e-18,7.379900e-21,6.727490e-26,6.463650e-32,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,1.175000e+03,0.000000e+00,9.733470e-01,4.798800e-20,5.897040e-20,5.049700e-14,1.000000e+00,1.629880e-20,3.746220e-25,2.818150e-22,5.376650e-18,6.323000e-16,1.264480e-17,3.621700e-20,4.651650e-25,6.575860e-31,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,1.200000e+03,0.000000e+00,1.003390e+00,1.327980e-19,1.870530e-19,1.134270e-13,1.000000e+00,5.567550e-20,1.507570e-24,1.103020e-21,1.750650e-17,1.829500e-15,4.441150e-17,1.657500e-19,2.954330e-24,6.041620e-30,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,1.225000e+03,0.000000e+00,1.033540e+00,3.526090e-19,5.658100e-19,2.463770e-13,1.000000e+00,1.806900e-19,5.729090e-24,4.079100e-21,5.423800e-17,5.060120e-15,1.478000e-16,7.104170e-19,1.732380e-23,5.043820e-29,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,1.250000e+03,0.000000e+00,1.063780e+00,9.005610e-19,1.636760e-18,5.185420e-13,1.000000e+00,5.588620e-19,2.063060e-23,1.430160e-20,1.603700e-16,1.341480e-14,4.675700e-16,2.862770e-18,9.423620e-23,3.848020e-28,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,1.275000e+03,0.000000e+00,1.094120e+00,2.217390e-18,4.539940e-18,1.059440e-12,1.000000e+00,1.651980e-18,7.062040e-23,4.768790e-20,4.537870e-16,3.417310e-14,1.410260e-15,1.088510e-17,4.776140e-22,2.696840e-27,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,1.300000e+03,0.000000e+00,1.124550e+00,5.274650e-18,1.210360e-17,2.104870e-12,1.000000e+00,4.679160e-18,2.304700e-22,1.516680e-19,1.231950e-15,8.384170e-14,4.066470e-15,3.918270e-17,2.264490e-21,1.744660e-26,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,1.325000e+03,0.000000e+00,1.155070e+00,1.214550e-17,3.108520e-17,4.072980e-12,1.000000e+00,1.273060e-17,7.190110e-22,4.613220e-19,3.216370e-15,1.985330e-13,1.123830e-14,1.339370e-16,1.008120e-20,1.046510e-25,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,1.350000e+03,0.000000e+00,1.185670e+00,2.711970e-17,7.706640e-17,7.687390e-12,1.000000e+00,3.334370e-17,2.149720e-21,1.345290e-18,8.093080e-15,4.546280e-13,2.983750e-14,4.359930e-16,4.228650e-20,5.844390e-25,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,1.375000e+03,0.000000e+00,1.216360e+00,5.882120e-17,1.847920e-16,1.417140e-11,1.000000e+00,8.424990e-17,6.173950e-21,3.769910e-18,1.966580e-14,1.008610e-12,7.626860e-14,1.355120e-15,1.676580e-19,3.050470e-24,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,1.400000e+03,0.000000e+00,1.247120e+00,1.241180e-16,4.293250e-16,2.554840e-11,1.000000e+00,2.057550e-16,1.706920e-20,1.017360e-17,4.623500e-14,2.171550e-12,1.880720e-13,4.031360e-15,6.301840e-19,1.493370e-23,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,1.425000e+03,0.000000e+00,1.277960e+00,2.551610e-16,9.680340e-16,4.509630e-11,1.000000e+00,4.865560e-16,4.552020e-20,2.649140e-17,1.053530e-13,4.544390e-12,4.482380e-13,1.150510e-14,2.251790e-18,6.879780e-23,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,1.450000e+03,0.000000e+00,1.308880e+00,5.117480e-16,2.121630e-15,7.802220e-11,1.000000e+00,1.115950e-15,1.173120e-19,6.668510e-17,2.330460e-13,9.257210e-12,1.034320e-12,3.156500e-14,7.668680e-18,2.991750e-22,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,1.475000e+03,0.000000e+00,1.339870e+00,1.002550e-15,4.526350e-15,1.324460e-10,1.000000e+00,2.486310e-15,2.926770e-19,1.625520e-16,5.012010e-13,1.838120e-11,2.314580e-12,8.341750e-14,2.495070e-17,1.231580e-21,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,1.500000e+03,0.000000e+00,1.370930e+00,1.920740e-15,9.412630e-15,2.208070e-10,1.000000e+00,5.388890e-15,7.080160e-19,3.843210e-16,1.049460e-12,3.562140e-11,5.030530e-12,2.127360e-13,7.772920e-17,4.812270e-21,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,1.525000e+03,0.000000e+00,1.402060e+00,3.602670e-15,1.910300e-14,3.618500e-10,1.000000e+00,1.137790e-14,1.663280e-18,8.826420e-16,2.142270e-12,6.745380e-11,1.063390e-11,5.244450e-13,2.323430e-16,1.789240e-20,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,1.550000e+03,0.000000e+00,1.433250e+00,6.622370e-15,3.788200e-14,5.833730e-10,1.000000e+00,2.343130e-14,3.799900e-18,1.971860e-15,4.268480e-12,1.249520e-10,2.189210e-11,1.251800e-12,6.676760e-16,6.345100e-20,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,1.575000e+03,0.000000e+00,1.464510e+00,1.194130e-14,7.348190e-14,9.259810e-10,1.000000e+00,4.712110e-14,8.453550e-18,4.290780e-15,8.311130e-12,2.266620e-10,4.394740e-11,2.897290e-12,1.847930e-15,2.150820e-19,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,1.600000e+03,0.000000e+00,1.495820e+00,2.114140e-14,1.395700e-13,1.448150e-09,1.000000e+00,9.264110e-14,1.833610e-17,9.105480e-15,1.583080e-11,4.030220e-10,8.612600e-11,6.511620e-12,4.934350e-15,6.983290e-19,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,1.625000e+03,0.000000e+00,1.527200e+00,3.678090e-14,2.598310e-13,2.232940e-09,1.000000e+00,1.782430e-13,3.882260e-17,1.886590e-14,2.952870e-11,7.030670e-10,1.649540e-10,1.422970e-11,1.273210e-14,2.175910e-18,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
1000,1.650000e+03,0.000000e+00,1.558640e+00,6.293070e-14,4.745370e-13,3.396820e-09,1.000000e+00,3.359470e-13,8.032430e-17,3.820600e-14,5.398770e-11,1.204350e-09,3.090760e-10,3.027280e-11,3.179400e-14,6.518230e-18,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
