P_atm,Tw[K],B'c,hw[MJ/kg],N,O,NO,N2,O2,Mo,MoO,MoO2,MoO3,Mo2O6,Mo3O9,Mo4O12,Mo5O15,Mo(cr),Mo(L)
0.00316228,1.900000e+03,4.688800e-01,-2.862010e-01,3.330780e-09,2.823950e-05,7.122680e-05,9.002480e-01,2.836250e-05,1.254720e-08,5.387560e-06,3.457010e-03,4.834440e-02,3.468010e-02,1.306660e-02,7.016100e-05,8.857590e-08,1.000000e+00,0.000000e+00
0.00316228,1.925000e+03,4.699230e-01,-2.136210e-01,4.926820e-09,4.045360e-05,8.893360e-05,8.950400e-01,3.826290e-05,2.131790e-08,8.292920e-06,4.547010e-03,5.588340e-02,3.347720e-02,1.082570e-02,5.112190e-05,5.767230e-08,1.000000e+00,0.000000e+00
0.00316228,1.950000e+03,4.712270e-01,-1.377790e-01,7.213680e-09,5.723990e-05,1.100390e-04,8.896000e-01,5.090150e-05,3.572020e-08,1.258070e-05,5.899590e-03,6.373800e-02,3.173520e-02,8.760080e-03,3.616150e-05,3.621890e-08,1.000000e+00,0.000000e+00
0.00316228,1.975000e+03,4.728300e-01,-5.940020e-02,1.045930e-08,8.000850e-05,1.349280e-04,8.840240e-01,6.676300e-05,5.905870e-08,1.881350e-05,7.549420e-03,7.169120e-02,2.950220e-02,6.908100e-03,2.475720e-05,2.185570e-08,1.000000e+00,0.000000e+00
0.00316228,2.000000e+03,4.747670e-01,2.058130e-02,1.502420e-08,1.104910e-04,1.639720e-04,8.784200e-01,8.632660e-05,9.639850e-08,2.773960e-05,9.526820e-03,7.948590e-02,2.686350e-02,5.298620e-03,1.636120e-05,1.262980e-08,1.000000e+00,0.000000e+00
0.00316228,2.025000e+03,4.770640e-01,1.010930e-01,2.138930e-08,1.507820e-04,1.975140e-04,8.729060e-01,1.100390e-04,1.554110e-07,4.033690e-05,1.185520e-02,8.684480e-02,2.393770e-02,3.947160e-03,1.041630e-05,6.971370e-09,1.000000e+00,0.000000e+00
0.00316228,2.050000e+03,4.797400e-01,1.810340e-01,3.019190e-08,2.033770e-04,2.358690e-04,8.675930e-01,1.382930e-04,2.475770e-07,5.786400e-05,1.454930e-02,9.349690e-02,2.086540e-02,2.853620e-03,6.381680e-06,3.670650e-09,1.000000e+00,0.000000e+00
0.00316228,2.075000e+03,4.828030e-01,2.594180e-01,4.227000e-08,2.712210e-04,2.793220e-04,8.625730e-01,1.714080e-04,3.898940e-07,8.191930e-05,1.761490e-02,9.920760e-02,1.779370e-02,2.002430e-03,3.762980e-06,1.843840e-09,1.000000e+00,0.000000e+00
0.00316228,2.100000e+03,4.862520e-01,3.354980e-01,5.871760e-08,3.577600e-04,3.281340e-04,8.579100e-01,2.096340e-04,6.072490e-07,1.145090e-04,2.104900e-02,1.038050e-01,1.485770e-02,1.365330e-03,2.138490e-06,8.851170e-10,1.000000e+00,0.000000e+00
0.00316228,2.125000e+03,4.900790e-01,4.088530e-01,8.095240e-08,4.670030e-04,3.825520e-04,8.536320e-01,2.531570e-04,9.357090e-07,1.581300e-04,2.484230e-02,1.071920e-01,1.216410e-02,9.063360e-04,1.174300e-06,4.073390e-10,1.000000e+00,0.000000e+00
0.00316228,2.150000e+03,4.942720e-01,4.794060e-01,1.107980e-07,6.036000e-04,4.428150e-04,8.497300e-01,3.021140e-04,1.427020e-06,2.158600e-04,2.898080e-02,1.093530e-01,9.782060e-03,5.872830e-04,6.252190e-07,1.804860e-10,1.000000e+00,0.000000e+00
0.00316228,2.175000e+03,4.988150e-01,5.473780e-01,1.505850e-07,7.729130e-04,5.091590e-04,8.461700e-01,3.566070e-04,2.154710e-06,2.914680e-04,3.344790e-02,1.103340e-01,7.742720e-03,3.725610e-04,3.240160e-07,7.736930e-11,1.000000e+00,0.000000e+00
0.00316228,2.200000e+03,5.036950e-01,6.132050e-01,2.032680e-07,9.810950e-04,5.818110e-04,8.428980e-01,4.167040e-04,3.222300e-06,3.895300e-04,3.822490e-02,1.102280e-01,6.044520e-03,2.320830e-04,1.640960e-07,3.224550e-11,1.000000e+00,0.000000e+00
0.00316228,2.225000e+03,5.088960e-01,6.774320e-01,2.725730e-07,1.235170e-03,6.609870e-04,8.398510e-01,4.824440e-04,4.774170e-06,5.155560e-04,4.329080e-02,1.091540e-01,4.662990e-03,1.423600e-04,8.151050e-08,1.312570e-11,1.000000e+00,0.000000e+00
0.00316228,2.250000e+03,5.144000e-01,7.406390e-01,3.631660e-07,1.543060e-03,7.468720e-04,8.369670e-01,5.538110e-04,7.010060e-06,6.761280e-04,4.862160e-02,1.072370e-01,3.560530e-03,8.619280e-05,3.983630e-08,5.238660e-12,1.000000e+00,0.000000e+00
0.00316228,2.275000e+03,5.201910e-01,8.033750e-01,4.808530e-07,1.913670e-03,8.396140e-04,8.341870e-01,6.307240e-04,1.020390e-05,8.790270e-04,5.418910e-02,1.046040e-01,2.694580e-03,5.160870e-05,1.920380e-08,2.056480e-12,1.000000e+00,0.000000e+00
0.00316228,2.300000e+03,5.262470e-01,8.661280e-01,6.328230e-07,2.356860e-03,9.393030e-04,8.314610e-01,7.130140e-04,1.472830e-05,1.133370e-03,5.995940e-02,1.013680e-01,2.023190e-03,3.060380e-05,9.148800e-09,7.958960e-13,1.000000e+00,0.000000e+00
0.00316228,2.325000e+03,5.325430e-01,9.293080e-01,8.279200e-07,2.883460e-03,1.045960e-03,8.287460e-01,8.004090e-04,2.108620e-05,1.449740e-03,6.589250e-02,9.763370e-02,1.508220e-03,1.799160e-05,4.313020e-09,3.041750e-13,1.000000e+00,0.000000e+00
0.00316228,2.350000e+03,5.390510e-01,9.932530e-01,1.076970e-06,3.505260e-03,1.159540e-03,8.260080e-01,8.925160e-04,2.995140e-05,1.840270e-03,7.194160e-02,9.349440e-02,1.116830e-03,1.049270e-05,2.013730e-09,1.149140e-13,1.000000e+00,0.000000e+00
0.00316228,2.375000e+03,5.457390e-01,1.058230e+00,1.393150e-06,4.234910e-03,1.279900e-03,8.232200e-01,9.888120e-04,4.221990e-05,2.318770e-03,7.805280e-02,8.903340e-02,8.217110e-04,6.072720e-06,9.315720e-10,4.293720e-14,1.000000e+00,0.000000e+00
0.00316228,2.400000e+03,5.525720e-01,1.124460e+00,1.792430e-06,5.085870e-03,1.406800e-03,8.203610e-01,1.088630e-03,5.907450e-05,2.900780e-03,8.416590e-02,8.432580e-02,6.007850e-04,3.488270e-06,4.270520e-10,1.586970e-14,1.000000e+00,0.000000e+00
0.00316228,2.425000e+03,5.595140e-01,1.192130e+00,2.294050e-06,6.072260e-03,1.539890e-03,8.174150e-01,1.191190e-03,8.206640e-05,3.603570e-03,9.021490e-02,7.944010e-02,4.365030e-04,1.988590e-06,1.939780e-10,5.801220e-15,1.000000e+00,0.000000e+00
0.00316228,2.450000e+03,5.665280e-01,1.261380e+00,2.921080e-06,7.208700e-03,1.678750e-03,8.143700e-01,1.295540e-03,1.132160e-04,4.446180e-03,9.612920e-02,7.443970e-02,3.151300e-04,1.124880e-06,8.727960e-11,2.096670e-15,1.000000e+00,0.000000e+00
0.00316228,2.475000e+03,5.735790e-01,1.332360e+00,3.701100e-06,8.510160e-03,1.822820e-03,8.112140e-01,1.400640e-03,1.551390e-04,5.449330e-03,1.018350e-01,6.938280e-02,2.260280e-04,6.312260e-07,3.888630e-11,7.488370e-16,1.000000e+00,0.000000e+00
0.00316228,2.500000e+03,5.806350e-01,1.405220e+00,4.666840e-06,9.991660e-03,1.971440e-03,8.079390e-01,1.505330e-03,2.111970e-04,6.635270e-03,1.072570e-01,6.432340e-02,1.610380e-04,3.512620e-07,1.714750e-11,2.641390e-16,1.000000e+00,0.000000e+00
0.00316228,2.525000e+03,5.876720e-01,1.480130e+00,5.857040e-06,1.166810e-02,2.123860e-03,8.045360e-01,1.608370e-03,2.856900e-04,8.027650e-03,1.123190e-01,5.931120e-02,1.139440e-04,1.937700e-07,7.479950e-12,9.195510e-17,1.000000e+00,0.000000e+00
0.00316228,2.550000e+03,5.946740e-01,1.557260e+00,7.317340e-06,1.355370e-02,2.279210e-03,8.009960e-01,1.708430e-03,3.840820e-04,9.651250e-03,1.169490e-01,5.439120e-02,8.004840e-05,1.059190e-07,3.225880e-12,3.157250e-17,1.000000e+00,0.000000e+00
0.00316228,2.575000e+03,6.016380e-01,1.636830e+00,9.101240e-06,1.566200e-02,2.436510e-03,7.973080e-01,1.804180e-03,5.132760e-04,1.153160e-02,1.210750e-01,4.960380e-02,5.582130e-05,5.734720e-08,1.374640e-12,1.068320e-17,1.000000e+00,0.000000e+00
0.00316228,2.600000e+03,6.085730e-01,1.719090e+00,1.127120e-05,1.800540e-02,2.594720e-03,7.934620e-01,1.894250e-03,6.819460e-04,1.369450e-02,1.246330e-01,4.498410e-02,3.862910e-05,3.073970e-08,5.784320e-13,3.559690e-18,1.000000e+00,0.000000e+00
0.00316228,2.625000e+03,6.155060e-01,1.804300e+00,1.389990e-05,2.059430e-02,2.752660e-03,7.894430e-01,1.977260e-03,9.009340e-04,1.616580e-02,1.275630e-01,4.056200e-02,2.651970e-05,1.630520e-08,2.401830e-13,1.166990e-18,1.000000e+00,0.000000e+00
0.00316228,2.650000e+03,6.224830e-01,1.892800e+00,1.707130e-05,2.343720e-02,2.909100e-03,7.852360e-01,2.051900e-03,1.183720e-03,1.897010e-02,1.298150e-01,3.636190e-02,1.805600e-05,8.553830e-09,9.834310e-14,3.760670e-19,1.000000e+00,0.000000e+00
0.00316228,2.675000e+03,6.295710e-01,1.984920e+00,2.088230e-05,2.653970e-02,3.062690e-03,7.808210e-01,2.116910e-03,1.546970e-03,2.213060e-02,1.313460e-01,3.240290e-02,1.218750e-05,4.435590e-09,3.967460e-14,1.190080e-19,1.000000e+00,0.000000e+00
0.00316228,2.700000e+03,6.368620e-01,2.081040e+00,2.544420e-05,2.990430e-02,3.212020e-03,7.761800e-01,2.171100e-03,2.011200e-03,2.566810e-02,1.321210e-01,2.869880e-02,8.152140e-06,2.272030e-09,1.575660e-14,3.694080e-20,1.000000e+00,0.000000e+00
0.00316228,2.725000e+03,6.444750e-01,2.181560e+00,3.088410e-05,3.352940e-02,3.355600e-03,7.712890e-01,2.213380e-03,2.601560e-03,2.959970e-02,1.321170e-01,2.525820e-02,5.401210e-06,1.148770e-09,6.154020e-15,1.123350e-20,1.000000e+00,0.000000e+00
0.00316228,2.750000e+03,6.525590e-01,2.286880e+00,3.734640e-05,3.740900e-02,3.491870e-03,7.661230e-01,2.242810e-03,3.348660e-03,3.393780e-02,1.313210e-01,2.208530e-02,3.542770e-06,5.728550e-10,2.361110e-15,3.341860e-21,1.000000e+00,0.000000e+00
0.00316228,2.775000e+03,6.612960e-01,2.397400e+00,4.499500e-05,4.153150e-02,3.619190e-03,7.606540e-01,2.258570e-03,4.289680e-03,3.868890e-02,1.297300e-01,1.918040e-02,2.299140e-06,2.814760e-10,8.887540e-16,9.710220e-22,1.000000e+00,0.000000e+00
0.00316228,2.800000e+03,6.709050e-01,2.513510e+00,5.401460e-05,4.587960e-02,3.735910e-03,7.548540e-01,2.260020e-03,5.469540e-03,4.385210e-02,1.273530e-01,1.653970e-02,1.475220e-06,1.361320e-10,3.277390e-16,2.750760e-22,1.000000e+00,0.000000e+00
0.00316228,2.825000e+03,6.816510e-01,2.635570e+00,6.461240e-05,5.042930e-02,3.840320e-03,7.486920e-01,2.246720e-03,6.942230e-03,4.941760e-02,1.242100e-01,1.415670e-02,9.351490e-07,6.472600e-11,1.182100e-16,7.581890e-23,1.000000e+00,0.000000e+00
0.00316228,2.850000e+03,6.938450e-01,2.763900e+00,7.702000e-05,5.514890e-02,3.930710e-03,7.421320e-01,2.218420e-03,8.772450e-03,5.536560e-02,1.203320e-01,1.202230e-02,5.851330e-07,3.021410e-11,4.162650e-17,2.028680e-23,1.000000e+00,0.000000e+00
0.00316228,2.875000e+03,7.078590e-01,2.898760e+00,9.149480e-05,5.999920e-02,4.005380e-03,7.351390e-01,2.175150e-03,1.103740e-02,6.166430e-02,1.157630e-01,1.012530e-02,3.610370e-07,1.382620e-11,1.428230e-17,5.256090e-24,1.000000e+00,0.000000e+00
0.00316228,2.900000e+03,7.237410e-01,3.040200e+00,1.083230e-04,6.499780e-02,4.066820e-03,7.276980e-01,2.121410e-03,1.380000e-02,6.819630e-02,1.105500e-01,8.460740e-03,2.198460e-07,6.209540e-12,4.782020e-18,1.321160e-24,0.000000e+00,1.000000e+00
0.00316228,2.925000e+03,7.400550e-01,3.187630e+00,1.278310e-04,7.040010e-02,4.131370e-03,7.199100e-01,2.074760e-03,1.700240e-02,7.456010e-02,1.047540e-01,7.039480e-03,1.330540e-07,2.766200e-12,1.584650e-18,3.279050e-25,0.000000e+00,1.000000e+00
0.00316228,2.950000e+03,7.591430e-01,3.341640e+00,1.503560e-04,7.582800e-02,4.176030e-03,7.116170e-01,2.012830e-03,2.087200e-02,8.103950e-02,9.850340e-02,5.800580e-03,7.917450e-08,1.202590e-12,5.085670e-19,7.821160e-26,0.000000e+00,1.000000e+00
0.00316228,2.975000e+03,7.816150e-01,3.502050e+00,1.762750e-04,8.120950e-02,4.199220e-03,7.027800e-01,1.936350e-03,2.553160e-02,8.755330e-02,9.188280e-02,4.730810e-03,4.626300e-08,5.092320e-13,1.576610e-19,1.786910e-26,0.000000e+00,1.000000e+00
0.00316228,3.000000e+03,8.082020e-01,3.668570e+00,2.059940e-04,8.646380e-02,4.199600e-03,6.933490e-01,1.846420e-03,3.112380e-02,9.400910e-02,8.498610e-02,3.816400e-03,2.650860e-08,2.095980e-13,4.708370e-20,3.897190e-27,0.000000e+00,1.000000e+00
0.00316228,3.025000e+03,8.397820e-01,3.840800e+00,2.399450e-04,9.150370e-02,4.176090e-03,6.832630e-01,1.744470e-03,3.781340e-02,1.003040e-01,7.791260e-02,3.043190e-03,1.487400e-08,8.367490e-14,1.350610e-20,8.084350e-28,0.000000e+00,1.000000e+00
0.00316228,3.050000e+03,8.774190e-01,4.018280e+00,2.785840e-04,9.623610e-02,4.127890e-03,6.724470e-01,1.632270e-03,4.579050e-02,1.063260e-01,7.076480e-02,2.396900e-03,8.160270e-09,3.232630e-14,3.710130e-21,1.589040e-28,0.000000e+00,1.000000e+00
0.00316228,3.075000e+03,9.224080e-01,4.200480e+00,3.223820e-04,1.005640e-01,4.054540e-03,6.608090e-01,1.511840e-03,5.527350e-02,1.119560e-01,6.364540e-02,1.863290e-03,4.370480e-09,1.205650e-14,9.728440e-22,2.947590e-29,0.000000e+00,1.000000e+00
0.00316228,3.100000e+03,9.763480e-01,4.386830e+00,3.718180e-04,1.043890e-01,3.955920e-03,6.482310e-01,1.385430e-03,6.651290e-02,1.170710e-01,5.665360e-02,1.428440e-03,2.281150e-09,4.329770e-15,2.426520e-22,5.137510e-30,0.000000e+00,1.000000e+00
0.00316228,3.125000e+03,1.041230e+00,4.576790e+00,4.273530e-04,1.076130e-01,3.832240e-03,6.345730e-01,1.255360e-03,7.979480e-02,1.215440e-01,4.988170e-02,1.078930e-03,1.158120e-09,1.492920e-15,5.735120e-23,8.373420e-31,0.000000e+00,1.000000e+00
0.00316228,3.150000e+03,1.119570e+00,4.769820e+00,4.894170e-04,1.101360e-01,3.684060e-03,6.196580e-01,1.124000e-03,9.544560e-02,1.252490e-01,4.341230e-02,8.020620e-04,5.706680e-10,4.926230e-16,1.278840e-23,1.269220e-31,0.000000e+00,1.000000e+00
0.00316228,3.175000e+03,1.214590e+00,4.965420e+00,5.583630e-04,1.118650e-01,3.512250e-03,6.032760e-01,9.936370e-04,1.138360e-01,1.280570e-01,3.731530e-02,5.860880e-04,2.722250e-10,1.549570e-16,2.676430e-24,1.777630e-32,0.000000e+00,1.000000e+00
0.00316228,3.200000e+03,1.330490e+00,5.163150e+00,6.344250e-04,1.127070e-01,3.317950e-03,5.851740e-01,8.663900e-04,1.353880e-01,1.298450e-01,3.164630e-02,4.203190e-04,1.253180e-10,4.624460e-17,5.223920e-25,2.282210e-33,0.000000e+00,1.000000e+00
0.00316228,3.225000e+03,1.472890e+00,5.362600e+00,7.176430e-04,1.125710e-01,3.102560e-03,5.650580e-01,7.441480e-04,1.605780e-01,1.304870e-01,2.644560e-02,2.952510e-04,5.544840e-11,1.301450e-17,9.432480e-26,2.658830e-34,0.000000e+00,1.000000e+00
0.00316228,3.250000e+03,1.649430e+00,5.563380e+00,8.077680e-04,1.113690e-01,2.867680e-03,5.425830e-01,6.285210e-04,1.899430e-01,1.298600e-01,2.173860e-02,2.026120e-04,2.345650e-11,3.426650e-18,1.558990e-26,2.773920e-35,0.000000e+00,1.000000e+00
0.00316228,3.275000e+03,1.870840e+00,5.765060e+00,9.041210e-04,1.090100e-01,2.615110e-03,5.173510e-01,5.208160e-04,2.240900e-01,1.278370e-01,1.753650e-02,1.353520e-04,9.420000e-12,8.351210e-19,2.325240e-27,2.545850e-36,0.000000e+00,1.000000e+00
0.00316228,3.300000e+03,2.152680e+00,5.967170e+00,1.005400e-03,1.054010e-01,2.346900e-03,4.889130e-01,4.220420e-04,2.636980e-01,1.242880e-01,1.383850e-02,8.759450e-05,3.556350e-12,1.856460e-19,3.068940e-28,2.005710e-37,0.000000e+00,1.000000e+00
0.00316228,3.325000e+03,2.518420e+00,6.169120e+00,1.109390e-03,1.004430e-01,2.065360e-03,4.567570e-01,3.329260e-04,3.095320e-01,1.190710e-01,1.063360e-02,5.453910e-05,1.244860e-12,3.686990e-20,3.486480e-29,1.310330e-38,0.000000e+00,1.000000e+00
0.00316228,3.350000e+03,3.005240e+00,6.370220e+00,1.212540e-03,9.402820e-02,1.773220e-03,4.203120e-01,2.539630e-04,3.624470e-01,1.120370e-01,7.903540e-03,3.234470e-05,3.959810e-13,6.347550e-21,3.274880e-30,6.750380e-40,0.000000e+00,1.000000e+00
0.00316228,3.375000e+03,3.675880e+00,6.569640e+00,1.309280e-03,8.603460e-02,1.473830e-03,3.789410e-01,1.854540e-04,4.233950e-01,1.030180e-01,5.625090e-03,1.799570e-05,1.110360e-13,9.050730e-22,2.393330e-31,2.541530e-41,0.000000e+00,1.000000e+00
0.00316228,3.400000e+03,4.645070e+00,6.766410e+00,1.390900e-03,7.632640e-02,1.171490e-03,3.319350e-01,1.275690e-04,4.934400e-01,9.182770e-02,3.772220e-03,9.168270e-06,2.614760e-14,9.938350e-23,1.235050e-32,6.194800e-43,0.000000e+00,1.000000e+00
0.00316228,3.425000e+03,6.147860e+00,6.959450e+00,1.443500e-03,6.474910e-02,8.719950e-04,2.785130e-01,8.039350e-05,5.737640e-01,7.825530e-02,2.318180e-03,4.102300e-06,4.756710e-15,7.414440e-24,3.807860e-34,7.932670e-45,0.000000e+00,1.000000e+00
0.00316228,3.450000e+03,8.753300e+00,7.147620e+00,1.443740e-03,5.112740e-02,5.836380e-04,2.178190e-01,4.397930e-05,6.656800e-01,6.206390e-02,1.236980e-03,1.486810e-06,5.685970e-16,2.948150e-25,5.074770e-36,3.560860e-47,0.000000e+00,1.000000e+00
0.00316228,3.475000e+03,1.428520e+01,7.329670e+00,1.347730e-03,3.526250e-02,3.192100e-04,1.489190e-01,1.838950e-05,7.706410e-01,4.298650e-02,5.046410e-04,3.606390e-07,3.048660e-17,3.523650e-27,1.362210e-38,2.157100e-50,0.000000e+00,1.000000e+00
0.00316228,3.500000e+03,3.352460e+01,7.504120e+00,1.047590e-03,1.693160e-02,1.014400e-04,7.083560e-02,3.733680e-06,8.902560e-01,2.072430e-02,9.999030e-05,2.964060e-08,1.879440e-19,1.642930e-30,4.839210e-43,5.866500e-56,0.000000e+00,1.000000e+00
0.00316228,3.525000e+03,2.000000e+02,7.618960e+00,4.985110e-04,3.155180e-03,7.676370e-06,1.267060e-02,1.143850e-07,9.799630e-01,3.702000e-03,2.855230e-06,1.365380e-10,3.644650e-24,1.352250e-37,1.702850e-52,8.867270e-68,0.000000e+00,0.000000e+00
0.00316228,3.550000e+03,2.000000e+02,7.629260e+00,5.592280e-04,3.387880e-03,7.908050e-06,1.263670e-02,1.165510e-07,9.799380e-01,3.468020e-03,2.469020e-06,1.099710e-10,2.163690e-24,5.964980e-38,5.621510e-53,2.200920e-68,0.000000e+00,0.000000e+00
0.00316228,3.575000e+03,2.000000e+02,7.639660e+00,6.262500e-04,3.617710e-03,8.105270e-06,1.259960e-02,1.176570e-07,9.799090e-01,3.236880e-03,2.119950e-06,8.763660e-11,1.259130e-24,2.555120e-38,1.785040e-53,5.204480e-69,0.000000e+00,0.000000e+00
0.00316228,3.600000e+03,2.000000e+02,7.650140e+00,7.001020e-04,3.842680e-03,8.266730e-06,1.255920e-02,1.177170e-07,9.798770e-01,3.010560e-03,1.807980e-06,6.913540e-11,7.190070e-25,1.064450e-38,5.463110e-54,1.175460e-69,0.000000e+00,0.000000e+00
0.00316228,3.625000e+03,2.000000e+02,7.660710e+00,7.813390e-04,4.061040e-03,8.392010e-06,1.251520e-02,1.167830e-07,9.798420e-01,2.790840e-03,1.532180e-06,5.402470e-11,4.033690e-25,4.320510e-39,1.615360e-54,2.543250e-70,0.000000e+00,0.000000e+00
0.00316228,3.650000e+03,2.000000e+02,7.671350e+00,8.705420e-04,4.271290e-03,8.481460e-06,1.246720e-02,1.149380e-07,9.798020e-01,2.579230e-03,1.290840e-06,4.184640e-11,2.226190e-25,1.712010e-39,4.626930e-55,5.288960e-71,0.000000e+00,0.000000e+00
0.00316228,3.675000e+03,2.000000e+02,7.682070e+00,9.683210e-04,4.472220e-03,8.536100e-06,1.241510e-02,1.122840e-07,9.797580e-01,2.376950e-03,1.081660e-06,3.215280e-11,1.210440e-25,6.637100e-40,1.287530e-55,1.060990e-71,0.000000e+00,0.000000e+00
0.00316228,3.700000e+03,2.000000e+02,7.692860e+00,1.075310e-03,4.662910e-03,8.557570e-06,1.235840e-02,1.089400e-07,9.797090e-01,2.184920e-03,9.019720e-07,2.452490e-11,6.493780e-26,2.523090e-40,3.491180e-56,2.060810e-72,0.000000e+00,0.000000e+00
0.00316228,3.725000e+03,2.000000e+02,7.703720e+00,1.192190e-03,4.842720e-03,8.547920e-06,1.229690e-02,1.050300e-07,9.796550e-01,2.003790e-03,7.488630e-07,1.858510e-11,3.442690e-26,9.426830e-41,9.252590e-57,3.890590e-73,0.000000e+00,0.000000e+00
0.00316228,3.750000e+03,2.000000e+02,7.714650e+00,1.319620e-03,5.011280e-03,8.509550e-06,1.223020e-02,1.006790e-07,9.795960e-01,1.833940e-03,6.193620e-07,1.400320e-11,1.806390e-26,3.469570e-41,2.404120e-57,7.166340e-74,0.000000e+00,0.000000e+00
0.00316228,3.775000e+03,2.000000e+02,7.725660e+00,1.458330e-03,5.168460e-03,8.445060e-06,1.215790e-02,9.600780e-08,9.795310e-01,1.675490e-03,5.105550e-07,1.049860e-11,9.394840e-27,1.260780e-41,6.142630e-58,1.292730e-74,0.000000e+00,0.000000e+00
0.00316228,3.800000e+03,2.000000e+02,7.736750e+00,1.609040e-03,5.314320e-03,8.357130e-06,1.207970e-02,9.112650e-08,9.794600e-01,1.528390e-03,4.196710e-07,7.837770e-12,4.850260e-27,4.533130e-42,1.547780e-58,2.292020e-75,0.000000e+00,0.000000e+00
0.00316228,3.825000e+03,2.000000e+02,7.747930e+00,1.772490e-03,5.449090e-03,8.248470e-06,1.199530e-02,8.613370e-08,9.793820e-01,1.392390e-03,3.441490e-07,5.830690e-12,2.489090e-27,1.616040e-42,3.856720e-59,4.007910e-76,0.000000e+00,0.000000e+00
0.00316228,3.850000e+03,2.000000e+02,7.759200e+00,1.949440e-03,5.573150e-03,8.121720e-06,1.190410e-02,8.111460e-08,9.792980e-01,1.267130e-03,2.816760e-07,4.325130e-12,1.271390e-27,5.723230e-43,9.528040e-60,6.934420e-77,0.000000e+00,0.000000e+00
0.00316228,3.875000e+03,2.000000e+02,7.770570e+00,2.140640e-03,5.686960e-03,7.979390e-06,1.180590e-02,7.614080e-08,9.792060e-01,1.152130e-03,2.301940e-07,3.201100e-12,6.471510e-28,2.017220e-43,2.339430e-60,1.190690e-77,0.000000e+00,0.000000e+00
0.00316228,3.900000e+03,2.000000e+02,7.782050e+00,2.346860e-03,5.791050e-03,7.823820e-06,1.170010e-02,7.127000e-08,9.791070e-01,1.046870e-03,1.879080e-07,2.365190e-12,3.286310e-28,7.087810e-44,5.721390e-61,2.034660e-78,0.000000e+00,0.000000e+00
0.00316228,3.925000e+03,2.000000e+02,7.793640e+00,2.568840e-03,5.886000e-03,7.657190e-06,1.158660e-02,6.654760e-08,9.790000e-01,9.507380e-04,1.532680e-07,1.745520e-12,1.666590e-28,2.486440e-44,1.396550e-61,3.468820e-79,0.000000e+00,0.000000e+00
0.00316228,3.950000e+03,2.000000e+02,7.805360e+00,2.807330e-03,5.972420e-03,7.481470e-06,1.146470e-02,6.200780e-08,9.788850e-01,8.631390e-04,1.249550e-07,1.287310e-12,8.448270e-29,8.720680e-45,3.408570e-62,5.913810e-80,0.000000e+00,0.000000e+00
0.00316228,3.975000e+03,2.000000e+02,7.817220e+00,3.063040e-03,6.050920e-03,7.298420e-06,1.133430e-02,5.767460e-08,9.787610e-01,7.834540e-04,1.018530e-07,9.491240e-13,4.284390e-29,3.061740e-45,8.332330e-63,1.010280e-80,0.000000e+00,0.000000e+00
0.00316228,4.000000e+03,2.000000e+02,7.829210e+00,3.336650e-03,6.122110e-03,7.109620e-06,1.119490e-02,5.356400e-08,9.786280e-01,7.110740e-04,8.302700e-08,6.998610e-13,2.175270e-29,1.077240e-45,2.043050e-63,1.732650e-81,0.000000e+00,0.000000e+00
0.00316228,4.025000e+03,2.000000e+02,7.841350e+00,3.628800e-03,6.186550e-03,6.916450e-06,1.104620e-02,4.968450e-08,9.784860e-01,6.454080e-04,6.770050e-08,5.162950e-13,1.106450e-29,3.802010e-46,5.031310e-64,2.987980e-82,0.000000e+00,0.000000e+00
0.00316228,4.050000e+03,2.000000e+02,7.853640e+00,3.940090e-03,6.244820e-03,6.720120e-06,1.088790e-02,4.603950e-08,9.783350e-01,5.858910e-04,5.523040e-08,3.811630e-13,5.641510e-30,1.347250e-46,1.245870e-64,5.188880e-83,0.000000e+00,0.000000e+00
0.00316228,4.075000e+03,2.000000e+02,7.866090e+00,4.271020e-03,6.297450e-03,6.521670e-06,1.071970e-02,4.262760e-08,9.781730e-01,5.319870e-04,4.508720e-08,2.816870e-13,2.884880e-30,4.796730e-47,3.105240e-65,9.085460e-84,0.000000e+00,0.000000e+00
0.00316228,4.100000e+03,2.000000e+02,7.878710e+00,4.622030e-03,6.344930e-03,6.322000e-06,1.054140e-02,3.944400e-08,9.780020e-01,4.831930e-04,3.683720e-08,2.084330e-13,1.480220e-30,1.717100e-47,7.797080e-66,1.605750e-84,0.000000e+00,0.000000e+00
0.00316228,4.125000e+03,2.000000e+02,7.891500e+00,4.993470e-03,6.387730e-03,6.121880e-06,1.035280e-02,3.648140e-08,9.778210e-01,4.390430e-04,3.012560e-08,1.544540e-13,7.623510e-31,6.183770e-48,1.973860e-66,2.867360e-85,0.000000e+00,0.000000e+00
0.00316228,4.150000e+03,2.000000e+02,7.904470e+00,5.385580e-03,6.426270e-03,5.921970e-06,1.015380e-02,3.373070e-08,9.776290e-01,3.991020e-04,2.466340e-08,1.146410e-13,3.942440e-31,2.241460e-48,5.041230e-67,5.177440e-86,0.000000e+00,0.000000e+00
0.00316228,4.175000e+03,2.000000e+02,7.917610e+00,5.798460e-03,6.460940e-03,5.722820e-06,9.944330e-03,3.118150e-08,9.774280e-01,3.629750e-04,2.021530e-08,8.524190e-14,2.047760e-31,8.181130e-49,1.299680e-67,9.459880e-87,0.000000e+00,0.000000e+00
