edge,phi,f_air,P_atm,T_K,Bc_ss,Bg_ss,hw_ss_MJkg,Bc_Bg0,recession_over_mdote_m3_per_kg
hvof_phi0p8_air50,0.8,0.5,1,1000,9.146787e-02,3.658715e-01,-2.913035e+00,2.339430e-01,3.163884e-04
hvof_phi0p8_air50,0.8,0.5,1,1025,1.009344e-01,4.037375e-01,-2.580050e+00,2.521150e-01,3.491331e-04
hvof_phi0p8_air50,0.8,0.5,1,1050,1.090329e-01,4.361316e-01,-2.301075e+00,2.672220e-01,3.771460e-04
hvof_phi0p8_air50,0.8,0.5,1,1075,1.154767e-01,4.619070e-01,-2.076478e+00,2.789950e-01,3.994353e-04
hvof_phi0p8_air50,0.8,0.5,1,1100,1.203399e-01,4.813597e-01,-1.899068e+00,2.877280e-01,4.162571e-04
hvof_phi0p8_air50,0.8,0.5,1,1125,1.238784e-01,4.955138e-01,-1.758858e+00,2.939940e-01,4.284969e-04
hvof_phi0p8_air50,0.8,0.5,1,1150,1.263986e-01,5.055944e-01,-1.646381e+00,2.984040e-01,4.372141e-04
hvof_phi0p8_air50,0.8,0.5,1,1175,1.281724e-01,5.126897e-01,-1.553746e+00,3.014810e-01,4.433498e-04
hvof_phi0p8_air50,0.8,0.5,1,1200,1.294156e-01,5.176624e-01,-1.474979e+00,3.036260e-01,4.476500e-04
hvof_phi0p8_air50,0.8,0.5,1,1225,1.302883e-01,5.211533e-01,-1.405850e+00,3.051280e-01,4.506687e-04
hvof_phi0p8_air50,0.8,0.5,1,1250,1.309044e-01,5.236176e-01,-1.343408e+00,3.061880e-01,4.527997e-04
hvof_phi0p8_air50,0.8,0.5,1,1275,1.313425e-01,5.253699e-01,-1.285629e+00,3.069430e-01,4.543150e-04
hvof_phi0p8_air50,0.8,0.5,1,1300,1.316568e-01,5.266271e-01,-1.231094e+00,3.074870e-01,4.554022e-04
hvof_phi0p8_air50,0.8,0.5,1,1325,1.318851e-01,5.275405e-01,-1.178828e+00,3.078840e-01,4.561920e-04
hvof_phi0p8_air50,0.8,0.5,1,1350,1.320533e-01,5.282134e-01,-1.128144e+00,3.081790e-01,4.567739e-04
hvof_phi0p8_air50,0.8,0.5,1,1375,1.321795e-01,5.287180e-01,-1.078570e+00,3.084000e-01,4.572103e-04
hvof_phi0p8_air50,0.8,0.5,1,1400,1.322767e-01,5.291068e-01,-1.029757e+00,3.085710e-01,4.575465e-04
hvof_phi0p8_air50,0.8,0.5,1,1425,1.323533e-01,5.294132e-01,-9.814648e-01,3.087040e-01,4.578115e-04
hvof_phi0p8_air50,0.8,0.5,1,1450,1.324162e-01,5.296647e-01,-9.335099e-01,3.088120e-01,4.580290e-04
hvof_phi0p8_air50,0.8,0.5,1,1475,1.324699e-01,5.298797e-01,-8.857601e-01,3.089020e-01,4.582149e-04
hvof_phi0p8_air50,0.8,0.5,1,1500,1.325182e-01,5.300729e-01,-8.381146e-01,3.089790e-01,4.583820e-04
hvof_phi0p8_air50,0.8,0.5,1,1525,1.325635e-01,5.302541e-01,-7.904952e-01,3.090480e-01,4.585387e-04
hvof_phi0p8_air50,0.8,0.5,1,1550,1.326084e-01,5.304337e-01,-7.428397e-01,3.091120e-01,4.586939e-04
hvof_phi0p8_air50,0.8,0.5,1,1575,1.326540e-01,5.306160e-01,-6.950983e-01,3.091740e-01,4.588516e-04
hvof_phi0p8_air50,0.8,0.5,1,1600,1.327018e-01,5.308074e-01,-6.472268e-01,3.092360e-01,4.590171e-04
hvof_phi0p8_air50,0.8,0.5,1,1625,1.327530e-01,5.310119e-01,-5.991906e-01,3.092980e-01,4.591940e-04
hvof_phi0p8_air50,0.8,0.5,1,1650,1.328090e-01,5.312359e-01,-5.509520e-01,3.093640e-01,4.593877e-04
hvof_phi0p8_air50,0.8,0.5,1,1675,1.328706e-01,5.314823e-01,-5.024811e-01,3.094330e-01,4.596008e-04
hvof_phi0p8_air50,0.8,0.5,1,1700,1.329386e-01,5.317545e-01,-4.537461e-01,3.095080e-01,4.598361e-04
hvof_phi0p8_air50,0.8,0.5,1,1725,1.330137e-01,5.320548e-01,-4.047163e-01,3.095880e-01,4.600958e-04
hvof_phi0p8_air50,0.8,0.5,1,1750,1.330972e-01,5.323889e-01,-3.553581e-01,3.096760e-01,4.603847e-04
hvof_phi0p8_air50,0.8,0.5,1,1775,1.331901e-01,5.327605e-01,-3.056391e-01,3.097710e-01,4.607060e-04
hvof_phi0p8_air50,0.8,0.5,1,1800,1.332929e-01,5.331717e-01,-2.555251e-01,3.098760e-01,4.610617e-04
hvof_phi0p8_air50,0.8,0.5,1,1825,1.334067e-01,5.336268e-01,-2.049787e-01,3.099900e-01,4.614552e-04
hvof_phi0p8_air50,0.8,0.5,1,1850,1.335323e-01,5.341293e-01,-1.539610e-01,3.101140e-01,4.618898e-04
hvof_phi0p8_air50,0.8,0.5,1,1875,1.336708e-01,5.346834e-01,-1.024291e-01,3.102490e-01,4.623689e-04
hvof_phi0p8_air50,0.8,0.5,1,1900,1.338237e-01,5.352948e-01,-5.033666e-02,3.103970e-01,4.628976e-04
hvof_phi0p8_air50,0.8,0.5,1,1925,1.339916e-01,5.359662e-01,2.363693e-03,3.105580e-01,4.634782e-04
hvof_phi0p8_air50,0.8,0.5,1,1950,1.341756e-01,5.367024e-01,5.572458e-02,3.107330e-01,4.641148e-04
hvof_phi0p8_air50,0.8,0.5,1,1975,1.343772e-01,5.375086e-01,1.098027e-01,3.109220e-01,4.648120e-04
hvof_phi0p8_air50,0.8,0.5,1,2000,1.345973e-01,5.383890e-01,1.646573e-01,3.111270e-01,4.655733e-04
hvof_phi0p8_air50,0.8,0.5,1,2025,1.348374e-01,5.393495e-01,2.203540e-01,3.113490e-01,4.664040e-04
hvof_phi0p8_air50,0.8,0.5,1,2050,1.350989e-01,5.403958e-01,2.769622e-01,3.115880e-01,4.673087e-04
hvof_phi0p8_air50,0.8,0.5,1,2075,1.353835e-01,5.415341e-01,3.345559e-01,3.118450e-01,4.682930e-04
hvof_phi0p8_air50,0.8,0.5,1,2100,1.356921e-01,5.427682e-01,3.932122e-01,3.121210e-01,4.693603e-04
hvof_phi0p8_air50,0.8,0.5,1,2125,1.360264e-01,5.441054e-01,4.530157e-01,3.124170e-01,4.705166e-04
hvof_phi0p8_air50,0.8,0.5,1,2150,1.363885e-01,5.455539e-01,5.140574e-01,3.127350e-01,4.717692e-04
hvof_phi0p8_air50,0.8,0.5,1,2175,1.367791e-01,5.471164e-01,5.764271e-01,3.130740e-01,4.731203e-04
hvof_phi0p8_air50,0.8,0.5,1,2200,1.372011e-01,5.488043e-01,6.402302e-01,3.134350e-01,4.745800e-04
hvof_phi0p8_air50,0.8,0.5,1,2225,1.376556e-01,5.506224e-01,7.055687e-01,3.138200e-01,4.761522e-04
hvof_phi0p8_air50,0.8,0.5,1,2250,1.381444e-01,5.525774e-01,7.725539e-01,3.142300e-01,4.778428e-04
hvof_phi0p8_air50,0.8,0.5,1,2275,1.386699e-01,5.546796e-01,8.413044e-01,3.146640e-01,4.796607e-04
hvof_phi0p8_air50,0.8,0.5,1,2300,1.392338e-01,5.569353e-01,9.119423e-01,3.151240e-01,4.816113e-04
hvof_phi0p8_air50,0.8,0.5,1,2325,1.398382e-01,5.593528e-01,9.845949e-01,3.156110e-01,4.837019e-04
hvof_phi0p8_air50,0.8,0.5,1,2350,1.404856e-01,5.619425e-01,1.059403e+00,3.161250e-01,4.859413e-04
hvof_phi0p8_air50,0.8,0.5,1,2375,1.411781e-01,5.647123e-01,1.136502e+00,3.166670e-01,4.883365e-04
hvof_phi0p8_air50,0.8,0.5,1,2400,1.419178e-01,5.676712e-01,1.216042e+00,3.172370e-01,4.908952e-04
hvof_phi0p8_air50,0.8,0.5,1,2425,1.427073e-01,5.708291e-01,1.298181e+00,3.178360e-01,4.936260e-04
hvof_phi0p8_air50,0.8,0.5,1,2450,1.435493e-01,5.741971e-01,1.383075e+00,3.184640e-01,4.965384e-04
hvof_phi0p8_air50,0.8,0.5,1,2475,1.444462e-01,5.777849e-01,1.470890e+00,3.191220e-01,4.996411e-04
hvof_phi0p8_air50,0.8,0.5,1,2500,1.454008e-01,5.816031e-01,1.561802e+00,3.198090e-01,5.029428e-04
hvof_phi0p8_air50,0.8,0.5,1,2525,1.464156e-01,5.856624e-01,1.655996e+00,3.205280e-01,5.064531e-04
hvof_phi0p8_air50,0.8,0.5,1,2550,1.474938e-01,5.899753e-01,1.753660e+00,3.212760e-01,5.101827e-04
hvof_phi0p8_air50,0.8,0.5,1,2575,1.486390e-01,5.945560e-01,1.854983e+00,3.220550e-01,5.141439e-04
hvof_phi0p8_air50,0.8,0.5,1,2600,1.498534e-01,5.994137e-01,1.960180e+00,3.228650e-01,5.183446e-04
hvof_phi0p8_air50,0.8,0.5,1,2625,1.511380e-01,6.045521e-01,2.068776e+00,3.237050e-01,5.227881e-04
hvof_phi0p8_air50,0.8,0.5,1,2650,1.524985e-01,6.099939e-01,2.181504e+00,3.245760e-01,5.274939e-04
hvof_phi0p8_air50,0.8,0.5,1,2675,1.539390e-01,6.157561e-01,2.298649e+00,3.254770e-01,5.324768e-04
hvof_phi0p8_air50,0.8,0.5,1,2700,1.554633e-01,6.218532e-01,2.420449e+00,3.264090e-01,5.377492e-04
hvof_phi0p8_air50,0.8,0.5,1,2725,1.570759e-01,6.283035e-01,2.547149e+00,3.273710e-01,5.433272e-04
hvof_phi0p8_air50,0.8,0.5,1,2750,1.587813e-01,6.351250e-01,2.679000e+00,3.283640e-01,5.492260e-04
hvof_phi0p8_air50,0.8,0.5,1,2775,1.605847e-01,6.423388e-01,2.816285e+00,3.293880e-01,5.554642e-04
hvof_phi0p8_air50,0.8,0.5,1,2800,1.624921e-01,6.499683e-01,2.959295e+00,3.304440e-01,5.620618e-04
hvof_phi0p8_air50,0.8,0.5,1,2825,1.645101e-01,6.580404e-01,3.108350e+00,3.315320e-01,5.690422e-04
hvof_phi0p8_air50,0.8,0.5,1,2850,1.666453e-01,6.665813e-01,3.263781e+00,3.326540e-01,5.764280e-04
hvof_phi0p8_air50,0.8,0.5,1,2875,1.689070e-01,6.756282e-01,3.425985e+00,3.338120e-01,5.842513e-04
hvof_phi0p8_air50,0.8,0.5,1,2900,1.713043e-01,6.852173e-01,3.595375e+00,3.350080e-01,5.925435e-04
hvof_phi0p8_air50,0.8,0.5,1,2925,1.738485e-01,6.953939e-01,3.772422e+00,3.362450e-01,6.013438e-04
hvof_phi0p8_air50,0.8,0.5,1,2950,1.765465e-01,7.061859e-01,3.956375e+00,3.375290e-01,6.106761e-04
hvof_phi0p8_air50,0.8,0.5,1,2975,1.794147e-01,7.176590e-01,4.147894e+00,3.388660e-01,6.205975e-04
hvof_phi0p8_air50,0.8,0.5,1,3000,1.824769e-01,7.299074e-01,4.348573e+00,3.402640e-01,6.311894e-04
hvof_phi0p8_air50,0.8,0.5,1,3025,1.857560e-01,7.430240e-01,4.559177e+00,3.417320e-01,6.425320e-04
hvof_phi0p8_air50,0.8,0.5,1,3050,1.892813e-01,7.571253e-01,4.780645e+00,3.432840e-01,6.547261e-04
hvof_phi0p8_air50,0.8,0.5,1,3075,1.930870e-01,7.723478e-01,5.014079e+00,3.449360e-01,6.678898e-04
hvof_phi0p8_air50,0.8,0.5,1,3100,1.972177e-01,7.888709e-01,5.260806e+00,3.467080e-01,6.821782e-04
hvof_phi0p8_air50,0.8,0.5,1,3125,2.017189e-01,8.068755e-01,5.520829e+00,3.486260e-01,6.977477e-04
hvof_phi0p8_air50,0.8,0.5,1,3150,2.066505e-01,8.266018e-01,5.794438e+00,3.507190e-01,7.148062e-04
hvof_phi0p8_air50,0.8,0.5,1,3175,2.121131e-01,8.484523e-01,6.086460e+00,3.530260e-01,7.337014e-04
hvof_phi0p8_air50,0.8,0.5,1,3200,2.182169e-01,8.728677e-01,6.399704e+00,3.555930e-01,7.548147e-04
hvof_phi0p8_air50,0.8,0.5,1,3225,2.251053e-01,9.004213e-01,6.737619e+00,3.584760e-01,7.786417e-04
hvof_phi0p8_air50,0.8,0.5,1,3250,2.329238e-01,9.316951e-01,7.097104e+00,3.617440e-01,8.056859e-04
hvof_phi0p8_air50,0.8,0.5,1,3275,2.419501e-01,9.678003e-01,7.489704e+00,3.654780e-01,8.369079e-04
hvof_phi0p8_air50,0.8,0.5,1,3300,2.524941e-01,1.009977e+00,7.918940e+00,3.697800e-01,8.733799e-04
hvof_phi0p8_air50,0.8,0.5,1,3325,2.649407e-01,1.059763e+00,8.382950e+00,3.747700e-01,9.164326e-04
hvof_phi0p8_air50,0.8,0.5,1,3350,2.799634e-01,1.119854e+00,8.902987e+00,3.805940e-01,9.683964e-04
hvof_phi0p8_air50,0.8,0.5,1,3375,2.984427e-01,1.193771e+00,9.493870e+00,3.874280e-01,1.032317e-03
hvof_phi0p8_air50,0.8,0.5,1,3400,3.214139e-01,1.285656e+00,1.013245e+01,3.954870e-01,1.111774e-03
hvof_phi0p8_air50,0.8,0.5,1,3425,3.509971e-01,1.403988e+00,1.087268e+01,4.050290e-01,1.214103e-03
hvof_phi0p8_air50,0.8,0.5,1,3450,3.901465e-01,1.560586e+00,1.172322e+01,4.163680e-01,1.349521e-03
hvof_phi0p8_air50,0.8,0.5,1,3475,4.438552e-01,1.775421e+00,1.269090e+01,4.298880e-01,1.535300e-03
hvof_phi0p8_air50,0.8,0.5,1,3500,5.215904e-01,2.086362e+00,1.382061e+01,4.460600e-01,1.804187e-03
hvof_phi0p8_air50,0.8,0.5,1,3525,6.426720e-01,2.570688e+00,1.515388e+01,4.654640e-01,2.223009e-03
hvof_phi0p8_air50,0.8,0.5,1,3550,8.533006e-01,3.413203e+00,1.670081e+01,4.888240e-01,2.951576e-03
hvof_phi0p8_air50,0.8,0.5,1,3575,1.303007e+00,5.212026e+00,1.857674e+01,5.170440e-01,4.507114e-03
hvof_phi0p8_air50,0.8,0.5,1,3600,2.581800e+00,1.000000e+01,2.063080e+01,5.512770e-01,8.930474e-03
hvof_phi0p8_air50,0.8,0.5,1,3625,3.365090e+00,1.000000e+01,2.142650e+01,5.930010e-01,1.163988e-02
hvof_phi0p8_air50,0.8,0.5,1,3650,4.316510e+00,1.000000e+01,2.223930e+01,6.441500e-01,1.493085e-02
hvof_phi0p8_air50,0.8,0.5,1,3675,5.483190e+00,1.000000e+01,2.306270e+01,7.072960e-01,1.896641e-02
hvof_phi0p8_air50,0.8,0.5,1,3700,6.929610e+00,1.000000e+01,2.388860e+01,7.859390e-01,2.396960e-02
hvof_phi0p8_air50,0.8,0.5,1,3725,8.746280e+00,1.000000e+01,2.470710e+01,8.849580e-01,3.025348e-02
hvof_phi0p8_air50,0.8,0.5,1,3750,1.106410e+01,1.000000e+01,2.550740e+01,1.011380e+00,3.827084e-02
hvof_phi0p8_air50,0.8,0.5,1,3775,1.407940e+01,1.000000e+01,2.627750e+01,1.175680e+00,4.870080e-02
hvof_phi0p8_air50,0.8,0.5,1,3800,1.810030e+01,1.000000e+01,2.700440e+01,1.394240e+00,6.260913e-02
hvof_phi0p8_air50,0.8,0.5,1,3825,2.363770e+01,1.000000e+01,2.767530e+01,1.694140e+00,8.176306e-02
hvof_phi0p8_air50,0.8,0.5,1,3850,3.160360e+01,1.000000e+01,2.827710e+01,2.123610e+00,1.093172e-01
hvof_phi0p8_air50,0.8,0.5,1,3875,4.379330e+01,1.000000e+01,2.879690e+01,2.777620e+00,1.514815e-01
hvof_phi0p8_air50,0.8,0.5,1,3900,6.427920e+01,1.000000e+01,2.922190e+01,3.872070e+00,2.223424e-01
hvof_phi0p8_air50,0.8,0.5,1,3925,1.046280e+02,1.000000e+01,2.953870e+01,6.024160e+00,3.619094e-01
hvof_phi0p8_air50,0.8,0.5,1,3950,2.153670e+02,1.000000e+01,2.973190e+01,1.196790e+01,7.449568e-01
hvof_phi0p8_air50,0.8,0.5,1,3975,1.000000e+03,1.000000e+01,2.979950e+01,8.302330e+01,3.459011e+00
hvof_phi0p8_air50,0.8,0.5,1,4000,1.000000e+03,1.000000e+01,2.998340e+01,2.000000e+02,3.459011e+00
hvof_phi1p0_air25,1,0.25,0.01,300,6.387758e-03,2.555103e-02,-8.273544e+00,2.355300e-02,2.209532e-05
hvof_phi1p0_air25,1,0.25,0.01,325,6.671415e-03,2.668566e-02,-8.239041e+00,2.454510e-02,2.307650e-05
hvof_phi1p0_air25,1,0.25,0.01,350,6.971184e-03,2.788474e-02,-8.201216e+00,2.580240e-02,2.411340e-05
hvof_phi1p0_air25,1,0.25,0.01,375,7.265473e-03,2.906189e-02,-8.159673e+00,2.731570e-02,2.513135e-05
hvof_phi1p0_air25,1,0.25,0.01,400,7.774011e-03,3.109604e-02,-8.117040e+00,2.907810e-02,2.689039e-05
hvof_phi1p0_air25,1,0.25,0.01,425,8.455680e-03,3.382272e-02,-8.071676e+00,3.109530e-02,2.924829e-05
hvof_phi1p0_air25,1,0.25,0.01,450,9.240827e-03,3.696331e-02,-8.021130e+00,3.339090e-02,3.196412e-05
hvof_phi1p0_air25,1,0.25,0.01,475,1.020922e-02,4.083690e-02,-7.964086e+00,3.600690e-02,3.531382e-05
hvof_phi1p0_air25,1,0.25,0.01,500,1.142040e-02,4.568161e-02,-7.898016e+00,3.900040e-02,3.950329e-05
hvof_phi1p0_air25,1,0.25,0.01,525,1.238876e-02,4.955504e-02,-7.815628e+00,4.244240e-02,4.285285e-05
hvof_phi1p0_air25,1,0.25,0.01,550,1.377411e-02,5.509646e-02,-7.720227e+00,4.642290e-02,4.764481e-05
hvof_phi1p0_air25,1,0.25,0.01,575,1.539169e-02,6.156675e-02,-7.606499e+00,5.106530e-02,5.324001e-05
hvof_phi1p0_air25,1,0.25,0.01,600,1.731988e-02,6.927951e-02,-7.470880e+00,5.655730e-02,5.990964e-05
hvof_phi1p0_air25,1,0.25,0.01,625,1.970322e-02,7.881289e-02,-7.307347e+00,6.320470e-02,6.815366e-05
hvof_phi1p0_air25,1,0.25,0.01,650,2.274114e-02,9.096455e-02,-7.107118e+00,7.151520e-02,7.866184e-05
hvof_phi1p0_air25,1,0.25,0.01,675,2.678891e-02,1.071556e-01,-6.854213e+00,8.229730e-02,9.266312e-05
hvof_phi1p0_air25,1,0.25,0.01,700,3.238101e-02,1.295240e-01,-6.525924e+00,9.672080e-02,1.120062e-04
hvof_phi1p0_air25,1,0.25,0.01,725,4.025126e-02,1.610050e-01,-6.096036e+00,1.162330e-01,1.392295e-04
hvof_phi1p0_air25,1,0.25,0.01,750,5.124360e-02,2.049744e-01,-5.545775e+00,1.421590e-01,1.772521e-04
hvof_phi1p0_air25,1,0.25,0.01,775,6.585189e-02,2.634076e-01,-4.887560e+00,1.747590e-01,2.277824e-04
hvof_phi1p0_air25,1,0.25,0.01,800,8.333514e-02,3.333405e-01,-4.187299e+00,2.118750e-01,2.882571e-04
hvof_phi1p0_air25,1,0.25,0.01,825,1.011277e-01,4.045107e-01,-3.551083e+00,2.484430e-01,3.498017e-04
hvof_phi1p0_air25,1,0.25,0.01,850,1.160427e-01,4.641708e-01,-3.061101e+00,2.787580e-01,4.013930e-04
hvof_phi1p0_air25,1,0.25,0.01,875,1.265289e-01,5.061154e-01,-2.726522e+00,3.000940e-01,4.376647e-04
hvof_phi1p0_air25,1,0.25,0.01,900,1.330533e-01,5.322132e-01,-2.510562e+00,3.133990e-01,4.602328e-04
hvof_phi1p0_air25,1,0.25,0.01,925,1.368594e-01,5.474377e-01,-2.368397e+00,3.211460e-01,4.733982e-04
hvof_phi1p0_air25,1,0.25,0.01,950,1.390297e-01,5.561189e-01,-2.268536e+00,3.255360e-01,4.809053e-04
hvof_phi1p0_air25,1,0.25,0.01,975,1.402679e-01,5.610715e-01,-2.192080e+00,3.280200e-01,4.851881e-04
hvof_phi1p0_air25,1,0.25,0.01,1000,1.409839e-01,5.639356e-01,-2.128503e+00,3.294430e-01,4.876649e-04
hvof_phi1p0_air25,1,0.25,0.01,1025,1.414058e-01,5.656231e-01,-2.072069e+00,3.302730e-01,4.891241e-04
hvof_phi1p0_air25,1,0.25,0.01,1050,1.416597e-01,5.666387e-01,-2.019635e+00,3.307680e-01,4.900023e-04
hvof_phi1p0_air25,1,0.25,0.01,1075,1.418157e-01,5.672630e-01,-1.969470e+00,3.310700e-01,4.905422e-04
hvof_phi1p0_air25,1,0.25,0.01,1100,1.419139e-01,5.676555e-01,-1.920588e+00,3.312580e-01,4.908816e-04
hvof_phi1p0_air25,1,0.25,0.01,1125,1.419767e-01,5.679069e-01,-1.872436e+00,3.313780e-01,4.910990e-04
hvof_phi1p0_air25,1,0.25,0.01,1150,1.420183e-01,5.680732e-01,-1.824659e+00,3.314570e-01,4.912428e-04
hvof_phi1p0_air25,1,0.25,0.01,1175,1.420467e-01,5.681870e-01,-1.777072e+00,3.315100e-01,4.913412e-04
hvof_phi1p0_air25,1,0.25,0.01,1200,1.420663e-01,5.682653e-01,-1.729552e+00,3.315460e-01,4.914089e-04
hvof_phi1p0_air25,1,0.25,0.01,1225,1.420807e-01,5.683230e-01,-1.682004e+00,3.315730e-01,4.914588e-04
hvof_phi1p0_air25,1,0.25,0.01,1250,1.420922e-01,5.683687e-01,-1.634389e+00,3.315920e-01,4.914984e-04
hvof_phi1p0_air25,1,0.25,0.01,1275,1.421019e-01,5.684076e-01,-1.586678e+00,3.316080e-01,4.915320e-04
hvof_phi1p0_air25,1,0.25,0.01,1300,1.421103e-01,5.684414e-01,-1.538841e+00,3.316220e-01,4.915612e-04
hvof_phi1p0_air25,1,0.25,0.01,1325,1.421188e-01,5.684751e-01,-1.490856e+00,3.316350e-01,4.915904e-04
hvof_phi1p0_air25,1,0.25,0.01,1350,1.421276e-01,5.685106e-01,-1.442705e+00,3.316480e-01,4.916210e-04
hvof_phi1p0_air25,1,0.25,0.01,1375,1.421374e-01,5.685494e-01,-1.394385e+00,3.316610e-01,4.916547e-04
hvof_phi1p0_air25,1,0.25,0.01,1400,1.421479e-01,5.685918e-01,-1.345871e+00,3.316750e-01,4.916912e-04
hvof_phi1p0_air25,1,0.25,0.01,1425,1.421601e-01,5.686404e-01,-1.297159e+00,3.316910e-01,4.917333e-04
hvof_phi1p0_air25,1,0.25,0.01,1450,1.421740e-01,5.686959e-01,-1.248218e+00,3.317090e-01,4.917813e-04
hvof_phi1p0_air25,1,0.25,0.01,1475,1.421903e-01,5.687611e-01,-1.199028e+00,3.317290e-01,4.918377e-04
hvof_phi1p0_air25,1,0.25,0.01,1500,1.422089e-01,5.688355e-01,-1.149567e+00,3.317530e-01,4.919020e-04
hvof_phi1p0_air25,1,0.25,0.01,1525,1.422303e-01,5.689214e-01,-1.099802e+00,3.317800e-01,4.919763e-04
hvof_phi1p0_air25,1,0.25,0.01,1550,1.422551e-01,5.690204e-01,-1.049698e+00,3.318100e-01,4.920619e-04
hvof_phi1p0_air25,1,0.25,0.01,1575,1.422833e-01,5.691332e-01,-9.992139e-01,3.318450e-01,4.921594e-04
hvof_phi1p0_air25,1,0.25,0.01,1600,1.423159e-01,5.692638e-01,-9.482945e-01,3.318850e-01,4.922724e-04
hvof_phi1p0_air25,1,0.25,0.01,1625,1.423526e-01,5.694103e-01,-8.968818e-01,3.319300e-01,4.923991e-04
hvof_phi1p0_air25,1,0.25,0.01,1650,1.423945e-01,5.695782e-01,-8.449030e-01,3.319800e-01,4.925443e-04
hvof_phi1p0_air25,1,0.25,0.01,1675,1.424420e-01,5.697679e-01,-7.922792e-01,3.320380e-01,4.927083e-04
hvof_phi1p0_air25,1,0.25,0.01,1700,1.424954e-01,5.699816e-01,-7.389153e-01,3.321020e-01,4.928932e-04
hvof_phi1p0_air25,1,0.25,0.01,1725,1.425558e-01,5.702231e-01,-6.847009e-01,3.321730e-01,4.931020e-04
hvof_phi1p0_air25,1,0.25,0.01,1750,1.426232e-01,5.704926e-01,-6.295154e-01,3.322530e-01,4.933350e-04
hvof_phi1p0_air25,1,0.25,0.01,1775,1.426988e-01,5.707951e-01,-5.732153e-01,3.323420e-01,4.935966e-04
hvof_phi1p0_air25,1,0.25,0.01,1800,1.427832e-01,5.711327e-01,-5.156406e-01,3.324410e-01,4.938885e-04
hvof_phi1p0_air25,1,0.25,0.01,1825,1.428770e-01,5.715078e-01,-4.566134e-01,3.325500e-01,4.942129e-04
hvof_phi1p0_air25,1,0.25,0.01,1850,1.429813e-01,5.719252e-01,-3.959300e-01,3.326710e-01,4.945738e-04
hvof_phi1p0_air25,1,0.25,0.01,1875,1.430966e-01,5.723865e-01,-3.333657e-01,3.328030e-01,4.949727e-04
hvof_phi1p0_air25,1,0.25,0.01,1900,1.432239e-01,5.728958e-01,-2.686711e-01,3.329480e-01,4.954132e-04
hvof_phi1p0_air25,1,0.25,0.01,1925,1.433646e-01,5.734582e-01,-2.015680e-01,3.331070e-01,4.958995e-04
hvof_phi1p0_air25,1,0.25,0.01,1950,1.435189e-01,5.740758e-01,-1.317525e-01,3.332800e-01,4.964336e-04
hvof_phi1p0_air25,1,0.25,0.01,1975,1.436887e-01,5.747546e-01,-5.888900e-02,3.334690e-01,4.970206e-04
hvof_phi1p0_air25,1,0.25,0.01,2000,1.438745e-01,5.754979e-01,1.738704e-02,3.336740e-01,4.976634e-04
hvof_phi1p0_air25,1,0.25,0.01,2025,1.440774e-01,5.763094e-01,9.747166e-02,3.338960e-01,4.983651e-04
hvof_phi1p0_air25,1,0.25,0.01,2050,1.442984e-01,5.771937e-01,1.817946e-01,3.341350e-01,4.991298e-04
hvof_phi1p0_air25,1,0.25,0.01,2075,1.445388e-01,5.781553e-01,2.708191e-01,3.343930e-01,4.999614e-04
hvof_phi1p0_air25,1,0.25,0.01,2100,1.448002e-01,5.792009e-01,3.650427e-01,3.346700e-01,5.008656e-04
hvof_phi1p0_air25,1,0.25,0.01,2125,1.450829e-01,5.803318e-01,4.649916e-01,3.349680e-01,5.018434e-04
hvof_phi1p0_air25,1,0.25,0.01,2150,1.453888e-01,5.815552e-01,5.712322e-01,3.352860e-01,5.029014e-04
hvof_phi1p0_air25,1,0.25,0.01,2175,1.457183e-01,5.828731e-01,6.843548e-01,3.356250e-01,5.040411e-04
hvof_phi1p0_air25,1,0.25,0.01,2200,1.460732e-01,5.842927e-01,8.049880e-01,3.359850e-01,5.052687e-04
hvof_phi1p0_air25,1,0.25,0.01,2225,1.464539e-01,5.858156e-01,9.337810e-01,3.363670e-01,5.065856e-04
hvof_phi1p0_air25,1,0.25,0.01,2250,1.468617e-01,5.874469e-01,1.071411e+00,3.367710e-01,5.079963e-04
hvof_phi1p0_air25,1,0.25,0.01,2275,1.472975e-01,5.891900e-01,1.218581e+00,3.371980e-01,5.095036e-04
hvof_phi1p0_air25,1,0.25,0.01,2300,1.477626e-01,5.910505e-01,1.376008e+00,3.376460e-01,5.111125e-04
hvof_phi1p0_air25,1,0.25,0.01,2325,1.482571e-01,5.930283e-01,1.544403e+00,3.381170e-01,5.128228e-04
hvof_phi1p0_air25,1,0.25,0.01,2350,1.487820e-01,5.951280e-01,1.724519e+00,3.386090e-01,5.146385e-04
hvof_phi1p0_air25,1,0.25,0.01,2375,1.493382e-01,5.973529e-01,1.917062e+00,3.391230e-01,5.165625e-04
hvof_phi1p0_air25,1,0.25,0.01,2400,1.499266e-01,5.997062e-01,2.122766e+00,3.396580e-01,5.185976e-04
hvof_phi1p0_air25,1,0.25,0.01,2425,1.505474e-01,6.021897e-01,2.341943e+00,3.402160e-01,5.207451e-04
hvof_phi1p0_air25,1,0.25,0.01,2450,1.512020e-01,6.048082e-01,2.575505e+00,3.407960e-01,5.230095e-04
hvof_phi1p0_air25,1,0.25,0.01,2475,1.518927e-01,6.075708e-01,2.824148e+00,3.414000e-01,5.253985e-04
