Tw_K,P_bar,O2_C2H2,f_air,Bg,Bc
2900,0.569792,1.3,0.25,0.1,1.280930e-01
2925,0.569792,1.3,0.25,0.1,1.301760e-01
2950,0.569792,1.3,0.25,0.1,1.323610e-01
2975,0.569792,1.3,0.25,0.1,1.346620e-01
3000,0.569792,1.3,0.25,0.1,1.370940e-01
3025,0.569792,1.3,0.25,0.1,1.396790e-01
3050,0.569792,1.3,0.25,0.1,1.424410e-01
3075,0.569792,1.3,0.25,0.1,1.454150e-01
3100,0.569792,1.3,0.25,0.1,1.486400e-01
3125,0.569792,1.3,0.25,0.1,1.521670e-01
3150,0.569792,1.3,0.25,0.1,1.560580e-01
3175,0.569792,1.3,0.25,0.1,1.603910e-01
3200,0.569792,1.3,0.25,0.1,1.652580e-01
3225,0.569792,1.3,0.25,0.1,1.707760e-01
3250,0.569792,1.3,0.25,0.1,1.770870e-01
3275,0.569792,1.3,0.25,0.1,1.843640e-01
3300,0.569792,1.3,0.25,0.1,1.928200e-01
3325,0.569792,1.3,0.25,0.1,2.027130e-01
3350,0.569792,1.3,0.25,0.1,2.143630e-01
3375,0.569792,1.3,0.25,0.1,2.281610e-01
3400,0.569792,1.3,0.25,0.1,2.445890e-01
3425,0.569792,1.3,0.25,0.1,2.642450e-01
3450,0.569792,1.3,0.25,0.1,2.878750e-01
3475,0.569792,1.3,0.25,0.1,3.164170e-01
3500,0.569792,1.3,0.25,0.1,3.510600e-01
3525,0.569792,1.3,0.25,0.1,3.933320e-01
3550,0.569792,1.3,0.25,0.1,4.452230e-01
3575,0.569792,1.3,0.25,0.1,5.093680e-01
3600,0.569792,1.3,0.25,0.1,5.893320e-01
3625,0.569792,1.3,0.25,0.1,6.900470e-01
3650,0.569792,1.3,0.25,0.1,8.185410e-01
3675,0.569792,1.3,0.25,0.1,9.851770e-01
3700,0.569792,1.3,0.25,0.1,1.205900e+00
3725,0.569792,1.3,0.25,0.1,1.506560e+00
3750,0.569792,1.3,0.25,0.1,1.932030e+00
3775,0.569792,1.3,0.25,0.1,2.567520e+00
3800,0.569792,1.3,0.25,0.1,3.596820e+00
3825,0.569792,1.3,0.25,0.1,5.501640e+00
3850,0.569792,1.3,0.25,0.1,1.006780e+01
3875,0.569792,1.3,0.25,0.1,3.373380e+01
3900,0.569792,1.3,0.25,0.1,2.000000e+02
3925,0.569792,1.3,0.25,0.1,2.000000e+02
3950,0.569792,1.3,0.25,0.1,2.000000e+02
3975,0.569792,1.3,0.25,0.1,2.000000e+02
4000,0.569792,1.3,0.25,0.1,2.000000e+02
4025,0.569792,1.3,0.25,0.1,2.000000e+02
4050,0.569792,1.3,0.25,0.1,2.000000e+02
4075,0.569792,1.3,0.25,0.1,2.000000e+02
4100,0.569792,1.3,0.25,0.1,2.000000e+02
4125,0.569792,1.3,0.25,0.1,2.000000e+02
4150,0.569792,1.3,0.25,0.1,2.000000e+02
4175,0.569792,1.3,0.25,0.1,2.000000e+02
4200,0.569792,1.3,0.25,0.1,2.000000e+02
4225,0.569792,1.3,0.25,0.1,2.000000e+02
4250,0.569792,1.3,0.25,0.1,2.000000e+02
4275,0.569792,1.3,0.25,0.1,2.000000e+02
4300,0.569792,1.3,0.25,0.1,2.000000e+02
4325,0.569792,1.3,0.25,0.1,2.000000e+02
4350,0.569792,1.3,0.25,0.1,2.000000e+02
4375,0.569792,1.3,0.25,0.1,2.000000e+02
4400,0.569792,1.3,0.25,0.1,2.000000e+02
4425,0.569792,1.3,0.25,0.1,2.000000e+02
4450,0.569792,1.3,0.25,0.1,2.000000e+02
4475,0.569792,1.3,0.25,0.1,2.000000e+02
4500,0.569792,1.3,0.25,0.1,2.000000e+02
4525,0.569792,1.3,0.25,0.1,2.000000e+02
4550,0.569792,1.3,0.25,0.1,2.000000e+02
4575,0.569792,1.3,0.25,0.1,2.000000e+02
4600,0.569792,1.3,0.25,0.1,2.000000e+02
4625,0.569792,1.3,0.25,0.1,2.000000e+02
4650,0.569792,1.3,0.25,0.1,2.000000e+02
4675,0.569792,1.3,0.25,0.1,2.000000e+02
4700,0.569792,1.3,0.25,0.1,2.000000e+02
4725,0.569792,1.3,0.25,0.1,2.000000e+02
4750,0.569792,1.3,0.25,0.1,2.000000e+02
4775,0.569792,1.3,0.25,0.1,2.000000e+02
4800,0.569792,1.3,0.25,0.1,2.000000e+02
4825,0.569792,1.3,0.25,0.1,2.000000e+02
4850,0.569792,1.3,0.25,0.1,2.000000e+02
4875,0.569792,1.3,0.25,0.1,2.000000e+02
4900,0.569792,1.3,0.25,0.1,2.000000e+02
4925,0.569792,1.3,0.25,0.1,2.000000e+02
4950,0.569792,1.3,0.25,0.1,2.000000e+02
4975,0.569792,1.3,0.25,0.1,2.000000e+02
5000,0.569792,1.3,0.25,0.1,2.000000e+02
300,1.01325,1.3,0.25,0.1,0.000000e+00
325,1.01325,1.3,0.25,0.1,0.000000e+00
350,1.01325,1.3,0.25,0.1,0.000000e+00
375,1.01325,1.3,0.25,0.1,0.000000e+00
400,1.01325,1.3,0.25,0.1,0.000000e+00
425,1.01325,1.3,0.25,0.1,0.000000e+00
450,1.01325,1.3,0.25,0.1,0.000000e+00
475,1.01325,1.3,0.25,0.1,0.000000e+00
500,1.01325,1.3,0.25,0.1,0.000000e+00
525,1.01325,1.3,0.25,0.1,0.000000e+00
550,1.01325,1.3,0.25,0.1,0.000000e+00
575,1.01325,1.3,0.25,0.1,0.000000e+00
600,1.01325,1.3,0.25,0.1,0.000000e+00
625,1.01325,1.3,0.25,0.1,0.000000e+00
650,1.01325,1.3,0.25,0.1,0.000000e+00
675,1.01325,1.3,0.25,0.1,0.000000e+00
700,1.01325,1.3,0.25,0.1,0.000000e+00
725,1.01325,1.3,0.25,0.1,0.000000e+00
750,1.01325,1.3,0.25,0.1,0.000000e+00
775,1.01325,1.3,0.25,0.1,0.000000e+00
800,1.01325,1.3,0.25,0.1,0.000000e+00
825,1.01325,1.3,0.25,0.1,0.000000e+00
850,1.01325,1.3,0.25,0.1,0.000000e+00
875,1.01325,1.3,0.25,0.1,0.000000e+00
900,1.01325,1.3,0.25,0.1,0.000000e+00
925,1.01325,1.3,0.25,0.1,0.000000e+00
950,1.01325,1.3,0.25,0.1,0.000000e+00
975,1.01325,1.3,0.25,0.1,0.000000e+00
1000,1.01325,1.3,0.25,0.1,3.051940e-03
1025,1.01325,1.3,0.25,0.1,2.370160e-02
1050,1.01325,1.3,0.25,0.1,4.102230e-02
1075,1.01325,1.3,0.25,0.1,5.464760e-02
1100,1.01325,1.3,0.25,0.1,6.484890e-02
1125,1.01325,1.3,0.25,0.1,7.223290e-02
1150,1.01325,1.3,0.25,0.1,7.747160e-02
1175,1.01325,1.3,0.25,0.1,8.115310e-02
1200,1.01325,1.3,0.25,0.1,8.373540e-02
1225,1.01325,1.3,0.25,0.1,8.555230e-02
1250,1.01325,1.3,0.25,0.1,8.683880e-02
1275,1.01325,1.3,0.25,0.1,8.775770e-02
1300,1.01325,1.3,0.25,0.1,8.842080e-02
1325,1.01325,1.3,0.25,0.1,8.890470e-02
1350,1.01325,1.3,0.25,0.1,8.926260e-02
1375,1.01325,1.3,0.25,0.1,8.953120e-02
1400,1.01325,1.3,0.25,0.1,8.973630e-02
1425,1.01325,1.3,0.25,0.1,8.989630e-02
1450,1.01325,1.3,0.25,0.1,9.002430e-02
1475,1.01325,1.3,0.25,0.1,9.012970e-02
1500,1.01325,1.3,0.25,0.1,9.021960e-02
1525,1.01325,1.3,0.25,0.1,9.029920e-02
1550,1.01325,1.3,0.25,0.1,9.037250e-02
1575,1.01325,1.3,0.25,0.1,9.044270e-02
1600,1.01325,1.3,0.25,0.1,9.051230e-02
1625,1.01325,1.3,0.25,0.1,9.058340e-02
1650,1.01325,1.3,0.25,0.1,9.065760e-02
1675,1.01325,1.3,0.25,0.1,9.073650e-02
1700,1.01325,1.3,0.25,0.1,9.082150e-02
1725,1.01325,1.3,0.25,0.1,9.091380e-02
1750,1.01325,1.3,0.25,0.1,9.101470e-02
1775,1.01325,1.3,0.25,0.1,9.112530e-02
1800,1.01325,1.3,0.25,0.1,9.124680e-02
1825,1.01325,1.3,0.25,0.1,9.138030e-02
1850,1.01325,1.3,0.25,0.1,9.152700e-02
1875,1.01325,1.3,0.25,0.1,9.168800e-02
1900,1.01325,1.3,0.25,0.1,9.186450e-02
1925,1.01325,1.3,0.25,0.1,9.205780e-02
1950,1.01325,1.3,0.25,0.1,9.226920e-02
1975,1.01325,1.3,0.25,0.1,9.249990e-02
2000,1.01325,1.3,0.25,0.1,9.275140e-02
2025,1.01325,1.3,0.25,0.1,9.302490e-02
2050,1.01325,1.3,0.25,0.1,9.332190e-02
2075,1.01325,1.3,0.25,0.1,9.364390e-02
2100,1.01325,1.3,0.25,0.1,9.399240e-02
2125,1.01325,1.3,0.25,0.1,9.436890e-02
2150,1.01325,1.3,0.25,0.1,9.477500e-02
2175,1.01325,1.3,0.25,0.1,9.521230e-02
2200,1.01325,1.3,0.25,0.1,9.568240e-02
2225,1.01325,1.3,0.25,0.1,9.618690e-02
2250,1.01325,1.3,0.25,0.1,9.672750e-02
2275,1.01325,1.3,0.25,0.1,9.730590e-02
2300,1.01325,1.3,0.25,0.1,9.792370e-02
2325,1.01325,1.3,0.25,0.1,9.858270e-02
2350,1.01325,1.3,0.25,0.1,9.928450e-02
2375,1.01325,1.3,0.25,0.1,1.000310e-01
2400,1.01325,1.3,0.25,0.1,1.008230e-01
2425,1.01325,1.3,0.25,0.1,1.016630e-01
2450,1.01325,1.3,0.25,0.1,1.025520e-01
2475,1.01325,1.3,0.25,0.1,1.034920e-01
2500,1.01325,1.3,0.25,0.1,1.044830e-01
2525,1.01325,1.3,0.25,0.1,1.055290e-01
2550,1.01325,1.3,0.25,0.1,1.066290e-01
2575,1.01325,1.3,0.25,0.1,1.077860e-01
2600,1.01325,1.3,0.25,0.1,1.090000e-01
2625,1.01325,1.3,0.25,0.1,1.102730e-01
2650,1.01325,1.3,0.25,0.1,1.116050e-01
2675,1.01325,1.3,0.25,0.1,1.129980e-01
2700,1.01325,1.3,0.25,0.1,1.144540e-01
2725,1.01325,1.3,0.25,0.1,1.159720e-01
2750,1.01325,1.3,0.25,0.1,1.175550e-01
2775,1.01325,1.3,0.25,0.1,1.192040e-01
2800,1.01325,1.3,0.25,0.1,1.209200e-01
2825,1.01325,1.3,0.25,0.1,1.227050e-01
2850,1.01325,1.3,0.25,0.1,1.245620e-01
2875,1.01325,1.3,0.25,0.1,1.264930e-01
2900,1.01325,1.3,0.25,0.1,1.285010e-01
2925,1.01325,1.3,0.25,0.1,1.305920e-01
2950,1.01325,1.3,0.25,0.1,1.327710e-01
2975,1.01325,1.3,0.25,0.1,1.350440e-01
3000,1.01325,1.3,0.25,0.1,1.374220e-01
3025,1.01325,1.3,0.25,0.1,1.399150e-01
3050,1.01325,1.3,0.25,0.1,1.425380e-01
3075,1.01325,1.3,0.25,0.1,1.453080e-01
3100,1.01325,1.3,0.25,0.1,1.482480e-01
3125,1.01325,1.3,0.25,0.1,1.513850e-01
3150,1.01325,1.3,0.25,0.1,1.547530e-01
3175,1.01325,1.3,0.25,0.1,1.583930e-01
3200,1.01325,1.3,0.25,0.1,1.623580e-01
3225,1.01325,1.3,0.25,0.1,1.667100e-01
3250,1.01325,1.3,0.25,0.1,1.715230e-01
3275,1.01325,1.3,0.25,0.1,1.768930e-01
3300,1.01325,1.3,0.25,0.1,1.829300e-01
3325,1.01325,1.3,0.25,0.1,1.897730e-01
3350,1.01325,1.3,0.25,0.1,1.975860e-01
3375,1.01325,1.3,0.25,0.1,2.065710e-01
3400,1.01325,1.3,0.25,0.1,2.169720e-01
3425,1.01325,1.3,0.25,0.1,2.290870e-01
3450,1.01325,1.3,0.25,0.1,2.432780e-01
3475,1.01325,1.3,0.25,0.1,2.599880e-01
3500,1.01325,1.3,0.25,0.1,2.797640e-01
3525,1.01325,1.3,0.25,0.1,3.032810e-01
3550,1.01325,1.3,0.25,0.1,3.313800e-01
3575,1.01325,1.3,0.25,0.1,3.651200e-01
3600,1.01325,1.3,0.25,0.1,4.058470e-01
3625,1.01325,1.3,0.25,0.1,4.552960e-01
3650,1.01325,1.3,0.25,0.1,5.157360e-01
3675,1.01325,1.3,0.25,0.1,5.901910e-01
3700,1.01325,1.3,0.25,0.1,6.827780e-01
3725,1.01325,1.3,0.25,0.1,7.992440e-01
3750,1.01325,1.3,0.25,0.1,9.478640e-01
3775,1.01325,1.3,0.25,0.1,1.140990e+00
3800,1.01325,1.3,0.25,0.1,1.397930e+00
3825,1.01325,1.3,0.25,0.1,1.750570e+00
3850,1.01325,1.3,0.25,0.1,2.255670e+00
3875,1.01325,1.3,0.25,0.1,3.024720e+00
3900,1.01325,1.3,0.25,0.1,4.310410e+00
3925,1.01325,1.3,0.25,0.1,6.831230e+00
3950,1.01325,1.3,0.25,0.1,1.373950e+01
3975,1.01325,1.3,0.25,0.1,9.380880e+01
4000,1.01325,1.3,0.25,0.1,2.000000e+02
4025,1.01325,1.3,0.25,0.1,2.000000e+02
4050,1.01325,1.3,0.25,0.1,2.000000e+02
4075,1.01325,1.3,0.25,0.1,2.000000e+02
4100,1.01325,1.3,0.25,0.1,2.000000e+02
4125,1.01325,1.3,0.25,0.1,2.000000e+02
4150,1.01325,1.3,0.25,0.1,2.000000e+02
4175,1.01325,1.3,0.25,0.1,2.000000e+02
4200,1.01325,1.3,0.25,0.1,2.000000e+02
4225,1.01325,1.3,0.25,0.1,2.000000e+02
4250,1.01325,1.3,0.25,0.1,2.000000e+02
4275,1.01325,1.3,0.25,0.1,2.000000e+02
4300,1.01325,1.3,0.25,0.1,2.000000e+02
4325,1.01325,1.3,0.25,0.1,2.000000e+02
4350,1.01325,1.3,0.25,0.1,2.000000e+02
4375,1.01325,1.3,0.25,0.1,2.000000e+02
4400,1.01325,1.3,0.25,0.1,2.000000e+02
4425,1.01325,1.3,0.25,0.1,2.000000e+02
4450,1.01325,1.3,0.25,0.1,2.000000e+02
4475,1.01325,1.3,0.25,0.1,2.000000e+02
4500,1.01325,1.3,0.25,0.1,2.000000e+02
4525,1.01325,1.3,0.25,0.1,2.000000e+02
4550,1.01325,1.3,0.25,0.1,2.000000e+02
4575,1.01325,1.3,0.25,0.1,2.000000e+02
4600,1.01325,1.3,0.25,0.1,2.000000e+02
4625,1.01325,1.3,0.25,0.1,2.000000e+02
4650,1.01325,1.3,0.25,0.1,2.000000e+02
4675,1.01325,1.3,0.25,0.1,2.000000e+02
4700,1.01325,1.3,0.25,0.1,2.000000e+02
4725,1.01325,1.3,0.25,0.1,2.000000e+02
4750,1.01325,1.3,0.25,0.1,2.000000e+02
4775,1.01325,1.3,0.25,0.1,2.000000e+02
4800,1.01325,1.3,0.25,0.1,2.000000e+02
4825,1.01325,1.3,0.25,0.1,2.000000e+02
4850,1.01325,1.3,0.25,0.1,2.000000e+02
4875,1.01325,1.3,0.25,0.1,2.000000e+02
4900,1.01325,1.3,0.25,0.1,2.000000e+02
4925,1.01325,1.3,0.25,0.1,2.000000e+02
4950,1.01325,1.3,0.25,0.1,2.000000e+02
4975,1.01325,1.3,0.25,0.1,2.000000e+02
5000,1.01325,1.3,0.25,0.1,2.000000e+02
300,1.80184,1.3,0.25,0.1,0.000000e+00
325,1.80184,1.3,0.25,0.1,0.000000e+00
350,1.80184,1.3,0.25,0.1,0.000000e+00
375,1.80184,1.3,0.25,0.1,0.000000e+00
400,1.80184,1.3,0.25,0.1,0.000000e+00
425,1.80184,1.3,0.25,0.1,0.000000e+00
450,1.80184,1.3,0.25,0.1,0.000000e+00
475,1.80184,1.3,0.25,0.1,0.000000e+00
500,1.80184,1.3,0.25,0.1,0.000000e+00
525,1.80184,1.3,0.25,0.1,0.000000e+00
550,1.80184,1.3,0.25,0.1,0.000000e+00
575,1.80184,1.3,0.25,0.1,0.000000e+00
600,1.80184,1.3,0.25,0.1,0.000000e+00
625,1.80184,1.3,0.25,0.1,0.000000e+00
650,1.80184,1.3,0.25,0.1,0.000000e+00
675,1.80184,1.3,0.25,0.1,0.000000e+00
700,1.80184,1.3,0.25,0.1,0.000000e+00
725,1.80184,1.3,0.25,0.1,0.000000e+00
750,1.80184,1.3,0.25,0.1,0.000000e+00
775,1.80184,1.3,0.25,0.1,0.000000e+00
800,1.80184,1.3,0.25,0.1,0.000000e+00
825,1.80184,1.3,0.25,0.1,0.000000e+00
850,1.80184,1.3,0.25,0.1,0.000000e+00
875,1.80184,1.3,0.25,0.1,0.000000e+00
900,1.80184,1.3,0.25,0.1,0.000000e+00
925,1.80184,1.3,0.25,0.1,0.000000e+00
950,1.80184,1.3,0.25,0.1,0.000000e+00
975,1.80184,1.3,0.25,0.1,0.000000e+00
1000,1.80184,1.3,0.25,0.1,0.000000e+00
1025,1.80184,1.3,0.25,0.1,0.000000e+00
1050,1.80184,1.3,0.25,0.1,1.879950e-02
1075,1.80184,1.3,0.25,0.1,3.603680e-02
1100,1.80184,1.3,0.25,0.1,5.001130e-02
1125,1.80184,1.3,0.25,0.1,6.081230e-02
1150,1.80184,1.3,0.25,0.1,6.887730e-02
1175,1.80184,1.3,0.25,0.1,7.476670e-02
1200,1.80184,1.3,0.25,0.1,7.901500e-02
1225,1.80184,1.3,0.25,0.1,8.206480e-02
1250,1.80184,1.3,0.25,0.1,8.425520e-02
1275,1.80184,1.3,0.25,0.1,8.583490e-02
1300,1.80184,1.3,0.25,0.1,8.698150e-02
1325,1.80184,1.3,0.25,0.1,8.782070e-02
1350,1.80184,1.3,0.25,0.1,8.844100e-02
1375,1.80184,1.3,0.25,0.1,8.890470e-02
1400,1.80184,1.3,0.25,0.1,8.925590e-02
1425,1.80184,1.3,0.25,0.1,8.952580e-02
1450,1.80184,1.3,0.25,0.1,8.973720e-02
1475,1.80184,1.3,0.25,0.1,8.990630e-02
1500,1.80184,1.3,0.25,0.1,9.004510e-02
1525,1.80184,1.3,0.25,0.1,9.016260e-02
1550,1.80184,1.3,0.25,0.1,9.026530e-02
1575,1.80184,1.3,0.25,0.1,9.035850e-02
1600,1.80184,1.3,0.25,0.1,9.044610e-02
1625,1.80184,1.3,0.25,0.1,9.053130e-02
1650,1.80184,1.3,0.25,0.1,9.061680e-02
1675,1.80184,1.3,0.25,0.1,9.070470e-02
1700,1.80184,1.3,0.25,0.1,9.079680e-02
1725,1.80184,1.3,0.25,0.1,9.089480e-02
1750,1.80184,1.3,0.25,0.1,9.100030e-02
1775,1.80184,1.3,0.25,0.1,9.111460e-02
1800,1.80184,1.3,0.25,0.1,9.123910e-02
1825,1.80184,1.3,0.25,0.1,9.137490e-02
1850,1.80184,1.3,0.25,0.1,9.152350e-02
1875,1.80184,1.3,0.25,0.1,9.168610e-02
1900,1.80184,1.3,0.25,0.1,9.186390e-02
1925,1.80184,1.3,0.25,0.1,9.205830e-02
1950,1.80184,1.3,0.25,0.1,9.227050e-02
1975,1.80184,1.3,0.25,0.1,9.250190e-02
2000,1.80184,1.3,0.25,0.1,9.275400e-02
2025,1.80184,1.3,0.25,0.1,9.302800e-02
2050,1.80184,1.3,0.25,0.1,9.332560e-02
2075,1.80184,1.3,0.25,0.1,9.364800e-02
2100,1.80184,1.3,0.25,0.1,9.399700e-02
2125,1.80184,1.3,0.25,0.1,9.437400e-02
2150,1.80184,1.3,0.25,0.1,9.478070e-02
2175,1.80184,1.3,0.25,0.1,9.521860e-02
2200,1.80184,1.3,0.25,0.1,9.568940e-02
2225,1.80184,1.3,0.25,0.1,9.619490e-02
2250,1.80184,1.3,0.25,0.1,9.673670e-02
2275,1.80184,1.3,0.25,0.1,9.731650e-02
2300,1.80184,1.3,0.25,0.1,9.793600e-02
2325,1.80184,1.3,0.25,0.1,9.859700e-02
2350,1.80184,1.3,0.25,0.1,9.930120e-02
2375,1.80184,1.3,0.25,0.1,1.000500e-01
2400,1.80184,1.3,0.25,0.1,1.008460e-01
2425,1.80184,1.3,0.25,0.1,1.016900e-01
2450,1.80184,1.3,0.25,0.1,1.025840e-01
2475,1.80184,1.3,0.25,0.1,1.035300e-01
2500,1.80184,1.3,0.25,0.1,1.045290e-01
2525,1.80184,1.3,0.25,0.1,1.055820e-01
2550,1.80184,1.3,0.25,0.1,1.066920e-01
2575,1.80184,1.3,0.25,0.1,1.078590e-01
2600,1.80184,1.3,0.25,0.1,1.090860e-01
2625,1.80184,1.3,0.25,0.1,1.103720e-01
2650,1.80184,1.3,0.25,0.1,1.117200e-01
2675,1.80184,1.3,0.25,0.1,1.131310e-01
2700,1.80184,1.3,0.25,0.1,1.146060e-01
2725,1.80184,1.3,0.25,0.1,1.161460e-01
2750,1.80184,1.3,0.25,0.1,1.177530e-01
2775,1.80184,1.3,0.25,0.1,1.194260e-01
2800,1.80184,1.3,0.25,0.1,1.211690e-01
2825,1.80184,1.3,0.25,0.1,1.229820e-01
2850,1.80184,1.3,0.25,0.1,1.248660e-01
2875,1.80184,1.3,0.25,0.1,1.268240e-01
2900,1.80184,1.3,0.25,0.1,1.288580e-01
2925,1.80184,1.3,0.25,0.1,1.309700e-01
2950,1.80184,1.3,0.25,0.1,1.331630e-01
2975,1.80184,1.3,0.25,0.1,1.354430e-01
3000,1.80184,1.3,0.25,0.1,1.378130e-01
3025,1.80184,1.3,0.25,0.1,1.402800e-01
3050,1.80184,1.3,0.25,0.1,1.428530e-01
3075,1.80184,1.3,0.25,0.1,1.455400e-01
3100,1.80184,1.3,0.25,0.1,1.483540e-01
3125,1.80184,1.3,0.25,0.1,1.513110e-01
3150,1.80184,1.3,0.25,0.1,1.544290e-01
3175,1.80184,1.3,0.25,0.1,1.577300e-01
3200,1.80184,1.3,0.25,0.1,1.612430e-01
3225,1.80184,1.3,0.25,0.1,1.650030e-01
3250,1.80184,1.3,0.25,0.1,1.690490e-01
3275,1.80184,1.3,0.25,0.1,1.734330e-01
3300,1.80184,1.3,0.25,0.1,1.782160e-01
3325,1.80184,1.3,0.25,0.1,1.834710e-01
3350,1.80184,1.3,0.25,0.1,1.892870e-01
3375,1.80184,1.3,0.25,0.1,1.957700e-01
3400,1.80184,1.3,0.25,0.1,2.030490e-01
3425,1.80184,1.3,0.25,0.1,2.112780e-01
3450,1.80184,1.3,0.25,0.1,2.206430e-01
3475,1.80184,1.3,0.25,0.1,2.313670e-01
3500,1.80184,1.3,0.25,0.1,2.437220e-01
3525,1.80184,1.3,0.25,0.1,2.580340e-01
3550,1.80184,1.3,0.25,0.1,2.747000e-01
3575,1.80184,1.3,0.25,0.1,2.942050e-01
3600,1.80184,1.3,0.25,0.1,3.171420e-01
3625,1.80184,1.3,0.25,0.1,3.442470e-01
3650,1.80184,1.3,0.25,0.1,3.764320e-01
3675,1.80184,1.3,0.25,0.1,4.148480e-01
3700,1.80184,1.3,0.25,0.1,4.609590e-01
3725,1.80184,1.3,0.25,0.1,5.166520e-01
3750,1.80184,1.3,0.25,0.1,5.844050e-01
3775,1.80184,1.3,0.25,0.1,6.675260e-01
3800,1.80184,1.3,0.25,0.1,7.705360e-01
3825,1.80184,1.3,0.25,0.1,8.997730e-01
3850,1.80184,1.3,0.25,0.1,1.064410e+00
3875,1.80184,1.3,0.25,0.1,1.278230e+00
3900,1.80184,1.3,0.25,0.1,1.562910e+00
3925,1.80184,1.3,0.25,0.1,1.954630e+00
3950,1.80184,1.3,0.25,0.1,2.518520e+00
3975,1.80184,1.3,0.25,0.1,3.384680e+00
4000,1.80184,1.3,0.25,0.1,4.855170e+00
4025,1.80184,1.3,0.25,0.1,7.824990e+00
4050,1.80184,1.3,0.25,0.1,1.659850e+01
4075,1.80184,1.3,0.25,0.1,2.000000e+02
4100,1.80184,1.3,0.25,0.1,2.000000e+02
4125,1.80184,1.3,0.25,0.1,2.000000e+02
4150,1.80184,1.3,0.25,0.1,2.000000e+02
4175,1.80184,1.3,0.25,0.1,2.000000e+02
4200,1.80184,1.3,0.25,0.1,2.000000e+02
4225,1.80184,1.3,0.25,0.1,2.000000e+02
4250,1.80184,1.3,0.25,0.1,2.000000e+02
4275,1.80184,1.3,0.25,0.1,2.000000e+02
4300,1.80184,1.3,0.25,0.1,2.000000e+02
4325,1.80184,1.3,0.25,0.1,2.000000e+02
4350,1.80184,1.3,0.25,0.1,2.000000e+02
4375,1.80184,1.3,0.25,0.1,2.000000e+02
4400,1.80184,1.3,0.25,0.1,2.000000e+02
4425,1.80184,1.3,0.25,0.1,2.000000e+02
4450,1.80184,1.3,0.25,0.1,2.000000e+02
4475,1.80184,1.3,0.25,0.1,2.000000e+02
4500,1.80184,1.3,0.25,0.1,2.000000e+02
4525,1.80184,1.3,0.25,0.1,2.000000e+02
4550,1.80184,1.3,0.25,0.1,2.000000e+02
4575,1.80184,1.3,0.25,0.1,2.000000e+02
4600,1.80184,1.3,0.25,0.1,2.000000e+02
4625,1.80184,1.3,0.25,0.1,2.000000e+02
4650,1.80184,1.3,0.25,0.1,2.000000e+02
4675,1.80184,1.3,0.25,0.1,2.000000e+02
4700,1.80184,1.3,0.25,0.1,2.000000e+02
4725,1.80184,1.3,0.25,0.1,2.000000e+02
4750,1.80184,1.3,0.25,0.1,2.000000e+02
4775,1.80184,1.3,0.25,0.1,2.000000e+02
4800,1.80184,1.3,0.25,0.1,2.000000e+02
4825,1.80184,1.3,0.25,0.1,2.000000e+02
4850,1.80184,1.3,0.25,0.1,2.000000e+02
4875,1.80184,1.3,0.25,0.1,2.000000e+02
4900,1.80184,1.3,0.25,0.1,2.000000e+02
4925,1.80184,1.3,0.25,0.1,2.000000e+02
4950,1.80184,1.3,0.25,0.1,2.000000e+02
4975,1.80184,1.3,0.25,0.1,2.000000e+02
5000,1.80184,1.3,0.25,0.1,2.000000e+02
300,3.20418,1.3,0.25,0.1,0.000000e+00
325,3.20418,1.3,0.25,0.1,0.000000e+00
350,3.20418,1.3,0.25,0.1,0.000000e+00
375,3.20418,1.3,0.25,0.1,0.000000e+00
400,3.20418,1.3,0.25,0.1,0.000000e+00
425,3.20418,1.3,0.25,0.1,0.000000e+00
450,3.20418,1.3,0.25,0.1,0.000000e+00
475,3.20418,1.3,0.25,0.1,0.000000e+00
500,3.20418,1.3,0.25,0.1,0.000000e+00
525,3.20418,1.3,0.25,0.1,0.000000e+00
550,3.20418,1.3,0.25,0.1,0.000000e+00
575,3.20418,1.3,0.25,0.1,0.000000e+00
600,3.20418,1.3,0.25,0.1,0.000000e+00
625,3.20418,1.3,0.25,0.1,0.000000e+00
650,3.20418,1.3,0.25,0.1,0.000000e+00
675,3.20418,1.3,0.25,0.1,0.000000e+00
700,3.20418,1.3,0.25,0.1,0.000000e+00
725,3.20418,1.3,0.25,0.1,0.000000e+00
750,3.20418,1.3,0.25,0.1,0.000000e+00
775,3.20418,1.3,0.25,0.1,0.000000e+00
800,3.20418,1.3,0.25,0.1,0.000000e+00
825,3.20418,1.3,0.25,0.1,0.000000e+00
850,3.20418,1.3,0.25,0.1,0.000000e+00
875,3.20418,1.3,0.25,0.1,0.000000e+00
900,3.20418,1.3,0.25,0.1,0.000000e+00
925,3.20418,1.3,0.25,0.1,0.000000e+00
950,3.20418,1.3,0.25,0.1,0.000000e+00
975,3.20418,1.3,0.25,0.1,0.000000e+00
1000,3.20418,1.3,0.25,0.1,0.000000e+00
1025,3.20418,1.3,0.25,0.1,0.000000e+00
1050,3.20418,1.3,0.25,0.1,0.000000e+00
1075,3.20418,1.3,0.25,0.1,1.291010e-02
1100,3.20418,1.3,0.25,0.1,3.005950e-02
1125,3.20418,1.3,0.25,0.1,4.440210e-02
1150,3.20418,1.3,0.25,0.1,5.585730e-02
1175,3.20418,1.3,0.25,0.1,6.469000e-02
1200,3.20418,1.3,0.25,0.1,7.133610e-02
1225,3.20418,1.3,0.25,0.1,7.626180e-02
