edge,O2_C2H2,f_air,P_atm,T_K,Bc_ss,Bg_ss,hw_ss_MJkg,Bc_Bg0,recession_over_mdote_m3_per_kg
oat_r1p0_air25,1,0.25,0.01,600,0.000000e+00,0.000000e+00,-6.998060e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,0.01,625,0.000000e+00,0.000000e+00,-6.818400e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,0.01,650,0.000000e+00,0.000000e+00,-6.606680e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,0.01,675,0.000000e+00,0.000000e+00,-6.349890e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,0.01,700,0.000000e+00,0.000000e+00,-6.029530e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,0.01,725,0.000000e+00,0.000000e+00,-5.625690e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,0.01,750,0.000000e+00,0.000000e+00,-5.127380e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,0.01,775,0.000000e+00,0.000000e+00,-4.549110e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,0.01,800,0.000000e+00,0.000000e+00,-3.944300e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,0.01,825,0.000000e+00,0.000000e+00,-3.394200e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,0.01,850,2.896186e-03,1.158474e-02,-2.957329e+00,6.883180e-03,1.001794e-05
oat_r1p0_air25,1,0.25,0.01,875,9.232409e-03,3.692963e-02,-2.646143e+00,2.191830e-02,3.193500e-05
oat_r1p0_air25,1,0.25,0.01,900,1.321842e-02,5.287370e-02,-2.444715e+00,3.115530e-02,4.572267e-05
oat_r1p0_air25,1,0.25,0.01,925,1.554565e-02,6.218260e-02,-2.313159e+00,3.649340e-02,5.377257e-05
oat_r1p0_air25,1,0.25,0.01,950,1.686996e-02,6.747985e-02,-2.221851e+00,3.951110e-02,5.835338e-05
oat_r1p0_air25,1,0.25,0.01,975,1.762339e-02,7.049358e-02,-2.152841e+00,4.121980e-02,6.095951e-05
oat_r1p0_air25,1,0.25,0.01,1000,1.805761e-02,7.223045e-02,-2.096069e+00,4.220070e-02,6.246148e-05
oat_r1p0_air25,1,0.25,0.01,1025,1.831267e-02,7.325069e-02,-2.046043e+00,4.277510e-02,6.334373e-05
oat_r1p0_air25,1,0.25,0.01,1050,1.846573e-02,7.386292e-02,-1.999779e+00,4.311880e-02,6.387316e-05
oat_r1p0_air25,1,0.25,0.01,1075,1.855965e-02,7.423859e-02,-1.955639e+00,4.332920e-02,6.419802e-05
oat_r1p0_air25,1,0.25,0.01,1100,1.861860e-02,7.447441e-02,-1.912701e+00,4.346110e-02,6.440194e-05
oat_r1p0_air25,1,0.25,0.01,1125,1.865649e-02,7.462597e-02,-1.870426e+00,4.354570e-02,6.453301e-05
oat_r1p0_air25,1,0.25,0.01,1150,1.868150e-02,7.472598e-02,-1.828509e+00,4.360140e-02,6.461949e-05
oat_r1p0_air25,1,0.25,0.01,1175,1.869851e-02,7.479404e-02,-1.786760e+00,4.363910e-02,6.467835e-05
oat_r1p0_air25,1,0.25,0.01,1200,1.871054e-02,7.484217e-02,-1.745073e+00,4.366570e-02,6.471997e-05
oat_r1p0_air25,1,0.25,0.01,1225,1.871945e-02,7.487779e-02,-1.703379e+00,4.368530e-02,6.475077e-05
oat_r1p0_air25,1,0.25,0.01,1250,1.872646e-02,7.490584e-02,-1.661624e+00,4.370070e-02,6.477503e-05
oat_r1p0_air25,1,0.25,0.01,1275,1.873244e-02,7.492975e-02,-1.619776e+00,4.371360e-02,6.479570e-05
oat_r1p0_air25,1,0.25,0.01,1300,1.873791e-02,7.495163e-02,-1.577821e+00,4.372530e-02,6.481463e-05
oat_r1p0_air25,1,0.25,0.01,1325,1.874329e-02,7.497317e-02,-1.535744e+00,4.373670e-02,6.483325e-05
oat_r1p0_air25,1,0.25,0.01,1350,1.874891e-02,7.499563e-02,-1.493524e+00,4.374850e-02,6.485267e-05
oat_r1p0_air25,1,0.25,0.01,1375,1.875503e-02,7.502011e-02,-1.451150e+00,4.376130e-02,6.487384e-05
oat_r1p0_air25,1,0.25,0.01,1400,1.876189e-02,7.504757e-02,-1.408621e+00,4.377550e-02,6.489759e-05
oat_r1p0_air25,1,0.25,0.01,1425,1.876967e-02,7.507866e-02,-1.365908e+00,4.379160e-02,6.492448e-05
oat_r1p0_air25,1,0.25,0.01,1450,1.877864e-02,7.511456e-02,-1.323015e+00,4.381000e-02,6.495552e-05
oat_r1p0_air25,1,0.25,0.01,1475,1.878892e-02,7.515569e-02,-1.279904e+00,4.383120e-02,6.499108e-05
oat_r1p0_air25,1,0.25,0.01,1500,1.880076e-02,7.520302e-02,-1.236564e+00,4.385550e-02,6.503202e-05
oat_r1p0_air25,1,0.25,0.01,1525,1.881437e-02,7.525749e-02,-1.192973e+00,4.388340e-02,6.507912e-05
oat_r1p0_air25,1,0.25,0.01,1550,1.883001e-02,7.532006e-02,-1.149097e+00,4.391540e-02,6.513322e-05
oat_r1p0_air25,1,0.25,0.01,1575,1.884787e-02,7.539147e-02,-1.104905e+00,4.395190e-02,6.519498e-05
oat_r1p0_air25,1,0.25,0.01,1600,1.886820e-02,7.547281e-02,-1.060357e+00,4.399350e-02,6.526531e-05
oat_r1p0_air25,1,0.25,0.01,1625,1.889134e-02,7.556535e-02,-1.015406e+00,4.404060e-02,6.534534e-05
oat_r1p0_air25,1,0.25,0.01,1650,1.891751e-02,7.567005e-02,-9.699946e-01,4.409400e-02,6.543588e-05
oat_r1p0_air25,1,0.25,0.01,1675,1.894704e-02,7.578818e-02,-9.240604e-01,4.415410e-02,6.553803e-05
oat_r1p0_air25,1,0.25,0.01,1700,1.898022e-02,7.592090e-02,-8.775317e-01,4.422160e-02,6.565280e-05
oat_r1p0_air25,1,0.25,0.01,1725,1.901745e-02,7.606982e-02,-8.303223e-01,4.429710e-02,6.578158e-05
oat_r1p0_air25,1,0.25,0.01,1750,1.905907e-02,7.623630e-02,-7.823373e-01,4.438150e-02,6.592554e-05
oat_r1p0_air25,1,0.25,0.01,1775,1.910545e-02,7.642181e-02,-7.334687e-01,4.447530e-02,6.608596e-05
oat_r1p0_air25,1,0.25,0.01,1800,1.915699e-02,7.662798e-02,-6.835922e-01,4.457950e-02,6.626425e-05
oat_r1p0_air25,1,0.25,0.01,1825,1.921413e-02,7.685653e-02,-6.325720e-01,4.469470e-02,6.646189e-05
oat_r1p0_air25,1,0.25,0.01,1850,1.927728e-02,7.710914e-02,-5.802512e-01,4.482180e-02,6.668033e-05
oat_r1p0_air25,1,0.25,0.01,1875,1.934690e-02,7.738759e-02,-5.264589e-01,4.496170e-02,6.692113e-05
oat_r1p0_air25,1,0.25,0.01,1900,1.942351e-02,7.769403e-02,-4.710041e-01,4.511520e-02,6.718612e-05
oat_r1p0_air25,1,0.25,0.01,1925,1.950755e-02,7.803018e-02,-4.136750e-01,4.528320e-02,6.747681e-05
oat_r1p0_air25,1,0.25,0.01,1950,1.959952e-02,7.839810e-02,-3.542409e-01,4.546670e-02,6.779496e-05
oat_r1p0_air25,1,0.25,0.01,1975,1.970003e-02,7.880010e-02,-2.924471e-01,4.566660e-02,6.814260e-05
oat_r1p0_air25,1,0.25,0.01,2000,1.980951e-02,7.923805e-02,-2.280182e-01,4.588370e-02,6.852131e-05
oat_r1p0_air25,1,0.25,0.01,2025,1.992858e-02,7.971430e-02,-1.606529e-01,4.611910e-02,6.893316e-05
oat_r1p0_air25,1,0.25,0.01,2050,2.005776e-02,8.023103e-02,-9.002929e-02,4.637370e-02,6.937999e-05
oat_r1p0_air25,1,0.25,0.01,2075,2.019759e-02,8.079036e-02,-1.579790e-02,4.664820e-02,6.986368e-05
oat_r1p0_air25,1,0.25,0.01,2100,2.034861e-02,8.139443e-02,6.241183e-02,4.694370e-02,7.038606e-05
oat_r1p0_air25,1,0.25,0.01,2125,2.051138e-02,8.204552e-02,1.449960e-01,4.726080e-02,7.094909e-05
oat_r1p0_air25,1,0.25,0.01,2150,2.068640e-02,8.274562e-02,2.323725e-01,4.760030e-02,7.155450e-05
oat_r1p0_air25,1,0.25,0.01,2175,2.087417e-02,8.349666e-02,3.249818e-01,4.796280e-02,7.220396e-05
oat_r1p0_air25,1,0.25,0.01,2200,2.107519e-02,8.430077e-02,4.232838e-01,4.834910e-02,7.289932e-05
oat_r1p0_air25,1,0.25,0.01,2225,2.128987e-02,8.515949e-02,5.277566e-01,4.875940e-02,7.364190e-05
oat_r1p0_air25,1,0.25,0.01,2250,2.151864e-02,8.607455e-02,6.388918e-01,4.919420e-02,7.443320e-05
oat_r1p0_air25,1,0.25,0.01,2275,2.176184e-02,8.704736e-02,7.571950e-01,4.965370e-02,7.527444e-05
oat_r1p0_air25,1,0.25,0.01,2300,2.201980e-02,8.807922e-02,8.831762e-01,5.013810e-02,7.616674e-05
oat_r1p0_air25,1,0.25,0.01,2325,2.229283e-02,8.917131e-02,1.017351e+00,5.064730e-02,7.711113e-05
oat_r1p0_air25,1,0.25,0.01,2350,2.258116e-02,9.032463e-02,1.160226e+00,5.118140e-02,7.810847e-05
oat_r1p0_air25,1,0.25,0.01,2375,2.288505e-02,9.154020e-02,1.312306e+00,5.174020e-02,7.915963e-05
oat_r1p0_air25,1,0.25,0.01,2400,2.320474e-02,9.281898e-02,1.474071e+00,5.232370e-02,8.026546e-05
oat_r1p0_air25,1,0.25,0.01,2425,2.354071e-02,9.416283e-02,1.645998e+00,5.293190e-02,8.142756e-05
oat_r1p0_air25,1,0.25,0.01,2450,2.389338e-02,9.557351e-02,1.828515e+00,5.356550e-02,8.264745e-05
oat_r1p0_air25,1,0.25,0.01,2475,2.426362e-02,9.705447e-02,2.022043e+00,5.422520e-02,8.392811e-05
oat_r1p0_air25,1,0.25,0.01,2500,2.465271e-02,9.861086e-02,2.226944e+00,5.491290e-02,8.527400e-05
oat_r1p0_air25,1,0.25,0.01,2525,2.506251e-02,1.002500e-01,2.443507e+00,5.563190e-02,8.669150e-05
oat_r1p0_air25,1,0.25,0.01,2550,2.549551e-02,1.019820e-01,2.671674e+00,5.638700e-02,8.818923e-05
oat_r1p0_air25,1,0.25,0.01,2575,2.595654e-02,1.038262e-01,2.912133e+00,5.718610e-02,8.978396e-05
oat_r1p0_air25,1,0.25,0.01,2600,2.645215e-02,1.058086e-01,3.165247e+00,5.804060e-02,9.149828e-05
oat_r1p0_air25,1,0.25,0.01,2625,2.699166e-02,1.079666e-01,3.431476e+00,5.896670e-02,9.336444e-05
oat_r1p0_air25,1,0.25,0.01,2650,2.758830e-02,1.103532e-01,3.711450e+00,5.998780e-02,9.542824e-05
oat_r1p0_air25,1,0.25,0.01,2675,2.826068e-02,1.130427e-01,4.006084e+00,6.113580e-02,9.775399e-05
oat_r1p0_air25,1,0.25,0.01,2700,2.903460e-02,1.161384e-01,4.316760e+00,6.245470e-02,1.004310e-04
oat_r1p0_air25,1,0.25,0.01,2725,2.994592e-02,1.197837e-01,4.645572e+00,6.400370e-02,1.035832e-04
oat_r1p0_air25,1,0.25,0.01,2750,3.104376e-02,1.241751e-01,4.995612e+00,6.586200e-02,1.073807e-04
oat_r1p0_air25,1,0.25,0.01,2775,3.239583e-02,1.295833e-01,5.371437e+00,6.813450e-02,1.120575e-04
oat_r1p0_air25,1,0.25,0.01,2800,3.409551e-02,1.363821e-01,5.779702e+00,7.095940e-02,1.179367e-04
oat_r1p0_air25,1,0.25,0.01,2825,3.627256e-02,1.450902e-01,6.229981e+00,7.451750e-02,1.254672e-04
oat_r1p0_air25,1,0.25,0.01,2850,3.910498e-02,1.564199e-01,6.731369e+00,7.904430e-02,1.352646e-04
oat_r1p0_air25,1,0.25,0.01,2875,4.285291e-02,1.714116e-01,7.301338e+00,8.484580e-02,1.482287e-04
oat_r1p0_air25,1,0.25,0.01,2900,4.790560e-02,1.916224e-01,7.970544e+00,9.231950e-02,1.657060e-04
oat_r1p0_air25,1,0.25,0.01,2925,5.484026e-02,2.193611e-01,8.764936e+00,1.019820e-01,1.896931e-04
oat_r1p0_air25,1,0.25,0.01,2950,6.460055e-02,2.584022e-01,9.737534e+00,1.145060e-01,2.234540e-04
oat_r1p0_air25,1,0.25,0.01,2975,7.879077e-02,3.151631e-01,1.095343e+01,1.307730e-01,2.725381e-04
oat_r1p0_air25,1,0.25,0.01,3000,1.004120e-01,4.016480e-01,1.250922e+01,1.519490e-01,3.473262e-04
oat_r1p0_air25,1,0.25,0.01,3025,1.357967e-01,5.431869e-01,1.453819e+01,1.795890e-01,4.697223e-04
oat_r1p0_air25,1,0.25,0.01,3050,2.011325e-01,8.045300e-01,1.729572e+01,2.158050e-01,6.957194e-04
oat_r1p0_air25,1,0.25,0.01,3075,3.529415e-01,1.411766e+00,2.108388e+01,2.635200e-01,1.220828e-03
oat_r1p0_air25,1,0.25,0.01,3100,1.016734e+00,4.066937e+00,2.655291e+01,3.268840e-01,3.516895e-03
oat_r1p0_air25,1,0.25,0.01,3125,3.590710e+00,1.000000e+01,2.939360e+01,4.119760e-01,1.242030e-02
oat_r1p0_air25,1,0.25,0.01,3150,5.812470e+00,1.000000e+01,2.979790e+01,5.280780e-01,2.010540e-02
oat_r1p0_air25,1,0.25,0.01,3175,8.924390e+00,1.000000e+01,3.007600e+01,6.900990e-01,3.086956e-02
oat_r1p0_air25,1,0.25,0.01,3200,1.342240e+01,1.000000e+01,3.023400e+01,9.236300e-01,4.642823e-02
oat_r1p0_air25,1,0.25,0.01,3225,2.023350e+01,1.000000e+01,3.028370e+01,1.276650e+00,6.998789e-02
oat_r1p0_air25,1,0.25,0.01,3250,3.131760e+01,1.000000e+01,3.024120e+01,1.850970e+00,1.083279e-01
oat_r1p0_air25,1,0.25,0.01,3275,5.166580e+01,1.000000e+01,3.012440e+01,2.907210e+00,1.787126e-01
oat_r1p0_air25,1,0.25,0.01,3300,9.887090e+01,1.000000e+01,2.995090e+01,5.370730e+00,3.419955e-01
oat_r1p0_air25,1,0.25,0.01,3325,3.110160e+02,1.000000e+01,2.973610e+01,1.660260e+01,1.075808e+00
oat_r1p0_air25,1,0.25,0.01,3350,1.000000e+03,1.000000e+01,2.980860e+01,2.000000e+02,3.459011e+00
oat_r1p0_air25,1,0.25,0.01,3375,1.000000e+03,1.000000e+01,3.009670e+01,2.000000e+02,3.459011e+00
oat_r1p0_air25,1,0.25,0.01,3400,1.000000e+03,1.000000e+01,3.040720e+01,2.000000e+02,3.459011e+00
oat_r1p0_air25,1,0.25,0.01,3425,1.000000e+03,1.000000e+01,3.074230e+01,2.000000e+02,3.459011e+00
oat_r1p0_air25,1,0.25,0.01,3450,1.000000e+03,1.000000e+01,3.110450e+01,2.000000e+02,3.459011e+00
oat_r1p0_air25,1,0.25,0.01,3475,1.000000e+03,1.000000e+01,3.149610e+01,2.000000e+02,3.459011e+00
oat_r1p0_air25,1,0.25,0.01,3500,1.000000e+03,1.000000e+01,3.192000e+01,2.000000e+02,3.459011e+00
oat_r1p0_air25,1,0.25,0.01,3525,1.000000e+03,1.000000e+01,3.237890e+01,2.000000e+02,3.459011e+00
oat_r1p0_air25,1,0.25,0.01,3550,1.000000e+03,1.000000e+01,3.287590e+01,2.000000e+02,3.459011e+00
oat_r1p0_air25,1,0.25,0.01,3575,1.000000e+03,1.000000e+01,3.341400e+01,2.000000e+02,3.459011e+00
oat_r1p0_air25,1,0.25,0.01,3600,1.000000e+03,1.000000e+01,3.399670e+01,2.000000e+02,3.459011e+00
oat_r1p0_air25,1,0.25,0.01,3625,1.000000e+03,1.000000e+01,3.462700e+01,2.000000e+02,3.459011e+00
oat_r1p0_air25,1,0.25,0.01,3650,1.000000e+03,1.000000e+01,3.530830e+01,2.000000e+02,3.459011e+00
oat_r1p0_air25,1,0.25,0.01,3675,1.000000e+03,1.000000e+01,3.604370e+01,2.000000e+02,3.459011e+00
oat_r1p0_air25,1,0.25,0.01,3700,1.000000e+03,1.000000e+01,3.683610e+01,2.000000e+02,3.459011e+00
oat_r1p0_air25,1,0.25,0.01,3725,1.000000e+03,1.000000e+01,3.768800e+01,2.000000e+02,3.459011e+00
oat_r1p0_air25,1,0.25,0.01,3750,1.000000e+03,1.000000e+01,3.860140e+01,2.000000e+02,3.459011e+00
oat_r1p0_air25,1,0.25,0.01,3775,1.000000e+03,1.000000e+01,3.957710e+01,2.000000e+02,3.459011e+00
oat_r1p0_air25,1,0.25,0.01,3800,1.000000e+03,1.000000e+01,4.061510e+01,2.000000e+02,3.459011e+00
oat_r1p0_air25,1,0.25,0.01,3825,1.000000e+03,1.000000e+01,4.171400e+01,2.000000e+02,3.459011e+00
oat_r1p0_air25,1,0.25,0.01,3850,1.000000e+03,1.000000e+01,4.287030e+01,2.000000e+02,3.459011e+00
oat_r1p0_air25,1,0.25,0.01,3875,1.000000e+03,1.000000e+01,4.407890e+01,2.000000e+02,3.459011e+00
oat_r1p0_air25,1,0.25,0.01,3900,1.000000e+03,1.000000e+01,4.533240e+01,2.000000e+02,3.459011e+00
oat_r1p0_air25,1,0.25,0.01,3925,1.000000e+03,1.000000e+01,4.662110e+01,2.000000e+02,3.459011e+00
oat_r1p0_air25,1,0.25,0.01,3950,1.000000e+03,1.000000e+01,4.793340e+01,2.000000e+02,3.459011e+00
oat_r1p0_air25,1,0.25,0.01,3975,1.000000e+03,1.000000e+01,4.925570e+01,2.000000e+02,3.459011e+00
oat_r1p0_air25,1,0.25,0.01,4000,1.000000e+03,1.000000e+01,5.057360e+01,2.000000e+02,3.459011e+00
oat_r1p0_air25,1,0.25,1,300,0.000000e+00,0.000000e+00,-8.051200e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,1,325,0.000000e+00,0.000000e+00,-8.000830e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,1,350,0.000000e+00,0.000000e+00,-7.946050e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,1,375,0.000000e+00,0.000000e+00,-7.887910e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,1,400,0.000000e+00,0.000000e+00,-7.827520e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,1,425,0.000000e+00,0.000000e+00,-7.765790e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,1,450,0.000000e+00,0.000000e+00,-7.703360e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,1,475,0.000000e+00,0.000000e+00,-7.640560e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,1,500,0.000000e+00,0.000000e+00,-7.577420e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,1,525,0.000000e+00,0.000000e+00,-7.513710e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,1,550,0.000000e+00,0.000000e+00,-7.448950e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,1,575,0.000000e+00,0.000000e+00,-7.382420e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,1,600,0.000000e+00,0.000000e+00,-7.313120e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,1,625,0.000000e+00,0.000000e+00,-7.239690e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,1,650,0.000000e+00,0.000000e+00,-7.160380e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,1,675,0.000000e+00,0.000000e+00,-7.072860e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,1,700,0.000000e+00,0.000000e+00,-6.974090e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,1,725,0.000000e+00,0.000000e+00,-6.860200e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,1,750,0.000000e+00,0.000000e+00,-6.726290e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,1,775,0.000000e+00,0.000000e+00,-6.566480e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,1,800,0.000000e+00,0.000000e+00,-6.374030e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,1,825,0.000000e+00,0.000000e+00,-6.141830e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,1,850,0.000000e+00,0.000000e+00,-5.863450e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,1,875,0.000000e+00,0.000000e+00,-5.534840e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,1,900,0.000000e+00,0.000000e+00,-5.156640e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,1,925,0.000000e+00,0.000000e+00,-4.736810e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,1,950,0.000000e+00,0.000000e+00,-4.292230e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,1,975,0.000000e+00,0.000000e+00,-3.847630e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,1,1000,0.000000e+00,0.000000e+00,-3.430580e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,1,1025,0.000000e+00,0.000000e+00,-3.063900e+00,0.000000e+00,0.000000e+00
oat_r1p0_air25,1,0.25,1,1050,1.512593e-03,6.050372e-03,-2.756407e+00,2.168650e-03,5.232075e-06
oat_r1p0_air25,1,0.25,1,1075,5.700467e-03,2.280187e-02,-2.504449e+00,1.368510e-02,1.971798e-05
oat_r1p0_air25,1,0.25,1,1100,9.340189e-03,3.736076e-02,-2.306495e+00,2.229440e-02,3.230781e-05
oat_r1p0_air25,1,0.25,1,1125,1.203290e-02,4.813160e-02,-2.152559e+00,2.851840e-02,4.162193e-05
oat_r1p0_air25,1,0.25,1,1150,1.396298e-02,5.585190e-02,-2.031431e+00,3.292980e-02,4.829808e-05
oat_r1p0_air25,1,0.25,1,1175,1.532891e-02,6.131566e-02,-1.933782e+00,3.602770e-02,5.302288e-05
oat_r1p0_air25,1,0.25,1,1200,1.629163e-02,6.516653e-02,-1.852603e+00,3.819970e-02,5.635293e-05
oat_r1p0_air25,1,0.25,1,1225,1.697112e-02,6.788448e-02,-1.782851e+00,3.972740e-02,5.870328e-05
oat_r1p0_air25,1,0.25,1,1250,1.745324e-02,6.981298e-02,-1.721009e+00,4.080930e-02,6.037096e-05
oat_r1p0_air25,1,0.25,1,1275,1.779803e-02,7.119213e-02,-1.664686e+00,4.158210e-02,6.156358e-05
oat_r1p0_air25,1,0.25,1,1300,1.804696e-02,7.218782e-02,-1.612173e+00,4.214000e-02,6.242461e-05
oat_r1p0_air25,1,0.25,1,1325,1.822867e-02,7.291469e-02,-1.562324e+00,4.254760e-02,6.305318e-05
oat_r1p0_air25,1,0.25,1,1350,1.836305e-02,7.345222e-02,-1.514324e+00,4.284930e-02,6.351800e-05
oat_r1p0_air25,1,0.25,1,1375,1.846399e-02,7.385595e-02,-1.467637e+00,4.307620e-02,6.386713e-05
oat_r1p0_air25,1,0.25,1,1400,1.854123e-02,7.416492e-02,-1.421847e+00,4.324990e-02,6.413431e-05
oat_r1p0_air25,1,0.25,1,1425,1.860162e-02,7.440647e-02,-1.376687e+00,4.338580e-02,6.434319e-05
oat_r1p0_air25,1,0.25,1,1450,1.865019e-02,7.460078e-02,-1.331949e+00,4.349490e-02,6.451122e-05
oat_r1p0_air25,1,0.25,1,1475,1.869053e-02,7.476212e-02,-1.287486e+00,4.358520e-02,6.465075e-05
oat_r1p0_air25,1,0.25,1,1500,1.872527e-02,7.490107e-02,-1.243179e+00,4.366260e-02,6.477090e-05
oat_r1p0_air25,1,0.25,1,1525,1.875648e-02,7.502594e-02,-1.198959e+00,4.373160e-02,6.487888e-05
oat_r1p0_air25,1,0.25,1,1550,1.878562e-02,7.514250e-02,-1.154740e+00,4.379560e-02,6.497968e-05
oat_r1p0_air25,1,0.25,1,1575,1.881401e-02,7.525602e-02,-1.110487e+00,4.385710e-02,6.507785e-05
oat_r1p0_air25,1,0.25,1,1600,1.884254e-02,7.537017e-02,-1.066147e+00,4.391830e-02,6.517656e-05
oat_r1p0_air25,1,0.25,1,1625,1.887205e-02,7.548822e-02,-1.021677e+00,4.398110e-02,6.527864e-05
oat_r1p0_air25,1,0.25,1,1650,1.890324e-02,7.561294e-02,-9.770625e-01,4.404680e-02,6.538649e-05
oat_r1p0_air25,1,0.25,1,1675,1.893669e-02,7.574676e-02,-9.322593e-01,4.411680e-02,6.550221e-05
oat_r1p0_air25,1,0.25,1,1700,1.897306e-02,7.589223e-02,-8.872431e-01,4.419230e-02,6.562801e-05
oat_r1p0_air25,1,0.25,1,1725,1.901276e-02,7.605105e-02,-8.419860e-01,4.427430e-02,6.576535e-05
oat_r1p0_air25,1,0.25,1,1750,1.905638e-02,7.622554e-02,-7.964601e-01,4.436400e-02,6.591624e-05
oat_r1p0_air25,1,0.25,1,1775,1.910439e-02,7.641756e-02,-7.506363e-01,4.446220e-02,6.608229e-05
oat_r1p0_air25,1,0.25,1,1800,1.915728e-02,7.662913e-02,-7.044848e-01,4.457010e-02,6.626525e-05
oat_r1p0_air25,1,0.25,1,1825,1.921558e-02,7.686231e-02,-6.579755e-01,4.468850e-02,6.646689e-05
oat_r1p0_air25,1,0.25,1,1850,1.927980e-02,7.711920e-02,-6.110730e-01,4.481860e-02,6.668903e-05
oat_r1p0_air25,1,0.25,1,1875,1.935044e-02,7.740177e-02,-5.637426e-01,4.496120e-02,6.693338e-05
oat_r1p0_air25,1,0.25,1,1900,1.942808e-02,7.771232e-02,-5.159464e-01,4.511740e-02,6.720194e-05
oat_r1p0_air25,1,0.25,1,1925,1.951325e-02,7.805299e-02,-4.676431e-01,4.528840e-02,6.749653e-05
oat_r1p0_air25,1,0.25,1,1950,1.960657e-02,7.842629e-02,-4.187877e-01,4.547510e-02,6.781934e-05
oat_r1p0_air25,1,0.25,1,1975,1.970864e-02,7.883455e-02,-3.693341e-01,4.567870e-02,6.817239e-05
oat_r1p0_air25,1,0.25,1,2000,1.982008e-02,7.928032e-02,-3.192309e-01,4.590040e-02,6.855787e-05
oat_r1p0_air25,1,0.25,1,2025,1.994159e-02,7.976638e-02,-2.684230e-01,4.614120e-02,6.897819e-05
oat_r1p0_air25,1,0.25,1,2050,2.007382e-02,8.029530e-02,-2.168531e-01,4.640250e-02,6.943557e-05
oat_r1p0_air25,1,0.25,1,2075,2.021753e-02,8.087010e-02,-1.644585e-01,4.668550e-02,6.993264e-05
oat_r1p0_air25,1,0.25,1,2100,2.037347e-02,8.149386e-02,-1.111719e-01,4.699130e-02,7.047204e-05
oat_r1p0_air25,1,0.25,1,2125,2.054238e-02,8.216951e-02,-5.692347e-02,4.732140e-02,7.105630e-05
oat_r1p0_air25,1,0.25,1,2150,2.072511e-02,8.290046e-02,-1.636817e-03,4.767700e-02,7.168839e-05
oat_r1p0_air25,1,0.25,1,2175,2.092251e-02,8.369005e-02,5.476801e-02,4.805950e-02,7.237120e-05
oat_r1p0_air25,1,0.25,1,2200,2.113545e-02,8.454182e-02,1.123759e-01,4.847020e-02,7.310776e-05
oat_r1p0_air25,1,0.25,1,2225,2.136483e-02,8.545931e-02,1.712768e-01,4.891050e-02,7.390117e-05
oat_r1p0_air25,1,0.25,1,2250,2.161162e-02,8.644649e-02,2.315659e-01,4.938170e-02,7.475483e-05
oat_r1p0_air25,1,0.25,1,2275,2.187680e-02,8.750721e-02,2.933431e-01,4.988530e-02,7.567210e-05
oat_r1p0_air25,1,0.25,1,2300,2.216136e-02,8.864544e-02,3.567141e-01,5.042260e-02,7.665638e-05
