P_atm,Tw[K],B'c,hw[MJ/kg],N,O,NO,N2,O2,C,C2,C3,CN,CO,CO2,Si,Si2,Si3,SiO,SiO2,SiN,Si2N,SiC,SiC2,Si2C,C(gr),Si(cr),Si(L),SiC(b),SiC(L),SiO2(a-qz),SiO2(b-qz),SiO2(b-crt),SiO2(L)
56.2341,6.500000e+02,0.000000e+00,3.715060e-01,1.661180e-36,1.804660e-48,2.165060e-37,1.000000e+00,1.095320e-60,5.377730e-52,2.774050e-59,2.345000e-58,1.560320e-31,5.337040e-18,6.364160e-29,2.677820e-36,1.270840e-49,8.735520e-58,1.892560e-24,4.666150e-40,3.337600e-34,4.437380e-38,1.819960e-56,4.825310e-47,1.411430e-46,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
56.2341,6.750000e+02,0.000000e+00,3.987290e-01,4.302470e-35,1.773690e-46,7.109890e-36,1.000000e+00,3.376910e-58,7.433800e-50,8.482300e-57,7.473290e-56,3.164280e-30,4.399250e-17,1.319400e-27,9.609010e-35,1.801040e-47,2.806320e-55,2.739460e-23,2.587030e-38,8.676960e-33,1.813160e-36,4.581070e-54,6.006360e-45,1.670090e-44,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
56.2341,7.000000e+02,0.000000e+00,4.260990e-01,8.839930e-34,1.256120e-44,1.818120e-34,1.000000e+00,6.903220e-56,7.229440e-48,1.723630e-54,1.576110e-53,5.173940e-29,3.114910e-16,2.198740e-26,2.668410e-33,1.788270e-45,5.955350e-53,3.270030e-22,1.074610e-36,1.787130e-31,5.678020e-35,7.759640e-52,5.291240e-43,1.401990e-42,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
56.2341,7.250000e+02,0.000000e+00,4.536200e-01,1.475690e-32,6.630510e-43,3.715100e-33,1.000000e+00,9.762690e-54,5.129190e-46,2.427730e-52,2.295500e-51,6.974550e-28,1.924450e-15,3.012420e-25,5.888670e-32,1.290680e-43,8.714660e-51,3.283760e-21,3.445530e-35,2.987370e-30,1.400800e-33,9.214670e-50,3.418860e-41,8.651990e-41,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
56.2341,7.500000e+02,0.000000e+00,4.812930e-01,2.043420e-31,2.686280e-41,6.203410e-32,1.000000e+00,9.909090e-52,2.739750e-44,2.458410e-50,2.395720e-49,7.901930e-27,1.051610e-14,3.459930e-24,1.056710e-30,6.991170e-42,9.127050e-49,2.822430e-20,8.750540e-34,4.138550e-29,2.788280e-32,7.948830e-48,1.671240e-39,4.047830e-39,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
56.2341,7.750000e+02,0.000000e+00,5.091190e-01,2.389890e-30,8.568850e-40,8.630950e-31,1.000000e+00,7.452970e-50,1.132400e-42,1.847710e-48,1.850320e-47,7.651920e-26,5.142920e-14,3.388350e-23,1.573120e-29,2.922170e-40,7.066820e-47,2.107800e-19,1.800240e-32,4.838860e-28,4.572010e-31,5.137430e-46,6.349570e-38,1.474740e-37,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
56.2341,8.000000e+02,0.000000e+00,5.370960e-01,2.398380e-29,2.200620e-38,1.017760e-29,1.000000e+00,4.271570e-48,3.709680e-41,1.059840e-46,1.087800e-45,6.427080e-25,2.274340e-13,2.871410e-22,1.977160e-28,9.657190e-39,4.161440e-45,1.385760e-18,3.059520e-31,4.851680e-27,6.289090e-30,2.556010e-44,1.919800e-36,4.283360e-36,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
56.2341,8.250000e+02,0.000000e+00,5.652230e-01,2.094160e-28,4.640010e-37,1.032480e-28,1.000000e+00,1.911810e-46,9.837450e-40,4.754650e-45,4.990010e-44,4.743240e-24,9.177270e-13,2.133080e-21,2.130490e-27,2.577950e-37,1.910780e-43,8.113170e-18,4.369730e-30,4.230300e-26,7.374240e-29,1.002500e-42,4.716150e-35,1.012490e-34,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
56.2341,8.500000e+02,0.000000e+00,5.935000e-01,1.610560e-27,8.171590e-36,9.129330e-28,1.000000e+00,6.826610e-45,2.151410e-38,1.704750e-43,1.825590e-42,3.111060e-23,3.405710e-12,1.404760e-20,1.995150e-26,5.664580e-36,6.993130e-42,4.272720e-17,5.323910e-29,3.247450e-25,7.475130e-28,3.165400e-41,9.587200e-34,1.983510e-33,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
56.2341,8.750000e+02,0.000000e+00,6.219230e-01,1.102890e-26,1.220230e-34,7.116700e-27,1.000000e+00,1.981350e-43,3.944760e-37,4.979550e-42,5.430820e-41,1.831910e-22,1.170300e-11,8.280350e-20,1.643440e-25,1.041810e-34,2.080070e-40,2.041830e-16,5.605120e-28,2.218960e-24,6.633070e-27,8.197260e-40,1.639140e-32,3.272770e-32,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
56.2341,9.000000e+02,0.000000e+00,6.504900e-01,6.789930e-26,1.567990e-33,4.947880e-26,1.000000e+00,4.765760e-42,6.153790e-36,1.205330e-40,1.336510e-39,9.771480e-22,3.751640e-11,4.418560e-19,1.203530e-24,1.627730e-33,5.116180e-39,8.935500e-16,5.172750e-27,1.362720e-23,5.209840e-26,1.770040e-38,2.391230e-31,4.613770e-31,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
56.2341,9.250000e+02,0.000000e+00,6.791980e-01,3.790700e-25,1.755100e-32,3.096670e-25,1.000000e+00,9.645840e-41,8.275050e-35,2.454790e-39,2.763070e-38,4.759480e-21,1.128320e-10,2.151860e-18,7.910990e-24,2.189310e-32,1.056750e-37,3.606710e-15,4.229510e-26,7.587180e-23,3.658030e-25,3.234270e-37,3.015070e-30,5.628660e-30,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
56.2341,9.500000e+02,0.000000e+00,7.080450e-01,1.933920e-24,1.729990e-31,1.759190e-24,1.000000e+00,1.665370e-39,9.704840e-34,4.264070e-38,4.865220e-37,2.132130e-20,3.199820e-10,9.633630e-18,4.707370e-23,2.565110e-31,1.858480e-36,1.351380e-14,3.093510e-25,3.859480e-22,2.316480e-24,5.067290e-36,3.323870e-29,6.010740e-29,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
56.2341,9.750000e+02,0.000000e+00,7.370260e-01,9.078750e-24,1.516400e-30,9.139300e-24,1.000000e+00,2.482930e-38,1.003130e-32,6.395010e-37,7.386890e-36,8.841410e-20,8.595410e-10,3.990540e-17,2.555220e-22,2.646050e-30,2.817600e-35,4.727310e-14,2.041430e-24,1.806210e-21,1.333580e-23,6.888470e-35,3.237030e-28,5.676480e-28,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
56.2341,1.000000e+03,0.000000e+00,7.661400e-01,3.946260e-23,1.192440e-29,4.371290e-23,1.000000e+00,3.232090e-37,9.225470e-32,8.372300e-36,9.779040e-35,3.413470e-19,2.195970e-09,1.538420e-16,1.274010e-21,2.426260e-29,3.723730e-34,1.551900e-13,1.224900e-23,7.825600e-21,7.029510e-23,8.211940e-34,2.810890e-27,4.784850e-27,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
56.2341,1.025000e+03,0.000000e+00,7.953830e-01,1.597190e-22,8.479170e-29,1.936560e-22,1.000000e+00,3.710100e-36,7.613530e-31,9.663800e-35,1.140150e-33,1.233410e-18,5.355520e-09,5.548990e-16,5.870990e-21,1.994690e-28,4.333350e-33,4.803460e-13,6.729370e-23,3.156630e-20,3.414670e-22,8.668040e-33,2.194740e-26,3.630070e-26,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
56.2341,1.050000e+03,0.000000e+00,8.247510e-01,6.049880e-22,5.491450e-28,7.990190e-22,1.000000e+00,3.789460e-35,5.682060e-30,9.923270e-34,1.181400e-32,4.190980e-18,1.250950e-08,1.881550e-15,2.514740e-20,1.481860e-27,4.480930e-32,1.407720e-12,3.406430e-22,1.191520e-19,1.537540e-21,8.171970e-32,1.552610e-25,2.497420e-25,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
56.2341,1.075000e+03,0.000000e+00,8.542410e-01,2.154560e-21,3.260370e-27,3.085640e-21,1.000000e+00,3.472170e-34,3.861820e-29,9.139130e-33,1.096930e-31,1.344870e-17,2.807070e-08,6.023670e-15,1.006310e-19,1.001860e-26,4.151440e-31,3.921120e-12,1.597940e-21,4.228280e-19,6.451460e-21,6.935710e-31,1.002000e-24,1.568810e-24,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
56.2341,1.100000e+03,0.000000e+00,8.838490e-01,7.244610e-21,1.785100e-26,1.120360e-20,1.000000e+00,2.875250e-33,2.405530e-28,7.605330e-32,9.195170e-31,4.091650e-17,6.067790e-08,1.827910e-14,3.779600e-19,6.204040e-26,3.471940e-30,1.041710e-11,6.982540e-21,1.416560e-18,2.534750e-20,5.337390e-30,5.936440e-24,9.054130e-24,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
56.2341,1.125000e+03,0.000000e+00,9.135720e-01,2.308740e-20,9.061950e-26,3.840400e-20,1.000000e+00,2.166380e-32,1.381290e-27,5.757420e-31,7.006440e-30,1.184440e-16,1.266660e-07,5.276600e-14,1.338040e-18,3.539630e-25,2.639120e-29,2.647920e-11,2.855730e-20,4.497550e-18,9.366160e-20,3.748690e-29,3.247210e-23,4.828170e-23,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
56.2341,1.150000e+03,0.000000e+00,9.434050e-01,6.997630e-20,4.286280e-25,1.247490e-19,1.000000e+00,1.494360e-31,7.350480e-27,3.989450e-30,4.883130e-29,3.272910e-16,2.559360e-07,1.453710e-13,4.482080e-18,1.870610e-24,1.834720e-28,6.458570e-11,1.097870e-19,1.358030e-17,3.267970e-19,2.417330e-28,1.648490e-22,2.391240e-22,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
56.2341,1.175000e+03,0.000000e+00,9.733450e-01,2.023640e-19,1.897570e-24,3.853280e-19,9.999990e-01,9.490430e-31,3.642580e-26,2.544640e-29,3.130670e-28,8.658660e-16,5.015930e-07,3.833710e-13,1.425650e-17,9.201980e-24,1.173240e-27,1.515620e-10,3.983180e-19,3.912210e-17,1.080630e-18,1.439030e-27,7.804130e-22,1.105150e-21,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
56.2341,1.200000e+03,0.000000e+00,1.003390e+00,5.600040e-19,7.895320e-24,1.135330e-18,9.999990e-01,5.577940e-30,1.688490e-25,1.501810e-28,1.856020e-27,2.199100e-15,9.553270e-07,9.704510e-13,4.319890e-17,4.232550e-23,6.937150e-27,3.430190e-10,1.368770e-18,1.078420e-16,3.397920e-18,7.947960e-27,3.460360e-21,4.786970e-21,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
56.2341,1.225000e+03,0.000000e+00,1.033530e+00,1.486940e-18,3.091990e-23,3.192760e-18,9.999980e-01,3.034370e-29,7.351180e-25,8.240250e-28,1.022400e-26,5.375320e-15,1.767220e-06,2.352990e-12,1.250700e-16,1.827840e-22,3.811030e-26,7.486590e-10,4.449260e-18,2.852190e-16,1.019130e-17,4.091560e-26,1.442860e-20,1.951070e-20,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
56.2341,1.250000e+03,0.000000e+00,1.063770e+00,3.797630e-18,1.146470e-22,8.613080e-18,9.999970e-01,1.541900e-28,3.017290e-24,4.221880e-27,5.256120e-26,1.267440e-14,3.187960e-06,5.503650e-12,3.469290e-16,7.439410e-22,1.953850e-25,1.582770e-09,1.378860e-17,7.255500e-16,2.923890e-17,1.971550e-25,5.678470e-20,7.510090e-20,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
56.2341,1.275000e+03,0.000000e+00,1.094100e+00,9.350630e-18,4.037740e-22,2.234410e-17,9.999940e-01,7.348170e-28,1.171610e-23,2.027970e-26,2.532130e-25,2.888890e-14,5.616480e-06,1.244490e-11,9.243420e-16,2.863670e-21,9.386390e-25,3.247430e-09,4.085520e-17,1.779290e-15,8.045260e-17,8.926970e-25,2.116540e-19,2.739340e-19,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
56.2341,1.300000e+03,0.000000e+00,1.124510e+00,2.224290e-17,1.354740e-21,5.586800e-17,9.999900e-01,3.296470e-27,4.317600e-23,9.166880e-26,1.147390e-24,6.377770e-14,9.677000e-06,2.725760e-11,2.371040e-15,1.045900e-20,4.241290e-24,6.477450e-09,1.160380e-16,4.215320e-15,2.128220e-16,3.811900e-24,7.494990e-19,9.497930e-19,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
56.2341,1.325000e+03,0.000000e+00,1.155000e+00,5.121650e-17,4.342190e-21,1.349160e-16,9.999840e-01,1.396870e-26,1.514540e-22,3.912760e-25,4.907410e-24,1.366240e-13,1.632650e-05,5.793400e-11,5.868060e-15,3.635340e-20,1.808850e-23,1.258080e-08,3.166830e-16,9.666430e-15,5.424520e-16,1.540150e-23,2.528880e-18,3.139380e-18,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
56.2341,1.350000e+03,0.000000e+00,1.185560e+00,1.143610e-16,1.332900e-20,3.152860e-16,9.999730e-01,5.608910e-26,5.070930e-22,1.582080e-24,1.987480e-23,2.844640e-13,2.700420e-05,1.196890e-10,1.403990e-14,1.205810e-19,7.304800e-23,2.382860e-08,8.323080e-16,2.149500e-14,1.334970e-15,5.906220e-23,8.152030e-18,9.918620e-18,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
56.2341,1.375000e+03,0.000000e+00,1.216180e+00,2.480420e-16,3.927770e-20,7.142750e-16,9.999560e-01,2.140390e-25,1.624670e-21,6.077750e-24,7.644700e-23,5.765670e-13,4.383560e-05,2.407280e-10,3.253510e-14,3.826580e-19,2.801660e-22,4.407300e-08,2.110930e-15,4.642680e-14,3.178170e-15,2.155860e-22,2.516910e-17,3.002780e-17,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
56.2341,1.400000e+03,0.000000e+00,1.246850e+00,5.233830e-16,1.113540e-19,1.571330e-15,9.999300e-01,7.783740e-25,4.992710e-21,2.224420e-23,2.800430e-22,1.139250e-12,6.990700e-05,4.720390e-10,7.314800e-14,1.164590e-18,1.023360e-21,7.970550e-08,5.176390e-15,9.755200e-14,7.332520e-15,7.510090e-22,7.459990e-17,8.730890e-17,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
56.2341,1.425000e+03,0.000000e+00,1.277530e+00,1.075940e-15,3.043390e-19,3.361890e-15,9.998900e-01,2.704370e-24,1.474870e-20,7.776050e-23,9.795220e-22,2.197430e-12,1.096270e-04,9.036300e-10,1.598120e-13,3.406620e-18,3.569150e-21,1.411110e-07,1.229460e-14,1.996940e-13,1.642170e-14,2.502970e-21,2.127230e-16,2.443340e-16,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
56.2341,1.450000e+03,0.000000e+00,1.308210e+00,2.157840e-15,8.033880e-19,7.005470e-15,9.998310e-01,8.998180e-24,4.196690e-20,2.602570e-22,3.279220e-21,4.142660e-12,1.692010e-04,1.690860e-09,3.397940e-13,9.597550e-18,1.191430e-20,2.448350e-07,2.833090e-14,3.987870e-13,3.575510e-14,7.999290e-21,5.847460e-16,6.594220e-16,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
56.2341,1.475000e+03,0.000000e+00,1.338860e+00,4.227160e-15,2.051990e-18,1.423670e-14,9.997420e-01,2.873500e-23,1.152440e-19,8.358080e-22,1.053080e-20,7.642160e-12,2.572310e-04,3.096240e-09,7.040870e-13,2.609250e-17,3.815200e-20,4.167480e-07,6.343520e-14,7.778660e-13,7.579430e-14,2.456740e-20,1.552410e-15,1.719500e-15,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
56.2341,1.500000e+03,0.000000e+00,1.369410e+00,8.098140e-15,5.079550e-18,2.825160e-14,9.996140e-01,8.825260e-23,3.059590e-19,2.580910e-21,3.250850e-20,1.381010e-11,3.854910e-04,5.554460e-09,1.423640e-12,6.857560e-17,1.174390e-19,6.965920e-07,1.382140e-13,1.483760e-12,1.566370e-13,7.265210e-20,3.987420e-15,4.339600e-15,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
56.2341,1.525000e+03,0.000000e+00,1.399810e+00,1.518800e-14,1.220510e-17,5.480800e-14,9.994290e-01,2.611800e-22,7.866110e-19,7.677810e-21,9.665390e-20,2.447120e-11,5.698770e-04,9.771730e-09,2.812310e-12,1.745210e-16,3.481800e-19,1.144410e-06,2.934350e-13,2.770690e-12,3.159740e-13,2.072660e-19,9.925020e-15,1.061720e-14,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
56.2341,1.550000e+03,0.000000e+00,1.429970e+00,2.791470e-14,2.850680e-17,1.040590e-13,9.991670e-01,7.461550e-22,1.961480e-18,2.204380e-20,2.772820e-19,4.256000e-11,8.315980e-04,1.687470e-08,5.433820e-12,4.307550e-16,9.960610e-19,1.849460e-06,6.077910e-13,5.070140e-12,6.228910e-13,5.714200e-19,2.397650e-14,2.521960e-14,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
56.2341,1.575000e+03,0.000000e+00,1.459780e+00,5.032600e-14,6.480900e-17,1.935510e-13,9.987980e-01,2.061230e-21,4.750810e-18,6.118680e-20,7.688540e-19,7.271380e-11,1.198620e-03,2.862990e-08,1.027980e-11,1.032650e-15,2.754230e-18,2.942470e-06,1.229680e-12,9.100590e-12,1.201290e-12,1.524910e-18,5.629600e-14,5.824370e-14,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
56.2341,1.600000e+03,0.000000e+00,1.489100e+00,8.907630e-14,1.435980e-16,3.530180e-13,9.982880e-01,5.514610e-21,1.119190e-17,1.644510e-19,2.063870e-18,1.221390e-10,1.707410e-03,4.776230e-08,1.906070e-11,2.407790e-15,7.373000e-18,4.612180e-06,2.432790e-12,1.603680e-11,2.268810e-12,3.945070e-18,1.286430e-13,1.309540e-13,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
56.2341,1.625000e+03,0.000000e+00,1.517720e+00,1.549170e-13,3.104590e-16,6.319260e-13,9.975880e-01,1.431000e-20,2.567710e-17,4.286200e-19,5.371400e-18,2.018580e-10,2.405020e-03,7.840990e-08,3.467080e-11,5.467410e-15,1.913690e-17,7.127330e-06,4.711350e-12,2.776680e-11,4.200230e-12,9.908680e-18,2.864570e-13,2.870060e-13,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
56.2341,1.650000e+03,0.000000e+00,1.545420e+00,2.649300e-13,6.556720e-16,1.111110e-12,9.966370e-01,3.606650e-20,5.744040e-17,1.084860e-18,1.357290e-17,3.284690e-10,3.351590e-03,1.267640e-07,6.192180e-11,1.210510e-14,4.822750e-17,1.086570e-05,8.939910e-12,4.727370e-11,7.628730e-12,2.419430e-17,6.223130e-13,6.138620e-13,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
56.2341,1.675000e+03,0.000000e+00,1.571900e+00,4.458280e-13,1.354100e-15,1.920450e-12,9.953600e-01,8.840490e-20,1.254330e-16,2.669980e-18,3.334380e-17,5.266050e-10,4.623170e-03,2.019570e-07,1.086760e-10,2.616250e-14,1.181660e-16,1.635160e-05,1.663670e-11,7.919710e-11,1.360470e-11,5.750390e-17,1.320430e-12,1.282740e-12,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
56.2341,1.700000e+03,0.000000e+00,1.596760e+00,7.387380e-13,2.737320e-15,3.265150e-12,9.936600e-01,2.110040e-19,2.676620e-16,6.397610e-18,7.973610e-17,8.323010e-10,6.315170e-03,3.172800e-07,1.875740e-10,5.525540e-14,2.818450e-16,2.430460e-05,3.038950e-11,1.306410e-10,2.384040e-11,1.331950e-16,2.739280e-12,2.621430e-12,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
56.2341,1.725000e+03,0.000000e+00,1.619550e+00,1.206040e-12,5.421430e-15,5.464380e-12,9.914180e-01,4.909630e-19,5.587050e-16,1.494190e-17,1.858250e-16,1.297530e-09,8.546160e-03,4.918270e-07,3.186220e-10,1.141550e-13,6.551720e-16,3.570090e-05,5.453210e-11,2.123180e-10,4.107950e-11,3.010060e-16,5.561550e-12,5.244450e-12,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
56.2341,1.750000e+03,0.000000e+00,1.639670e+00,1.940960e-12,1.052920e-14,9.006820e-12,9.884850e-01,1.114880e-18,1.141840e-15,3.405290e-17,4.225140e-16,1.996260e-09,1.146230e-02,7.526910e-07,5.330180e-10,2.309160e-13,1.485980e-15,5.185020e-05,9.620250e-11,3.401520e-10,6.964690e-11,6.643820e-16,1.106110e-11,1.028060e-11,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
56.2341,1.775000e+03,0.000000e+00,1.656430e+00,3.080840e-12,2.006930e-14,1.462940e-11,9.846820e-01,2.473280e-18,2.286900e-15,7.580730e-17,9.382610e-16,3.032320e-09,1.524260e-02,1.137870e-06,8.787220e-10,4.577640e-13,3.291840e-15,7.449290e-05,1.669700e-10,5.374670e-10,1.162510e-10,1.433680e-15,2.156870e-11,1.976390e-11,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
56.2341,1.800000e+03,0.000000e+00,1.668950e+00,4.825160e-12,3.757160e-14,2.342680e-11,9.797890e-01,5.365500e-18,4.492330e-15,1.650070e-16,2.036940e-15,4.549490e-09,2.010380e-02,1.700050e-06,1.428470e-09,8.900750e-13,7.129550e-15,1.059180e-04,2.853030e-10,8.379430e-10,1.911300e-10,3.027530e-15,4.126980e-11,3.729220e-11,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
56.2341,1.825000e+03,0.000000e+00,1.676190e+00,7.459500e-12,6.913530e-14,3.700070e-11,9.735410e-01,1.139300e-17,8.662110e-15,3.515030e-16,4.327260e-15,6.744180e-09,2.630780e-02,2.511520e-06,2.291160e-09,1.698860e-12,1.511090e-14,1.491070e-04,4.802510e-10,1.289510e-09,3.096730e-10,6.262050e-15,7.754650e-11,6.911790e-11,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
56.2341,1.850000e+03,0.000000e+00,1.676900e+00,1.138680e-11,1.251290e-13,5.765990e-11,9.656210e-01,2.369900e-17,1.640710e-14,7.334580e-16,9.003450e-15,9.880930e-09,3.416770e-02,3.670410e-06,3.627740e-09,3.185380e-12,3.136930e-14,2.079130e-04,7.968730e-10,1.959410e-09,4.946390e-10,1.269700e-14,1.431980e-10,1.259240e-10,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
56.2341,1.875000e+03,0.000000e+00,1.669610e+00,1.716690e-11,2.229030e-13,8.868000e-11,9.556520e-01,4.833350e-17,3.054960e-14,1.500370e-15,1.836240e-14,1.431080e-08,4.405560e-02,5.308650e-06,5.673400e-09,5.871540e-12,6.383690e-14,2.872660e-04,1.304120e-09,2.940510e-09,7.791480e-10,2.525760e-14,2.600500e-10,2.256680e-10,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
56.2341,1.900000e+03,0.000000e+00,1.652560e+00,2.556610e-11,3.910670e-13,1.346340e-10,9.431870e-01,9.672340e-17,5.595510e-14,3.011220e-15,3.673840e-14,2.049210e-08,5.641150e-02,7.601930e-06,8.767760e-09,1.064690e-11,1.274490e-13,3.934300e-04,2.106180e-09,4.359080e-09,1.210610e-09,4.933050e-14,4.647420e-10,3.980720e-10,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
